key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,instr_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,1.0586,1,,,,,,,,,,,,,,z,1,1.0586,,,,,,,,-0.227777778,0.289814815,0,0,0,,0,34,34,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.8788,1,,,,,,,,,,,,,,z,1,0.8788,,,,,,,,-0.227777778,0.289814815,0,0,0,,0,35,35,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4508,0,,,,,,,,,,,,,,z,0,0.4508,,,,,,,,-0.227777778,0.289814815,0,0,0,,0,36,36,4,1,MUSCLE,HB,old,m,./images/MUSCLEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4468,1,,,,,,,,,,,,,,z,1,0.4468,,,,,,,,-0.227777778,0.289814815,0,0,0,,0,37,37,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6483,1,,,,,,,,,,,,,,z,1,0.6483,,,,,,,,-0.227777778,0.289814815,0,0,0,,0,38,38,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.681,1,,,,,,,,,,,,,,m,1,0.681,,,,,,,,-0.227777778,0.289814815,0,0,0,,0,39,39,17,1,SKIING,LB,old,m,./images/SKIINGLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5595,1,,,,,,,,,,,,,,m,1,0.5595,,,,,,,,-0.227777778,0.289814815,0,0,0,,0,40,40,21,1,KIDNEY,C,old,m,./images/KIDNEY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5397,0,,,,,,,,,,,,,,z,0,0.5397,,,,,,,,-0.087962963,0.400925926,0,0,0,space,0,41,41,70,1,URINE,HB,old,m,./images/URINEHB.png,29.2796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6792,1,,,,,,,,,,,,,,m,1,0.6792,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,42,42,57,1,MOOSE,C,old,m,./images/MOOSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5944,1,,,,,,,,,,,,,,m,1,0.5944,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,43,43,59,1,BURIAL,LB,old,m,./images/BURIALLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.9291,1,,,,,,,,,,,,,,m,1,0.9291,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,44,44,43,1,MOSQUE,HB,old,m,./images/MOSQUEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7223,1,,,,,,,,,,,,,,m,1,0.7223,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,45,45,68,1,TORCH,LB,old,m,./images/TORCHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7166,1,,,,,,,,,,,,,,z,1,0.7166,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,46,46,91,1,SHENS,HB,old,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5573,1,,,,,,,,,,,,,,m,1,0.5573,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,47,47,62,1,PURSE,LB,old,m,./images/PURSELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5732,1,,,,,,,,,,,,,,m,1,0.5732,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,48,48,80,1,WEASEL,LB,old,m,./images/WEASELLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5725,1,,,,,,,,,,,,,,z,1,0.5725,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,49,49,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5397,1,,,,,,,,,,,,,,m,1,0.5397,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,50,50,1,1,PLANK,HB,old,m,./images/PLANKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5245,1,,,,,,,,,,,,,,m,1,0.5245,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,51,51,41,1,STRING,LB,old,m,./images/STRINGLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5334,1,,,,,,,,,,,,,,z,1,0.5334,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,52,52,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6388,1,,,,,,,,,,,,,,m,1,0.6388,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,53,53,82,1,SUNSET,HB,old,m,./images/SUNSETHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4914,1,,,,,,,,,,,,,,m,1,0.4914,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,54,54,69,1,COOKER,C,old,m,./images/COOKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6061,0,,,,,,,,,,,,,,z,0,0.6061,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,55,55,72,1,NOOSE,C,old,m,./images/NOOSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.588,1,,,,,,,,,,,,,,m,1,0.588,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,56,56,34,1,CANYON,HB,old,m,./images/CANYONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.8994,1,,,,,,,,,,,,,,z,1,0.8994,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,57,57,121,1,CEERS,HB,old,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6845,1,,,,,,,,,,,,,,z,1,0.6845,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,58,58,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5591,0,,,,,,,,,,,,,,m,0,0.5591,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,59,59,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.639,1,,,,,,,,,,,,,,m,1,0.639,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,60,60,55,1,MUFFIN,HB,old,m,./images/MUFFINHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4996,1,,,,,,,,,,,,,,z,1,0.4996,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,61,61,135,1,JOODY,C,old,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4853,1,,,,,,,,,,,,,,z,1,0.4853,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,62,62,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5443,1,,,,,,,,,,,,,,z,1,0.5443,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,63,63,155,1,CANGY,LB,old,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.3936,0,,,,,,,,,,,,,,z,0,0.3936,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,64,64,16,1,PENCE,HB,old,m,./images/PENCEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.8794,1,,,,,,,,,,,,,,z,1,0.8794,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,65,65,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5466,1,,,,,,,,,,,,,,z,1,0.5466,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,66,66,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5074,1,,,,,,,,,,,,,,m,1,0.5074,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,67,67,29,1,CRUMB,LB,old,m,./images/CRUMBLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6852,1,,,,,,,,,,,,,,z,1,0.6852,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,68,68,129,1,PRANS,C,old,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5598,1,,,,,,,,,,,,,,m,1,0.5598,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,69,69,56,1,PACKET,LB,old,m,./images/PACKETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6397,1,,,,,,,,,,,,,,m,1,0.6397,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,70,70,78,1,LITTER,C,old,m,./images/LITTER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6284,1,,,,,,,,,,,,,,m,1,0.6284,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,71,71,15,1,GREASE,C,old,m,./images/GREASE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5615,1,,,,,,,,,,,,,,m,1,0.5615,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,72,72,13,1,MOTOR,HB,old,m,./images/MOTORHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4974,1,,,,,,,,,,,,,,m,1,0.4974,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,73,73,47,1,BERRY,LB,old,m,./images/BERRYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5162,1,,,,,,,,,,,,,,m,1,0.5162,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,74,74,5,1,PASTA,LB,old,m,./images/PASTALB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.8295,1,,,,,,,,,,,,,,z,1,0.8295,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,75,75,101,1,GLEET,LB,old,z,./images/GLEETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.9865,1,,,,,,,,,,,,,,m,1,0.9865,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,76,76,40,1,SWING,HB,old,m,./images/SWINGHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6662,1,,,,,,,,,,,,,,z,1,0.6662,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,77,77,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5494,1,,,,,,,,,,,,,,z,1,0.5494,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,78,78,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6043,1,,,,,,,,,,,,,,z,1,0.6043,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,79,79,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6581,1,,,,,,,,,,,,,,z,1,0.6581,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,80,80,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5827,1,,,,,,,,,,,,,,z,1,0.5827,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,81,81,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5966,1,,,,,,,,,,,,,,m,1,0.5966,,,,,,,,-0.087962963,0.400925926,0,0,0,,0,82,82,63,1,MIRROR,C,old,m,./images/MIRROR.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.516,1,,,,,,,,,,,,,,m,1,0.516,,,,,,,,0.00462963,-0.387037037,1,0,0,,0,83,83,60,1,TWINS,C,old,m,./images/TWINS.png,,break_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.9498,1,,,,,,,,,,,,,,m,1,0.9498,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,84,84,19,1,DOUGH,HB,old,m,./images/DOUGHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.653,1,,,,,,,,,,,,,,m,1,0.653,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,85,85,11,1,BONNET,LB,old,m,./images/BONNETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5528,1,,,,,,,,,,,,,,z,1,0.5528,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,86,86,137,1,JOOST,LB,old,z,./images/JOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6168,1,,,,,,,,,,,,,,z,1,0.6168,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,87,87,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4782,1,,,,,,,,,,,,,,z,1,0.4782,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,88,88,120,1,RINED,C,old,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5373,1,,,,,,,,,,,,,,z,1,0.5373,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,89,89,95,1,HANTY,LB,old,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5138,1,,,,,,,,,,,,,,z,1,0.5138,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,90,90,111,1,HOSSE,C,old,z,./images/HOSSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4679,1,,,,,,,,,,,,,,z,1,0.4679,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,91,91,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4952,1,,,,,,,,,,,,,,z,1,0.4952,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,92,92,98,1,BAMPS,LB,old,z,./images/BAMPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5938,0,,,,,,,,,,,,,,z,0,0.5938,,,,,,,,0.00462963,-0.387037037,0,0,0,,0,93,93,37,1,BIRTH,HB,old,m,./images/BIRTHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
