key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,key_resp.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5354,1,,,,,,,,,,,,,,,z,1,0.5354,,,,,,,,0.545658287,-0.218487406,0,0,0,,0,38,38,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6745,1,,,,,,,,,,,,,,,z,1,0.6745,,,,,,,,0.545658287,-0.218487406,0,0,0,,0,39,39,89,1,DRIEK,LB,old,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5907,1,,,,,,,,,,,,,,,m,1,0.5907,,,,,,,,0.545658287,-0.218487406,0,0,0,,0,40,40,81,1,DRILL,C,old,m,./images/DRILL.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6017,1,,,,,,,,,,,,,,,z,1,0.6017,,,,,,,,0.645378177,-0.224089715,0,0,0,space,0,41,41,84,1,HAXES,C,old,z,./images/HAXES.png,4.8709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.7513,1,,,,,,,,,,,,,,,z,1,0.7513,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,42,42,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6397,1,,,,,,,,,,,,,,,m,1,0.6397,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,43,43,6,1,STAIN,C,old,m,./images/STAIN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.7274,1,,,,,,,,,,,,,,,m,1,0.7274,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,44,44,31,1,STEAK,HB,old,m,./images/STEAKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.675,1,,,,,,,,,,,,,,,m,1,0.675,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,45,45,26,1,CLOUD,LB,old,m,./images/CLOUDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6498,1,,,,,,,,,,,,,,,z,1,0.6498,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,46,46,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.9641,0,,,,,,,,,,,,,,,z,0,0.9641,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,47,47,61,1,ARTIST,HB,old,m,./images/ARTISTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,1.0066,1,,,,,,,,,,,,,,,z,1,1.0066,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,48,48,145,1,LAMEL,HB,old,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,1.0137,1,,,,,,,,,,,,,,,z,1,1.0137,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,49,49,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5122,1,,,,,,,,,,,,,,,m,1,0.5122,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,50,50,0,1,WALNUT,C,old,m,./images/WALNUT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,1.0537,1,,,,,,,,,,,,,,,m,1,1.0537,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,51,51,83,1,WHISKY,LB,old,m,./images/WHISKYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5457,1,,,,,,,,,,,,,,,m,1,0.5457,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,52,52,68,1,VALLEY,LB,old,m,./images/VALLEYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6407,1,,,,,,,,,,,,,,,m,1,0.6407,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,53,53,52,1,DESERT,HB,old,m,./images/DESERTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.7902,1,,,,,,,,,,,,,,,m,1,0.7902,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,54,54,34,1,RAZOR,HB,old,m,./images/RAZORHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5553,1,,,,,,,,,,,,,,,m,1,0.5553,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,55,55,30,1,SLOPE,C,old,m,./images/SLOPE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.9972,1,,,,,,,,,,,,,,,z,1,0.9972,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,56,56,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.7056,1,,,,,,,,,,,,,,,z,1,0.7056,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,57,57,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.8086,1,,,,,,,,,,,,,,,z,1,0.8086,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,58,58,103,1,FLORT,HB,old,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.8453,0,,,,,,,,,,,,,,,m,0,0.8453,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,59,59,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.9063,1,,,,,,,,,,,,,,,m,1,0.9063,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,60,60,82,1,PEBBLE,HB,old,m,./images/PEBBLEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5656,1,,,,,,,,,,,,,,,z,1,0.5656,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,61,61,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5706,1,,,,,,,,,,,,,,,m,1,0.5706,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,62,62,59,1,BRUSH,LB,old,m,./images/BRUSHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5859,1,,,,,,,,,,,,,,,z,1,0.5859,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,63,63,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,1.5222,0,,,,,,,,,,,,,,,z,0,1.5222,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,64,64,37,1,TIGER,HB,old,m,./images/TIGERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6562,1,,,,,,,,,,,,,,,z,1,0.6562,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,65,65,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5285,1,,,,,,,,,,,,,,,z,1,0.5285,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,66,66,117,1,STEEG,C,old,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.8248,1,,,,,,,,,,,,,,,m,1,0.8248,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,67,67,8,1,CLIFF,LB,old,m,./images/CLIFFLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,1.2366,0,,,,,,,,,,,,,,,z,0,1.2366,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,68,68,76,1,MIDGET,HB,old,m,./images/MIDGETHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5908,1,,,,,,,,,,,,,,,z,1,0.5908,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,69,69,90,1,NEAST,C,old,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5728,1,,,,,,,,,,,,,,,m,1,0.5728,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,70,70,80,1,PLANET,LB,old,m,./images/PLANETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.561,1,,,,,,,,,,,,,,,z,1,0.561,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,71,71,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.7113,1,,,,,,,,,,,,,,,m,1,0.7113,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,72,72,20,1,GRANNY,LB,old,m,./images/GRANNYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.8603,1,,,,,,,,,,,,,,,m,1,0.8603,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,73,73,36,1,BOILER,C,old,m,./images/BOILER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,1.0474,1,,,,,,,,,,,,,,,z,1,1.0474,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,74,74,142,1,PLASK,HB,old,z,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.8621,1,,,,,,,,,,,,,,,m,1,0.8621,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,75,75,13,1,BUNNY,HB,old,m,./images/BUNNYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.7137,1,,,,,,,,,,,,,,,m,1,0.7137,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,76,76,4,1,BOXER,HB,old,m,./images/BOXERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6371,1,,,,,,,,,,,,,,,z,1,0.6371,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,77,77,155,1,CANGY,LB,old,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.8099,1,,,,,,,,,,,,,,,z,1,0.8099,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,78,78,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6328,1,,,,,,,,,,,,,,,z,1,0.6328,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,79,79,164,1,SGREW,LB,old,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.7062,1,,,,,,,,,,,,,,,z,1,0.7062,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,80,80,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5306,1,,,,,,,,,,,,,,,m,1,0.5306,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,81,81,27,1,BUTTER,C,old,m,./images/BUTTER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.7911,1,,,,,,,,,,,,,,,m,1,0.7911,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,82,82,17,1,PARADE,LB,old,m,./images/PARADELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.661,1,,,,,,,,,,,,,,,m,1,0.661,,,,,,,,0.645378177,-0.224089715,0,0,0,space,0,83,83,73,1,GLOVE,HB,old,m,./images/GLOVEHB.png,2.7122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.7662,1,,,,,,,,,,,,,,,z,1,0.7662,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,84,84,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5637,1,,,,,,,,,,,,,,,z,1,0.5637,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,85,85,158,1,EGECT,LB,old,z,./images/EGECTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5736,1,,,,,,,,,,,,,,,m,1,0.5736,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,86,86,18,1,PARCEL,C,old,m,./images/PARCEL.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5694,1,,,,,,,,,,,,,,,z,1,0.5694,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,87,87,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,1.207,1,,,,,,,,,,,,,,,z,1,1.207,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,88,88,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.8312,1,,,,,,,,,,,,,,,z,1,0.8312,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,89,89,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5525,1,,,,,,,,,,,,,,,z,1,0.5525,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,90,90,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.8245,0,,,,,,,,,,,,,,,m,0,0.8245,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,91,91,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5608,1,,,,,,,,,,,,,,,m,1,0.5608,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,92,92,74,1,JUMPER,LB,old,m,./images/JUMPERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,1.1849,1,,,,,,,,,,,,,,,m,1,1.1849,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,93,93,49,1,BISHOP,HB,old,m,./images/BISHOPHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.8947,1,,,,,,,,,,,,,,,z,1,0.8947,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,94,94,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.61,1,,,,,,,,,,,,,,,z,1,0.61,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,95,95,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6024,1,,,,,,,,,,,,,,,z,1,0.6024,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,96,96,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.7203,1,,,,,,,,,,,,,,,m,1,0.7203,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,97,97,41,1,STREAM,LB,old,m,./images/STREAMLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.7279,1,,,,,,,,,,,,,,,m,1,0.7279,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,98,98,35,1,LLAMA,LB,old,m,./images/LLAMALB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,1.2765,1,,,,,,,,,,,,,,,z,1,1.2765,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,99,99,85,1,CHULK,HB,old,z,./images/CHULKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.6416,1,,,,,,,,,,,,,,,m,1,0.6416,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,100,100,29,1,PISTOL,LB,old,m,./images/PISTOLLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,33,2022-02-12_11h46.43.714,lexical_decision_task_DD_L4,2021.2.3,Win32,60.41931001,,,,,,,,,,,0.5983,1,,,,,,,,,,,,,,,z,1,0.5983,,,,,,,,0.645378177,-0.224089715,0,0,0,,0,101,101,120,1,RINED,C,old,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
