key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,instr_done_touch.clicked_name,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.0997,1,,,,,,,,,,,,,,z,1,1.0997,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,34,34,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.0397,1,,,,,,,,,,,,,,m,1,1.0397,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,35,35,56,1,HEATER,LB,old,m,./images/HEATERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.984,1,,,,,,,,,,,,,,m,1,0.984,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,36,36,58,1,CANOE,HB,old,m,./images/CANOEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.1129,1,,,,,,,,,,,,,,z,1,1.1129,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,37,37,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.1749,1,,,,,,,,,,,,,,z,1,1.1749,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,38,38,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.1066,1,,,,,,,,,,,,,,z,1,1.1066,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,39,39,91,1,SHENS,HB,old,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.6895,1,,,,,,,,,,,,,,z,1,1.6895,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,40,40,166,1,SHORY,HB,old,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7244,1,,,,,,,,,,,,,,m,1,0.7244,,,,,,,,-0.710185168,-0.028703712,0,0,0,space,0,41,41,57,1,FERRY,C,old,m,./images/FERRY.png,18.9397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.0667,1,,,,,,,,,,,,,,z,1,1.0667,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,42,42,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7465,1,,,,,,,,,,,,,,m,1,0.7465,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,43,43,0,1,WALNUT,C,old,m,./images/WALNUT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7402,1,,,,,,,,,,,,,,m,1,0.7402,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,44,44,21,1,DANCER,C,old,m,./images/DANCER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.6698,1,,,,,,,,,,,,,,z,1,0.6698,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,45,45,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7929,1,,,,,,,,,,,,,,m,1,0.7929,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,46,46,31,1,STEAK,HB,old,m,./images/STEAKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.1232,1,,,,,,,,,,,,,,z,1,1.1232,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,47,47,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.792,1,,,,,,,,,,,,,,m,1,0.792,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,48,48,29,1,PISTOL,LB,old,m,./images/PISTOLLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7424,1,,,,,,,,,,,,,,m,1,0.7424,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,49,49,48,1,SHIELD,C,old,m,./images/SHIELD.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.621,1,,,,,,,,,,,,,,m,1,0.621,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,50,50,66,1,STATUE,C,old,m,./images/STATUE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.829,1,,,,,,,,,,,,,,z,1,0.829,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,51,51,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.18,1,,,,,,,,,,,,,,z,1,1.18,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,52,52,121,1,CEERS,HB,old,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.0226,1,,,,,,,,,,,,,,m,1,1.0226,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,53,53,35,1,LLAMA,LB,old,m,./images/LLAMALB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.817,1,,,,,,,,,,,,,,m,1,0.817,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,54,54,43,1,STOOL,HB,old,m,./images/STOOLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.8299,1,,,,,,,,,,,,,,z,1,0.8299,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,55,55,145,1,LAMEL,HB,old,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.9217,1,,,,,,,,,,,,,,m,1,0.9217,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,56,56,46,1,MUMMY,HB,old,m,./images/MUMMYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7998,1,,,,,,,,,,,,,,m,1,0.7998,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,57,57,74,1,JUMPER,LB,old,m,./images/JUMPERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7363,1,,,,,,,,,,,,,,m,1,0.7363,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,58,58,3,1,CRATER,C,old,m,./images/CRATER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.8624,1,,,,,,,,,,,,,,z,1,0.8624,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,59,59,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.8702,1,,,,,,,,,,,,,,z,1,0.8702,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,60,60,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7094,1,,,,,,,,,,,,,,m,1,0.7094,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,61,61,24,1,FLESH,C,old,m,./images/FLESH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.693,1,,,,,,,,,,,,,,m,1,0.693,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,62,62,71,1,BUBBLE,LB,old,m,./images/BUBBLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.6752,1,,,,,,,,,,,,,,m,1,0.6752,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,63,63,23,1,CLOTH,LB,old,m,./images/CLOTHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7014,1,,,,,,,,,,,,,,m,1,0.7014,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,64,64,33,1,SAUNA,C,old,m,./images/SAUNA.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.0086,1,,,,,,,,,,,,,,z,1,1.0086,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,65,65,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.5844,1,,,,,,,,,,,,,,z,1,0.5844,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,66,66,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.8417,1,,,,,,,,,,,,,,z,1,0.8417,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,67,67,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.8773,1,,,,,,,,,,,,,,z,1,0.8773,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,68,68,142,1,PLASK,HB,old,z,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.8013,1,,,,,,,,,,,,,,z,1,0.8013,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,69,69,90,1,NEAST,C,old,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.8314,1,,,,,,,,,,,,,,m,1,0.8314,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,70,70,76,1,MIDGET,HB,old,m,./images/MIDGETHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.9171,1,,,,,,,,,,,,,,m,1,0.9171,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,71,71,82,1,PEBBLE,HB,old,m,./images/PEBBLEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.9792,1,,,,,,,,,,,,,,m,1,0.9792,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,72,72,49,1,BISHOP,HB,old,m,./images/BISHOPHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.9563,1,,,,,,,,,,,,,,z,1,0.9563,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,73,73,134,1,TROSS,LB,old,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.8305,1,,,,,,,,,,,,,,m,1,0.8305,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,74,74,40,1,SNAKE,HB,old,m,./images/SNAKEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.8683,1,,,,,,,,,,,,,,z,1,0.8683,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,75,75,110,1,CRUNK,LB,old,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.8757,1,,,,,,,,,,,,,,z,1,0.8757,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,76,76,84,1,HAXES,C,old,z,./images/HAXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.818,1,,,,,,,,,,,,,,m,1,0.818,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,77,77,32,1,HOCKEY,LB,old,m,./images/HOCKEYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.591,1,,,,,,,,,,,,,,m,1,0.591,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,78,78,69,1,ARROW,C,old,m,./images/ARROW.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.5366,1,,,,,,,,,,,,,,m,1,0.5366,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,79,79,39,1,CANDY,C,old,m,./images/CANDY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7572,1,,,,,,,,,,,,,,m,1,0.7572,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,80,80,55,1,ALLEY,HB,old,m,./images/ALLEYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.9332,1,,,,,,,,,,,,,,z,1,0.9332,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,81,81,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.5946,1,,,,,,,,,,,,,,z,1,0.5946,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,82,82,101,1,GLEET,LB,old,z,./images/GLEETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.801,1,,,,,,,,,,,,,,m,1,0.801,,,,,,,,-0.710185168,-0.028703712,0,0,0,space,0,83,83,7,1,WAGON,HB,old,m,./images/WAGONHB.png,48.0098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7349,1,,,,,,,,,,,,,,m,1,0.7349,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,84,84,4,1,BOXER,HB,old,m,./images/BOXERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.3501,1,,,,,,,,,,,,,,z,1,1.3501,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,85,85,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.9191,1,,,,,,,,,,,,,,z,1,0.9191,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,86,86,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.2087,1,,,,,,,,,,,,,,z,1,1.2087,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,87,87,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,1.2312,1,,,,,,,,,,,,,,z,1,1.2312,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,88,88,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.8145,1,,,,,,,,,,,,,,m,1,0.8145,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,89,89,67,1,POKER,HB,old,m,./images/POKERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7692,1,,,,,,,,,,,,,,m,1,0.7692,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,90,90,70,1,BANANA,HB,old,m,./images/BANANAHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.7299,1,,,,,,,,,,,,,,m,1,0.7299,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,91,91,1,1,TOWEL,HB,old,m,./images/TOWELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d0dd940312297000137d2a7,64,2022-02-12_17h54.10.811,lexical_decision_task_DD_L4,2021.2.3,Win32,59.3824228,,,,,,,,,,,,0.9044,1,,,,,,,,,,,,,,z,1,0.9044,,,,,,,,-0.710185168,-0.028703712,0,0,0,,0,92,92,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
