key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,key_resp.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,key_resp_3.rt
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.6147,1,,,,,,,,,,,,,,,m,1,0.6147,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,34,34,57,1,MOOSE,C,old,m,./images/MOOSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.1145,1,,,,,,,,,,,,,,,z,1,1.1145,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,35,35,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.6523,1,,,,,,,,,,,,,,,z,1,1.6523,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,36,36,166,1,SHORY,HB,old,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.7367,1,,,,,,,,,,,,,,,m,1,0.7367,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,37,37,29,1,CRUMB,LB,old,m,./images/CRUMBLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.7347,1,,,,,,,,,,,,,,,m,1,0.7347,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,38,38,20,1,CRADLE,LB,old,m,./images/CRADLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.0775,1,,,,,,,,,,,,,,,z,1,1.0775,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,39,39,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.88,1,,,,,,,,,,,,,,,m,1,0.88,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,40,40,54,1,TRIPOD,C,old,m,./images/TRIPOD.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.2793,1,,,,,,,,,,,,,,,z,1,1.2793,,,,,,,,0.887962963,-0.268518519,0,0,0,space,0,41,41,145,1,LAMEL,HB,old,z,./images/LAMELHB.png,25.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.687,1,,,,,,,,,,,,,,,z,1,1.687,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,42,42,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.5289,1,,,,,,,,,,,,,,,m,1,0.5289,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,43,43,66,1,SWEAT,C,old,m,./images/SWEAT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.7191,1,,,,,,,,,,,,,,,z,1,0.7191,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,44,44,95,1,HANTY,LB,old,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.5097,1,,,,,,,,,,,,,,,m,1,0.5097,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,45,45,0,1,TOMATO,C,old,m,./images/TOMATO.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.6676,1,,,,,,,,,,,,,,,m,1,0.6676,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,46,46,11,1,BONNET,LB,old,m,./images/BONNETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.6683,1,,,,,,,,,,,,,,,m,1,0.6683,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,47,47,39,1,SHELF,C,old,m,./images/SHELF.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.7277,1,,,,,,,,,,,,,,,z,1,0.7277,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,48,48,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.719,1,,,,,,,,,,,,,,,m,1,0.719,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,49,49,42,1,FOLDER,C,old,m,./images/FOLDER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.7734,1,,,,,,,,,,,,,,,m,1,0.7734,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,50,50,68,1,TORCH,LB,old,m,./images/TORCHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.5289,1,,,,,,,,,,,,,,,z,1,1.5289,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,51,51,118,1,BAVEL,HB,old,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.774,1,,,,,,,,,,,,,,,m,1,0.774,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,52,52,38,1,LADDER,LB,old,m,./images/LADDERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.742,1,,,,,,,,,,,,,,,m,1,0.742,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,53,53,60,1,TWINS,C,old,m,./images/TWINS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.9263,0,,,,,,,,,,,,,,,m,0,1.9263,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,54,54,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.6395,1,,,,,,,,,,,,,,,m,1,0.6395,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,55,55,41,1,STRING,LB,old,m,./images/STRINGLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.5329,1,,,,,,,,,,,,,,,m,1,0.5329,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,56,56,51,1,ONION,C,old,m,./images/ONION.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.8285,1,,,,,,,,,,,,,,,m,1,0.8285,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,57,57,25,1,WRIST,HB,old,m,./images/WRISTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.1157,1,,,,,,,,,,,,,,,m,1,1.1157,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,58,58,55,1,MUFFIN,HB,old,m,./images/MUFFINHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.803,1,,,,,,,,,,,,,,,z,1,0.803,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,59,59,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.8512,1,,,,,,,,,,,,,,,z,1,0.8512,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,60,60,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.9242,1,,,,,,,,,,,,,,,z,1,0.9242,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,61,61,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.536,1,,,,,,,,,,,,,,,z,1,1.536,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,62,62,154,1,THINT,HB,old,z,./images/THINTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.5118,1,,,,,,,,,,,,,,,m,1,1.5118,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,63,63,52,1,BANNER,HB,old,m,./images/BANNERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.8339,1,,,,,,,,,,,,,,,m,1,0.8339,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,64,64,59,1,BURIAL,LB,old,m,./images/BURIALLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.9463,1,,,,,,,,,,,,,,,m,1,0.9463,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,65,65,70,1,URINE,HB,old,m,./images/URINEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.6387,1,,,,,,,,,,,,,,,m,1,1.6387,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,66,66,43,1,MOSQUE,HB,old,m,./images/MOSQUEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.8296,1,,,,,,,,,,,,,,,m,1,0.8296,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,67,67,13,1,MOTOR,HB,old,m,./images/MOTORHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.5927,1,,,,,,,,,,,,,,,z,1,1.5927,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,68,68,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.1739,1,,,,,,,,,,,,,,,m,1,1.1739,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,69,69,18,1,JAGUAR,C,old,m,./images/JAGUAR.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.3451,1,,,,,,,,,,,,,,,z,1,1.3451,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,70,70,85,1,CHULK,HB,old,z,./images/CHULKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.8747,1,,,,,,,,,,,,,,,z,1,0.8747,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,71,71,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.7743,1,,,,,,,,,,,,,,,z,1,0.7743,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,72,72,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.0068,1,,,,,,,,,,,,,,,m,1,1.0068,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,73,73,36,1,THROAT,C,old,m,./images/THROAT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.7783,1,,,,,,,,,,,,,,,z,1,0.7783,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,74,74,134,1,TROSS,LB,old,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.55,1,,,,,,,,,,,,,,,m,1,0.55,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,75,75,26,1,SMOKER,LB,old,m,./images/SMOKERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.612,1,,,,,,,,,,,,,,,m,1,0.612,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,76,76,62,1,PURSE,LB,old,m,./images/PURSELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.6499,1,,,,,,,,,,,,,,,m,1,0.6499,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,77,77,30,1,STORM,C,old,m,./images/STORM.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.8707,1,,,,,,,,,,,,,,,m,1,0.8707,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,78,78,56,1,PACKET,LB,old,m,./images/PACKETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.1482,1,,,,,,,,,,,,,,,z,1,1.1482,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,79,79,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.0046,1,,,,,,,,,,,,,,,m,1,1.0046,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,80,80,77,1,COUCH,LB,old,m,./images/COUCHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.8494,1,,,,,,,,,,,,,,,z,1,0.8494,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,81,81,84,1,HAXES,C,old,z,./images/HAXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.0318,1,,,,,,,,,,,,,,,z,1,1.0318,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,82,82,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.7849,1,,,,,,,,,,,,,,,z,1,1.7849,,,,,,,,0.887962963,-0.268518519,0,0,0,space,0,83,83,127,1,NINDY,HB,old,z,./images/NINDYHB.png,1.5157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.7257,1,,,,,,,,,,,,,,,z,1,0.7257,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,84,84,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.5716,1,,,,,,,,,,,,,,,m,1,0.5716,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,85,85,83,1,JUNGLE,LB,old,m,./images/JUNGLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.7267,1,,,,,,,,,,,,,,,z,1,0.7267,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,86,86,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.7571,1,,,,,,,,,,,,,,,m,1,0.7571,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,87,87,27,1,ATTIC,C,old,m,./images/ATTIC.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.6369,1,,,,,,,,,,,,,,,m,1,0.6369,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,88,88,23,1,WALRUS,LB,old,m,./images/WALRUSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.1369,1,,,,,,,,,,,,,,,m,1,1.1369,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,89,89,10,1,BELLY,HB,old,m,./images/BELLYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,1.4463,1,,,,,,,,,,,,,,,z,1,1.4463,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,90,90,103,1,FLORT,HB,old,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.9523,1,,,,,,,,,,,,,,,z,1,0.9523,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,91,91,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.6536,1,,,,,,,,,,,,,,,m,1,0.6536,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,92,92,15,1,GREASE,C,old,m,./images/GREASE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5da4152a3ab39a0011295a3e,1,2022-02-12_14h51.36.613,lexical_decision_task_DD,2021.2.3,Win32,60.12144532,,,,,,,,,,,0.7645,1,,,,,,,,,,,,,,,z,1,0.7645,,,,,,,,0.887962963,-0.268518519,0,0,0,,0,93,93,135,1,JOODY,C,old,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
