key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.5047,1,,,,,,,,,,,,,,z,1,1.5047,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,34,34,91,1,SHENS,HB,old,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.1778,1,,,,,,,,,,,,,,m,1,1.1778,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,35,35,55,1,MUFFIN,HB,old,m,./images/MUFFINHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.8698,1,,,,,,,,,,,,,,m,1,0.8698,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,36,36,25,1,WRIST,HB,old,m,./images/WRISTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.0901,0,,,,,,,,,,,,,,z,0,1.0901,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,37,37,69,1,COOKER,C,old,m,./images/COOKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.7221,1,,,,,,,,,,,,,,m,1,0.7221,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,38,38,24,1,SCREW,C,old,m,./images/SCREW.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.2881,1,,,,,,,,,,,,,,z,1,1.2881,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,39,39,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.1493,1,,,,,,,,,,,,,,m,1,1.1493,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,40,40,34,1,CANYON,HB,old,m,./images/CANYONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5308,1,,,,,,,,,,,,,,m,1,0.5308,,,,,,,,0.888020833,-0.313802083,0,0,0,space,0,41,41,6,1,SQUARE,C,old,m,./images/SQUARE.png,10.9181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.5081,1,,,,,,,,,,,,,,z,1,1.5081,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,42,42,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.846,1,,,,,,,,,,,,,,m,1,0.846,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,43,43,49,1,DRUMS,HB,old,m,./images/DRUMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.7952,1,,,,,,,,,,,,,,z,1,0.7952,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,44,44,120,1,RINED,C,old,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.126,1,,,,,,,,,,,,,,z,1,1.126,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,45,45,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.728,1,,,,,,,,,,,,,,z,1,0.728,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,46,46,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.6055,1,,,,,,,,,,,,,,z,1,1.6055,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,47,47,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6143,1,,,,,,,,,,,,,,m,1,0.6143,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,48,48,8,1,TULIP,LB,old,m,./images/TULIPLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.9754,1,,,,,,,,,,,,,,z,1,0.9754,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,49,49,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.8278,1,,,,,,,,,,,,,,z,1,0.8278,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,50,50,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,2.1926,1,,,,,,,,,,,,,,z,1,2.1926,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,51,51,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.6862,0,,,,,,,,,,,,,,m,0,1.6862,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,52,52,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,2.3994,1,,,,,,,,,,,,,,z,1,2.3994,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,53,53,166,1,SHORY,HB,old,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.8228,1,,,,,,,,,,,,,,z,1,0.8228,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,54,54,117,1,STEEG,C,old,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.6631,1,,,,,,,,,,,,,,z,1,1.6631,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,55,55,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.9554,1,,,,,,,,,,,,,,z,1,1.9554,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,56,56,101,1,GLEET,LB,old,z,./images/GLEETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.412,1,,,,,,,,,,,,,,z,1,1.412,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,57,57,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.8927,1,,,,,,,,,,,,,,m,1,0.8927,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,58,58,76,1,INFANT,HB,old,m,./images/INFANTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5949,1,,,,,,,,,,,,,,m,1,0.5949,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,59,59,41,1,STRING,LB,old,m,./images/STRINGLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.573,1,,,,,,,,,,,,,,m,1,0.573,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,60,60,65,1,FARMER,LB,old,m,./images/FARMERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5583,1,,,,,,,,,,,,,,m,1,0.5583,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,61,61,57,1,MOOSE,C,old,m,./images/MOOSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5945,1,,,,,,,,,,,,,,m,1,0.5945,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,62,62,32,1,BARREL,LB,old,m,./images/BARRELLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.4836,1,,,,,,,,,,,,,,z,1,1.4836,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,63,63,158,1,EGECT,LB,old,z,./images/EGECTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.9894,1,,,,,,,,,,,,,,z,1,0.9894,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,64,64,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.6539,1,,,,,,,,,,,,,,m,1,1.6539,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,65,65,43,1,MOSQUE,HB,old,m,./images/MOSQUEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.969,1,,,,,,,,,,,,,,z,1,0.969,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,66,66,103,1,FLORT,HB,old,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.809,1,,,,,,,,,,,,,,z,1,0.809,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,67,67,111,1,HOSSE,C,old,z,./images/HOSSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.8602,1,,,,,,,,,,,,,,z,1,0.8602,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,68,68,90,1,NEAST,C,old,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.3446,0,,,,,,,,,,,,,,m,0,1.3446,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,69,69,129,1,PRANS,C,old,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,2.5096,1,,,,,,,,,,,,,,z,1,2.5096,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,70,70,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6137,1,,,,,,,,,,,,,,m,1,0.6137,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,71,71,62,1,PURSE,LB,old,m,./images/PURSELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6401,1,,,,,,,,,,,,,,m,1,0.6401,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,72,72,20,1,CRADLE,LB,old,m,./images/CRADLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.1182,1,,,,,,,,,,,,,,z,1,1.1182,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,73,73,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6263,1,,,,,,,,,,,,,,m,1,0.6263,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,74,74,68,1,TORCH,LB,old,m,./images/TORCHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.2288,1,,,,,,,,,,,,,,z,1,1.2288,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,75,75,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.7042,0,,,,,,,,,,,,,,m,0,1.7042,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,76,76,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.8608,1,,,,,,,,,,,,,,z,1,0.8608,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,77,77,98,1,BAMPS,LB,old,z,./images/BAMPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5778,1,,,,,,,,,,,,,,m,1,0.5778,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,78,78,77,1,COUCH,LB,old,m,./images/COUCHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.604,1,,,,,,,,,,,,,,m,1,0.604,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,79,79,12,1,SHORE,C,old,m,./images/SHORE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.9789,1,,,,,,,,,,,,,,z,1,0.9789,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,80,80,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5903,1,,,,,,,,,,,,,,m,1,0.5903,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,81,81,48,1,SPORT,C,old,m,./images/SPORT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.7586,1,,,,,,,,,,,,,,z,1,0.7586,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,82,82,84,1,HAXES,C,old,z,./images/HAXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5872,1,,,,,,,,,,,,,,m,1,0.5872,,,,,,,,0.888020833,-0.313802083,0,0,0,space,0,83,83,71,1,PIMPLE,LB,old,m,./images/PIMPLELB.png,2.6152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.8057,1,,,,,,,,,,,,,,m,1,0.8057,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,84,84,37,1,BIRTH,HB,old,m,./images/BIRTHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6668,1,,,,,,,,,,,,,,z,1,0.6668,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,85,85,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.9663,1,,,,,,,,,,,,,,m,1,0.9663,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,86,86,52,1,BANNER,HB,old,m,./images/BANNERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.1782,1,,,,,,,,,,,,,,m,1,1.1782,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,87,87,58,1,BABOON,HB,old,m,./images/BABOONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5853,1,,,,,,,,,,,,,,m,1,0.5853,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,88,88,30,1,STORM,C,old,m,./images/STORM.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.8583,1,,,,,,,,,,,,,,m,1,0.8583,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,89,89,50,1,MALLET,LB,old,m,./images/MALLETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.9402,1,,,,,,,,,,,,,,z,1,0.9402,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,90,90,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6926,1,,,,,,,,,,,,,,m,1,0.6926,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,91,91,7,1,PAINT,HB,old,m,./images/PAINTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6595,1,,,,,,,,,,,,,,m,1,0.6595,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,92,92,75,1,GRAIN,C,old,m,./images/GRAIN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8ec999bb6a3c00014acf5f,53,2022-02-12_14h57.06.875,lexical_decision_task_DD,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6941,1,,,,,,,,,,,,,,z,1,0.6941,,,,,,,,0.888020833,-0.313802083,0,0,0,,0,93,93,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
