key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp.rt,key_resp_3.keys,key_resp_3.corr,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.568599999,1,,,,,,,,,,,,,,,0,0.325520833,-0.251302083,1,0,0,0.568599999,button_right_main,0.325520833,-0.251302083,1,0,0,,0,31,31,75,1,HAMMER,LB,m,m,./images/HAMMERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.5823,1,,,,,,,,,,,,,,,0,-0.265625,-0.2265625,1,0,0,0.5823,button_left_main,-0.265625,-0.2265625,1,0,0,,0,32,32,135,1,JOODY,C,z,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.715,1,,,,,,,,,,,,,,,0,-0.28515625,-0.26171875,1,0,0,0.715,button_left_main,-0.28515625,-0.26171875,1,0,0,,0,33,33,151,1,TINKY,HB,z,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.4849,1,,,,,,,,,,,,,,,0,0.2109375,-0.256510417,1,0,0,0.4849,button_right_main,0.2109375,-0.256510417,1,0,0,,0,34,34,40,1,SNAKE,C,m,m,./images/SNAKE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.783599999,1,,,,,,,,,,,,,,,0,-0.240885417,-0.2734375,1,0,0,0.783599999,button_left_main,-0.240885417,-0.2734375,1,0,0,,0,35,35,161,1,BLAPS,LB,z,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.6421,1,,,,,,,,,,,,,,,0,-0.322916667,-0.274739583,1,0,0,0.6421,button_left_main,-0.322916667,-0.274739583,1,0,0,,0,36,36,147,1,ZOLES,C,z,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.7196,1,,,,,,,,,,,,,,,0,-0.1953125,-0.223958333,1,0,0,0.7196,button_left_main,-0.41015625,-0.296875,1,0,0,,0,37,37,101,1,GLEET,LB,z,z,./images/GLEETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.759900001,1,,,,,,,,,,,,,,,0,-0.32421875,-0.2578125,1,0,0,0.759900001,button_left_main,-0.32421875,-0.2578125,1,0,0,,0,38,38,110,1,CRUNK,LB,z,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.743599999,1,,,,,,,,,,,,,,,0,0.247395833,-0.23828125,1,0,0,0.743599999,button_right_main,0.247395833,-0.23828125,1,0,0,,0,39,39,42,1,CHAIN,LB,m,m,./images/CHAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.6188,1,,,,,,,,,,,,,,,0,0.223958333,-0.248697917,1,0,0,0.6188,button_right_main,0.223958333,-0.248697917,1,0,0,,0,40,40,37,1,TIGER,C,m,m,./images/TIGER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.7318,1,,,,,,,,,,,,,,,0,-0.283854167,-0.266927083,1,0,0,0.7318,button_left_main,0.01953125,-0.377604167,1,0,0,,0,41,41,140,1,DOVET,LB,z,z,./images/DOVETLB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.6295,1,,,,,,,,,,,,,,,0,0.26171875,-0.248697917,1,0,0,0.6295,button_right_main,0.26171875,-0.248697917,1,0,0,,0,42,42,18,1,PARCEL,LB,m,m,./images/PARCELLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.595,1,,,,,,,,,,,,,,,0,-0.29296875,-0.299479167,1,0,0,0.595,button_left_main,-0.29296875,-0.299479167,1,0,0,,0,43,43,116,1,BALGY,LB,z,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.6828,1,,,,,,,,,,,,,,,0,-0.23828125,-0.294270833,1,0,0,0.6828,button_left_main,-0.23828125,-0.294270833,1,0,0,,0,44,44,150,1,NOOLS,C,z,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.7476,0,,,,,,,,,,,,,,,0,-0.25,-0.299479167,1,0,0,0.7476,button_left_main,-0.25,-0.299479167,1,0,0,,0,45,45,20,1,GRANNY,HB,m,m,./images/GRANNYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.5817,1,,,,,,,,,,,,,,,0,0.360677083,-0.30078125,1,0,0,0.5817,button_right_main,0.360677083,-0.30078125,1,0,0,,0,46,46,45,1,MONKEY,LB,m,m,./images/MONKEYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.7814,1,,,,,,,,,,,,,,,0,-0.346354167,-0.30078125,1,0,0,0.7814,button_left_main,-0.346354167,-0.30078125,1,0,0,,0,47,47,91,1,SHENS,HB,z,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.5972,1,,,,,,,,,,,,,,,0,-0.205729167,-0.3046875,1,0,0,0.5972,button_left_main,-0.205729167,-0.3046875,1,0,0,,0,48,48,108,1,GRUET,C,z,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.6167,1,,,,,,,,,,,,,,,0,-0.290364583,-0.3046875,1,0,0,0.6167,button_left_main,-0.290364583,-0.3046875,1,0,0,,0,49,49,167,1,ZONET,LB,z,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.984099999,1,,,,,,,,,,,,,,,0,-0.298177083,-0.295572917,1,0,0,0.984099999,button_left_main,-0.298177083,-0.295572917,1,0,0,,0,50,50,112,1,MYING,HB,z,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.6672,1,,,,,,,,,,,,,,,0,-0.40625,-0.286458333,1,0,0,0.6672,button_left_main,-0.40625,-0.286458333,1,0,0,,0,51,51,120,1,RINED,C,z,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.57,1,,,,,,,,,,,,,,,0,0.326822917,-0.23046875,1,0,0,0.57,button_right_main,0.326822917,-0.23046875,1,0,0,,0,52,52,10,1,GARDEN,C,m,m,./images/GARDEN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.5821,1,,,,,,,,,,,,,,,0,0.208333333,-0.233072917,1,0,0,0.5821,button_right_main,0.208333333,-0.233072917,1,0,0,,0,53,53,28,1,CASINO,C,m,m,./images/CASINO.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.5302,1,,,,,,,,,,,,,,,0,0.31640625,-0.260416667,1,0,0,0.5302,button_right_main,0.31640625,-0.260416667,1,0,0,,0,54,54,22,1,CLOWN,C,m,m,./images/CLOWN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.596,1,,,,,,,,,,,,,,,0,0.334635417,-0.274739583,1,0,0,0.596,button_right_main,0.334635417,-0.274739583,1,0,0,,0,55,55,60,1,CURRY,LB,m,m,./images/CURRYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.587,1,,,,,,,,,,,,,,,0,-0.203125,-0.278645833,1,0,0,0.587,button_left_main,-0.203125,-0.278645833,1,0,0,,0,56,56,144,1,NAIRY,C,z,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.7332,1,,,,,,,,,,,,,,,0,-0.252604167,-0.278645833,1,0,0,0.7332,button_left_main,-0.252604167,-0.278645833,1,0,0,,0,57,57,121,1,CEERS,HB,z,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.6866,1,,,,,,,,,,,,,,,0,-0.30859375,-0.256510417,1,0,0,0.6866,button_left_main,-0.30859375,-0.256510417,1,0,0,,0,58,58,89,1,DRIEK,LB,z,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.5975,1,,,,,,,,,,,,,,,0,0.354166667,-0.287760417,1,0,0,0.5975,button_right_main,0.354166667,-0.287760417,1,0,0,,0,59,59,27,1,BUTTER,LB,m,m,./images/BUTTERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,1.0029,1,,,,,,,,,,,,,,,0,0.287760417,-0.27734375,1,0,0,1.0029,button_right_main,0.287760417,-0.27734375,1,0,0,,0,60,60,32,1,HOCKEY,HB,m,m,./images/HOCKEYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.7674,1,,,,,,,,,,,,,,,0,0.282552083,-0.30078125,1,0,0,0.7674,button_right_main,0.282552083,-0.30078125,1,0,0,,0,61,61,68,1,VALLEY,HB,m,m,./images/VALLEYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.821799999,1,,,,,,,,,,,,,,,0,0.328125,-0.307291667,1,0,0,0.821799999,button_right_main,0.328125,-0.307291667,1,0,0,,0,62,62,62,1,MAMMAL,HB,m,m,./images/MAMMALHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.5972,1,,,,,,,,,,,,,,,0,0.220052083,-0.290364583,1,0,0,0.5972,button_right_main,0.220052083,-0.290364583,1,0,0,,0,63,63,58,1,CANOE,C,m,m,./images/CANOE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.881700001,1,,,,,,,,,,,,,,,0,-0.391927083,-0.279947917,1,0,0,0.881700001,button_left_main,-0.391927083,-0.279947917,1,0,0,,0,64,64,107,1,FASKS,LB,z,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.730799999,1,,,,,,,,,,,,,,,0,-0.354166667,-0.28515625,1,0,0,0.730799999,button_left_main,-0.354166667,-0.28515625,1,0,0,,0,65,65,148,1,JOMS,HB,z,z,./images/JOMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.732,1,,,,,,,,,,,,,,,0,0.268229167,-0.313802083,1,0,0,0.732,button_right_main,0.268229167,-0.313802083,1,0,0,,0,66,66,31,1,STEAK,C,m,m,./images/STEAK.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.6009,1,,,,,,,,,,,,,,,0,0.376302083,-0.317708333,1,0,0,0.6009,button_right_main,0.376302083,-0.317708333,1,0,0,,0,67,67,13,1,BUNNY,C,m,m,./images/BUNNY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.8003,1,,,,,,,,,,,,,,,0,-0.276041667,-0.294270833,1,0,0,0.8003,button_left_main,-0.276041667,-0.294270833,1,0,0,,0,68,68,153,1,CLUPS,C,z,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.643,1,,,,,,,,,,,,,,,0,-0.28125,-0.298177083,1,0,0,0.643,button_left_main,-0.28125,-0.298177083,1,0,0,,0,69,69,129,1,PRANS,C,z,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.6326,1,,,,,,,,,,,,,,,0,-0.34765625,-0.282552083,1,0,0,0.6326,button_left_main,-0.34765625,-0.282552083,1,0,0,,0,70,70,119,1,PAFER,LB,z,z,./images/PAFERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.7497,1,,,,,,,,,,,,,,,0,0.360677083,-0.28125,1,0,0,0.7497,button_right_main,0.360677083,-0.28125,1,0,0,,0,71,71,80,1,PLANET,HB,m,m,./images/PLANETHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.5819,1,,,,,,,,,,,,,,,0,0.235677083,-0.278645833,1,0,0,0.5819,button_right_main,0.235677083,-0.278645833,1,0,0,,0,72,72,66,1,STATUE,LB,m,m,./images/STATUELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.702,1,,,,,,,,,,,,,,,0,0.212239583,-0.274739583,1,0,0,0.702,button_right_main,0.212239583,-0.274739583,1,0,0,,0,73,73,24,1,FLESH,LB,m,m,./images/FLESHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.5046,1,,,,,,,,,,,,,,,0,-0.313802083,-0.272135417,1,0,0,0.5046,button_left_main,-0.313802083,-0.272135417,1,0,0,,0,74,74,156,1,HIXES,C,z,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.6172,1,,,,,,,,,,,,,,,0,0.427083333,-0.274739583,1,0,0,0.6172,button_right_main,0.427083333,-0.274739583,1,0,0,,0,75,75,9,1,DIVER,LB,m,m,./images/DIVERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.704799999,1,,,,,,,,,,,,,,,0,0.313802083,-0.274739583,1,0,0,0.704799999,button_right_main,0.313802083,-0.274739583,1,0,0,,0,76,76,83,1,WHISKY,HB,m,m,./images/WHISKYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.6751,1,,,,,,,,,,,,,,,0,0.282552083,-0.287760417,1,0,0,0.6751,button_right_main,0.282552083,-0.287760417,1,0,0,,0,77,77,71,1,BUBBLE,HB,m,m,./images/BUBBLEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.667,1,,,,,,,,,,,,,,,0,0.279947917,-0.2890625,1,0,0,0.667,button_right_main,0.279947917,-0.2890625,1,0,0,,0,78,78,57,1,FERRY,LB,m,m,./images/FERRYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.5814,1,,,,,,,,,,,,,,,0,0.154947917,-0.287760417,1,0,0,0.5814,button_right_main,0.307291667,-0.29296875,1,0,0,,0,79,79,63,1,BAKER,LB,m,m,./images/BAKERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.6331,1,,,,,,,,,,,,,,,0,-0.251302083,-0.291666667,1,0,0,0.6331,button_left_main,-0.251302083,-0.291666667,1,0,0,,0,80,80,143,1,MONGS,LB,z,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.6825,1,,,,,,,,,,,,,,,0,-0.19921875,-0.291666667,1,0,0,0.6825,button_left_main,-0.388020833,-0.290364583,1,0,0,,0,81,81,131,1,NACES,LB,z,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.683900001,1,,,,,,,,,,,,,,,0,-0.205729167,-0.268229167,1,0,0,0.683900001,button_left_main,-0.205729167,-0.268229167,1,0,0,,0,82,82,133,1,POWDY,HB,z,z,./images/POWDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,1.3995,0,,,,,,,,,,,,,,,0,0.247395833,-0.2578125,1,0,0,1.3995,button_right_main,0.02734375,-0.391927083,1,0,0,,0,83,83,123,1,SEDGE,C,z,z,./images/SEDGE.png,break_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.7867,1,,,,,,,,,,,,,,,0,-0.302083333,-0.268229167,1,0,0,0.7867,button_left_main,-0.302083333,-0.268229167,1,0,0,,0,84,84,160,1,VEETS,HB,z,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5cc8039e3ef93000171c96b8,35,2022-02-12_14h55.17.455,lexical_decision_task_DD_L6,2021.2.3,Win32,60.73120369,,,,,,,,,,0.614,1,,,,,,,,,,,,,,,0,-0.309895833,-0.268229167,1,0,0,0.614,button_left_main,-0.309895833,-0.268229167,1,0,0,,0,85,85,111,1,HOSSE,C,z,z,./images/HOSSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
