key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,key_resp.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,key_resp_3.rt
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.6449,1,,,,,,,,,,,,,,,m,1,0.6449,,,,,,,,-0.067708333,-0.385416667,0,0,0,,0,32,32,37,1,TIGER,LB,old,m,./images/TIGERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,1.1779,1,,,,,,,,,,,,,,,z,1,1.1779,,,,,,,,-0.067708333,-0.385416667,0,0,0,,0,33,33,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,1.295,0,,,,,,,,,,,,,,,m,0,1.295,,,,,,,,-0.067708333,-0.385416667,0,0,0,,0,34,34,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,1.121,1,,,,,,,,,,,,,,,m,1,1.121,,,,,,,,-0.067708333,-0.385416667,0,0,0,,0,35,35,78,1,BROOM,HB,old,m,./images/BROOMHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.8492,1,,,,,,,,,,,,,,,z,1,0.8492,,,,,,,,-0.067708333,-0.385416667,0,0,0,,0,36,36,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.9114,1,,,,,,,,,,,,,,,m,1,0.9114,,,,,,,,-0.067708333,-0.385416667,0,0,0,,0,37,37,21,1,DANCER,HB,old,m,./images/DANCERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,1.4031,1,,,,,,,,,,,,,,,z,1,1.4031,,,,,,,,-0.067708333,-0.385416667,0,0,0,,0,38,38,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,1.1048,1,,,,,,,,,,,,,,,z,1,1.1048,,,,,,,,-0.067708333,-0.385416667,0,0,0,,0,39,39,91,1,SHENS,HB,old,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.6819,1,,,,,,,,,,,,,,,m,1,0.6819,,,,,,,,-0.067708333,-0.385416667,0,0,0,,0,40,40,4,1,BOXER,LB,old,m,./images/BOXERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.6162,1,,,,,,,,,,,,,,,m,1,0.6162,,,,,,,,-0.071614583,-0.385416667,0,0,0,space,0,41,41,31,1,STEAK,LB,old,m,./images/STEAKLB.png,8.3889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.6101,1,,,,,,,,,,,,,,,m,1,0.6101,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,42,42,32,1,HOCKEY,C,old,m,./images/HOCKEY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.6283,1,,,,,,,,,,,,,,,m,1,0.6283,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,43,43,79,1,RULER,LB,old,m,./images/RULERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.9668,1,,,,,,,,,,,,,,,z,1,0.9668,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,44,44,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.9432,1,,,,,,,,,,,,,,,m,1,0.9432,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,45,45,72,1,FLASK,HB,old,m,./images/FLASKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.7963,1,,,,,,,,,,,,,,,z,1,0.7963,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,46,46,98,1,BAMPS,LB,old,z,./images/BAMPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.797,1,,,,,,,,,,,,,,,z,1,0.797,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,47,47,145,1,LAMEL,HB,old,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.8936,1,,,,,,,,,,,,,,,z,1,0.8936,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,48,48,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.6594,1,,,,,,,,,,,,,,,m,1,0.6594,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,49,49,34,1,RAZOR,LB,old,m,./images/RAZORLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.7732,1,,,,,,,,,,,,,,,z,1,0.7732,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,50,50,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.6241,1,,,,,,,,,,,,,,,m,1,0.6241,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,51,51,14,1,FENCE,C,old,m,./images/FENCE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,1.0175,1,,,,,,,,,,,,,,,z,1,1.0175,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,52,52,117,1,STEEG,C,old,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.9931,1,,,,,,,,,,,,,,,z,1,0.9931,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,53,53,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.8212,1,,,,,,,,,,,,,,,m,1,0.8212,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,54,54,3,1,CRATER,HB,old,m,./images/CRATERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.6408,1,,,,,,,,,,,,,,,m,1,0.6408,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,55,55,41,1,STREAM,C,old,m,./images/STREAM.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.7092,1,,,,,,,,,,,,,,,z,1,0.7092,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,56,56,129,1,PRANS,C,old,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.708,1,,,,,,,,,,,,,,,z,1,0.708,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,57,57,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.7322,1,,,,,,,,,,,,,,,z,1,0.7322,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,58,58,90,1,NEAST,C,old,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,1.1513,1,,,,,,,,,,,,,,,z,1,1.1513,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,59,59,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.6862,1,,,,,,,,,,,,,,,m,1,0.6862,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,60,60,20,1,GRANNY,C,old,m,./images/GRANNY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.6986,1,,,,,,,,,,,,,,,m,1,0.6986,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,61,61,82,1,PEBBLE,LB,old,m,./images/PEBBLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,1.2384,1,,,,,,,,,,,,,,,z,1,1.2384,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,62,62,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.6208,1,,,,,,,,,,,,,,,m,1,0.6208,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,63,63,73,1,GLOVE,LB,old,m,./images/GLOVELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.77,1,,,,,,,,,,,,,,,m,1,0.77,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,64,64,47,1,LAGOON,C,old,m,./images/LAGOON.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.8051,1,,,,,,,,,,,,,,,z,1,0.8051,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,65,65,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,1.0627,1,,,,,,,,,,,,,,,z,1,1.0627,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,66,66,95,1,HANTY,LB,old,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.8549,1,,,,,,,,,,,,,,,m,1,0.8549,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,67,67,50,1,PILOT,C,old,m,./images/PILOT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.9761,1,,,,,,,,,,,,,,,z,1,0.9761,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,68,68,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,1.1894,1,,,,,,,,,,,,,,,z,1,1.1894,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,69,69,134,1,TROSS,LB,old,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.7421,1,,,,,,,,,,,,,,,m,1,0.7421,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,70,70,65,1,SPINE,C,old,m,./images/SPINE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,1.0912,1,,,,,,,,,,,,,,,m,1,1.0912,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,71,71,12,1,BLOKE,HB,old,m,./images/BLOKEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.7884,1,,,,,,,,,,,,,,,m,1,0.7884,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,72,72,25,1,CHALK,LB,old,m,./images/CHALKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.7216,1,,,,,,,,,,,,,,,m,1,0.7216,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,73,73,11,1,MEDAL,C,old,m,./images/MEDAL.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,1.0459,1,,,,,,,,,,,,,,,z,1,1.0459,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,74,74,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,1.3799,1,,,,,,,,,,,,,,,m,1,1.3799,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,75,75,6,1,STAIN,HB,old,m,./images/STAINHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.8812,1,,,,,,,,,,,,,,,m,1,0.8812,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,76,76,48,1,SHIELD,HB,old,m,./images/SHIELDHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.7555,1,,,,,,,,,,,,,,,m,1,0.7555,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,77,77,55,1,ALLEY,LB,old,m,./images/ALLEYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.7111,1,,,,,,,,,,,,,,,m,1,0.7111,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,78,78,22,1,CLOWN,LB,old,m,./images/CLOWNLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,1.0451,1,,,,,,,,,,,,,,,z,1,1.0451,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,79,79,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.9903,1,,,,,,,,,,,,,,,m,1,0.9903,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,80,80,42,1,CHAIN,HB,old,m,./images/CHAINHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.9945,1,,,,,,,,,,,,,,,z,1,0.9945,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,81,81,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.8609,1,,,,,,,,,,,,,,,m,1,0.8609,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,82,82,27,1,BUTTER,HB,old,m,./images/BUTTERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.7141,1,,,,,,,,,,,,,,,m,1,0.7141,,,,,,,,-0.071614583,-0.385416667,1,0,0,,0,83,83,67,1,POKER,LB,old,m,./images/POKERLB.png,,break_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.9276,1,,,,,,,,,,,,,,,z,1,0.9276,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,84,84,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,1.2028,1,,,,,,,,,,,,,,,z,1,1.2028,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,85,85,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.6353,1,,,,,,,,,,,,,,,m,1,0.6353,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,86,86,59,1,BRUSH,C,old,m,./images/BRUSH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.8694,1,,,,,,,,,,,,,,,m,1,0.8694,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,87,87,54,1,CHERRY,HB,old,m,./images/CHERRYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,0.8309,1,,,,,,,,,,,,,,,z,1,0.8309,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,88,88,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60ecba072cfc4af3b5f9a7e6,59,2022-02-12_13h30.08.532,lexical_decision_task_DD_L5,2021.2.3,Win32,60.51803437,,,,,,,,,,,1.1258,1,,,,,,,,,,,,,,,m,1,1.1258,,,,,,,,-0.071614583,-0.385416667,0,0,0,,0,89,89,57,1,FERRY,HB,old,m,./images/FERRYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
