key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,response.rt,key_resp.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.9489,1,,,,,,,,,,,,,,,,z,1,0.9489,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,34,34,128,1,GRIFT,LB,z,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.8991,1,,,,,,,,,,,,,,,,z,1,0.8991,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,35,35,139,1,BLEAR,HB,z,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.661,1,,,,,,,,,,,,,,,,z,1,0.661,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,36,36,126,1,GUELS,C,z,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.5993,1,,,,,,,,,,,,,,,,m,1,0.5993,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,37,37,57,1,FERRY,LB,m,m,./images/FERRYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.7043,1,,,,,,,,,,,,,,,,z,1,0.7043,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,38,38,117,1,STEEG,C,z,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.6713,1,,,,,,,,,,,,,,,,z,1,0.6713,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,39,39,167,1,ZONET,LB,z,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.5857,1,,,,,,,,,,,,,,,,z,1,0.5857,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,40,40,161,1,BLAPS,LB,z,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.581,1,,,,,,,,,,,,,,,,z,1,0.581,,,,,,,,0.306481499,-0.319444457,0,0,0,space,0,41,41,147,1,ZOLES,C,z,z,./images/ZOLES.png,15.4597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,1.2333,1,,,,,,,,,,,,,,,,m,1,1.2333,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,42,42,41,1,STREAM,HB,m,m,./images/STREAMHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.6308,1,,,,,,,,,,,,,,,,m,1,0.6308,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,43,43,12,1,BLOKE,LB,m,m,./images/BLOKELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.6556,1,,,,,,,,,,,,,,,,z,1,0.6556,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,44,44,86,1,AIFED,LB,z,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.8076,1,,,,,,,,,,,,,,,,z,1,0.8076,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,45,45,121,1,CEERS,HB,z,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.4928,1,,,,,,,,,,,,,,,,m,1,0.4928,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,46,46,40,1,SNAKE,C,m,m,./images/SNAKE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.5648,1,,,,,,,,,,,,,,,,z,1,0.5648,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,47,47,165,1,TROWN,C,z,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.5994,1,,,,,,,,,,,,,,,,z,1,0.5994,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,48,48,138,1,PLICE,C,z,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.634,1,,,,,,,,,,,,,,,,z,1,0.634,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,49,49,98,1,BAMPS,LB,z,z,./images/BAMPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.7892,1,,,,,,,,,,,,,,,,z,1,0.7892,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,50,50,104,1,GITTY,LB,z,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.9669,1,,,,,,,,,,,,,,,,z,1,0.9669,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,51,51,133,1,POWDY,HB,z,z,./images/POWDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.5124,1,,,,,,,,,,,,,,,,m,1,0.5124,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,52,52,52,1,DESERT,C,m,m,./images/DESERT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.6481,1,,,,,,,,,,,,,,,,m,1,0.6481,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,53,53,34,1,RAZOR,C,m,m,./images/RAZOR.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.5295,1,,,,,,,,,,,,,,,,z,1,0.5295,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,54,54,135,1,JOODY,C,z,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.7598,1,,,,,,,,,,,,,,,,z,1,0.7598,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,55,55,145,1,LAMEL,HB,z,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,1.3483,1,,,,,,,,,,,,,,,,m,1,1.3483,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,56,56,20,1,GRANNY,HB,m,m,./images/GRANNYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.567,1,,,,,,,,,,,,,,,,m,1,0.567,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,57,57,67,1,POKER,C,m,m,./images/POKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,1.0544,1,,,,,,,,,,,,,,,,m,1,1.0544,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,58,58,8,1,CLIFF,HB,m,m,./images/CLIFFHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.9966,1,,,,,,,,,,,,,,,,m,1,0.9966,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,59,59,71,1,BUBBLE,HB,m,m,./images/BUBBLEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.6378,1,,,,,,,,,,,,,,,,z,1,0.6378,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,60,60,123,1,SEDGE,C,z,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.7716,1,,,,,,,,,,,,,,,,m,1,0.7716,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,61,61,32,1,HOCKEY,HB,m,m,./images/HOCKEYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.9339,1,,,,,,,,,,,,,,,,m,1,0.9339,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,62,62,50,1,PILOT,HB,m,m,./images/PILOTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.8341,1,,,,,,,,,,,,,,,,z,1,0.8341,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,63,63,160,1,VEETS,HB,z,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.7682,1,,,,,,,,,,,,,,,,z,1,0.7682,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,64,64,125,1,MOOKY,LB,z,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.6212,1,,,,,,,,,,,,,,,,m,1,0.6212,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,65,65,23,1,CLOTH,HB,m,m,./images/CLOTHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.5755,1,,,,,,,,,,,,,,,,m,1,0.5755,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,66,66,76,1,MIDGET,C,m,m,./images/MIDGET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.8292,1,,,,,,,,,,,,,,,,m,1,0.8292,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,67,67,2,1,STOVE,HB,m,m,./images/STOVEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.7733,1,,,,,,,,,,,,,,,,m,1,0.7733,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,68,68,11,1,MEDAL,HB,m,m,./images/MEDALHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.5122,1,,,,,,,,,,,,,,,,m,1,0.5122,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,69,69,72,1,FLASK,LB,m,m,./images/FLASKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,1.0522,1,,,,,,,,,,,,,,,,z,1,1.0522,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,70,70,106,1,CLUMS,HB,z,z,./images/CLUMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.9115,1,,,,,,,,,,,,,,,,m,1,0.9115,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,71,71,68,1,VALLEY,HB,m,m,./images/VALLEYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.5998,1,,,,,,,,,,,,,,,,z,1,0.5998,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,72,72,150,1,NOOLS,C,z,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,1.1477,1,,,,,,,,,,,,,,,,z,1,1.1477,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,73,73,148,1,JOMS,HB,z,z,./images/JOMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.5004,1,,,,,,,,,,,,,,,,m,1,0.5004,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,74,74,49,1,BISHOP,C,m,m,./images/BISHOP.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.544,1,,,,,,,,,,,,,,,,m,1,0.544,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,75,75,61,1,ARTIST,C,m,m,./images/ARTIST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.6243,1,,,,,,,,,,,,,,,,z,1,0.6243,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,76,76,143,1,MONGS,LB,z,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.5512,1,,,,,,,,,,,,,,,,z,1,0.5512,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,77,77,84,1,HAXES,C,z,z,./images/HAXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.5789,1,,,,,,,,,,,,,,,,z,1,0.5789,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,78,78,102,1,DULLE,C,z,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,1.1902,1,,,,,,,,,,,,,,,,z,1,1.1902,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,79,79,164,1,SGREW,LB,z,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,1.238,0,,,,,,,,,,,,,,,,m,0,1.238,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,80,80,120,1,RINED,C,z,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,1.2008,1,,,,,,,,,,,,,,,,z,1,1.2008,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,81,81,103,1,FLORT,HB,z,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.6721,1,,,,,,,,,,,,,,,,z,1,0.6721,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,82,82,122,1,BLOOT,LB,z,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.6273,1,,,,,,,,,,,,,,,,z,1,0.6273,,,,,,,,0.306481499,-0.319444457,0,0,0,space,0,83,83,137,1,JOOST,LB,z,z,./images/JOOSTLB.png,2.9817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.8513,1,,,,,,,,,,,,,,,,m,1,0.8513,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,84,84,56,1,HEATER,HB,m,m,./images/HEATERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.5176,1,,,,,,,,,,,,,,,,m,1,0.5176,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,85,85,66,1,STATUE,LB,m,m,./images/STATUELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.5371,1,,,,,,,,,,,,,,,,z,1,0.5371,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,86,86,144,1,NAIRY,C,z,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.6275,1,,,,,,,,,,,,,,,,m,1,0.6275,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,87,87,31,1,STEAK,C,m,m,./images/STEAK.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.6545,1,,,,,,,,,,,,,,,,z,1,0.6545,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,88,88,158,1,EGECT,LB,z,z,./images/EGECTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.5864,1,,,,,,,,,,,,,,,,z,1,0.5864,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,89,89,156,1,HIXES,C,z,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,1.1663,1,,,,,,,,,,,,,,,,z,1,1.1663,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,90,90,85,1,CHULK,HB,z,z,./images/CHULKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,1.2235,1,,,,,,,,,,,,,,,,m,1,1.2235,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,91,91,44,1,BASKET,HB,m,m,./images/BASKETHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.6687,1,,,,,,,,,,,,,,,,z,1,0.6687,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,92,92,116,1,BALGY,LB,z,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5d946449f5241f0018fe2af2,42,2022-02-12_18h02.39.321,lexical_decision_task_DD_L6,2021.2.3,Win32,59.17159763,,,,,,,,,,0.7301,1,,,,,,,,,,,,,,,,m,1,0.7301,,,,,,,,0.306481499,-0.319444457,0,0,0,,0,93,93,35,1,LLAMA,HB,m,m,./images/LLAMAHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
