key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp.rt,key_resp_3.keys,key_resp_3.corr,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6971,1,,,,,,,,,,,,,,z,1,0.6971,,,,,,,,0.669270833,-0.095052083,0,0,0,,0,34,34,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.8003,1,,,,,,,,,,,,,,z,1,0.8003,,,,,,,,0.669270833,-0.095052083,0,0,0,,0,35,35,91,1,SHENS,HB,old,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6133,1,,,,,,,,,,,,,,m,1,0.6133,,,,,,,,0.669270833,-0.095052083,0,0,0,,0,36,36,44,1,LIZARD,C,old,m,./images/LIZARD.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7616,1,,,,,,,,,,,,,,z,1,0.7616,,,,,,,,0.669270833,-0.095052083,0,0,0,,0,37,37,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6642,1,,,,,,,,,,,,,,m,1,0.6642,,,,,,,,0.669270833,-0.095052083,0,0,0,,0,38,38,35,1,PEACH,C,old,m,./images/PEACH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.9618,1,,,,,,,,,,,,,,m,1,0.9618,,,,,,,,0.669270833,-0.095052083,0,0,0,,0,39,39,21,1,KIDNEY,HB,old,m,./images/KIDNEYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6513,1,,,,,,,,,,,,,,z,1,0.6513,,,,,,,,0.669270833,-0.095052083,0,0,0,,0,40,40,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7335,0,,,,,,,,,,,,,,z,0,0.7335,,,,,,,,0.022135417,-0.40234375,1,0,0,,0,41,41,58,1,BABOON,LB,old,m,./images/BABOONLB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.8269,1,,,,,,,,,,,,,,m,1,0.8269,,,,,,,,0.88671875,-0.157552083,0,0,0,,0,42,42,81,1,POODLE,HB,old,m,./images/POODLEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6946,1,,,,,,,,,,,,,,z,1,0.6946,,,,,,,,0.888020833,-0.157552083,0,0,0,,0,43,43,103,1,FLORT,HB,old,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7779,1,,,,,,,,,,,,,,m,1,0.7779,,,,,,,,0.888020833,-0.157552083,0,0,0,,0,44,44,40,1,SWING,LB,old,m,./images/SWINGLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6696,1,,,,,,,,,,,,,,z,1,0.6696,,,,,,,,0.888020833,-0.157552083,0,0,0,,0,45,45,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7991,1,,,,,,,,,,,,,,m,1,0.7991,,,,,,,,0.888020833,-0.157552083,0,0,0,,0,46,46,36,1,THROAT,HB,old,m,./images/THROATHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.712,1,,,,,,,,,,,,,,m,1,0.712,,,,,,,,0.888020833,-0.157552083,0,0,0,,0,47,47,27,1,ATTIC,HB,old,m,./images/ATTICHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.881,1,,,,,,,,,,,,,,z,1,0.881,,,,,,,,0.888020833,-0.157552083,0,0,0,,0,48,48,131,1,NACES,LB,old,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,1.16,1,,,,,,,,,,,,,,m,1,1.16,,,,,,,,0.888020833,-0.157552083,0,0,0,,0,49,49,42,1,FOLDER,HB,old,m,./images/FOLDERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7087,1,,,,,,,,,,,,,,z,1,0.7087,,,,,,,,0.888020833,-0.157552083,0,0,0,,0,50,50,137,1,JOOST,LB,old,z,./images/JOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6642,1,,,,,,,,,,,,,,z,1,0.6642,,,,,,,,0.888020833,-0.157552083,0,0,0,,0,51,51,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6137,1,,,,,,,,,,,,,,m,1,0.6137,,,,,,,,0.888020833,-0.157552083,0,0,0,,0,52,52,29,1,CRUMB,C,old,m,./images/CRUMB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.586,1,,,,,,,,,,,,,,z,1,0.586,,,,,,,,0.888020833,-0.157552083,0,0,0,,0,53,53,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6641,1,,,,,,,,,,,,,,z,1,0.6641,,,,,,,,0.888020833,-0.157552083,0,0,0,,0,54,54,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6792,1,,,,,,,,,,,,,,m,1,0.6792,0.888020833,-0.157552083,1,0,0,0.6169,,0.888020833,-0.157552083,1,0,0,,0,55,55,41,1,STRING,C,old,m,./images/STRING.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7679,1,,,,,,,,,,,,,,m,1,0.7679,,,,,,,,0.885416667,-0.157552083,0,0,0,,0,56,56,3,1,FINGER,HB,old,m,./images/FINGERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7044,1,,,,,,,,,,,,,,m,1,0.7044,,,,,,,,0.885416667,-0.157552083,0,0,0,,0,57,57,76,1,INFANT,LB,old,m,./images/INFANTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6886,1,,,,,,,,,,,,,,z,1,0.6886,,,,,,,,0.885416667,-0.157552083,0,0,0,,0,58,58,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.5969,1,,,,,,,,,,,,,,z,1,0.5969,,,,,,,,0.885416667,-0.158854167,0,0,0,,0,59,59,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7273,1,,,,,,,,,,,,,,z,1,0.7273,,,,,,,,0.885416667,-0.158854167,0,0,0,,0,60,60,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.9779,1,,,,,,,,,,,,,,z,1,0.9779,,,,,,,,0.885416667,-0.158854167,0,0,0,,0,61,61,133,1,POWDY,HB,old,z,./images/POWDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.5486,1,,,,,,,,,,,,,,z,1,0.5486,,,,,,,,0.885416667,-0.158854167,0,0,0,,0,62,62,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.5565,1,,,,,,,,,,,,,,m,1,0.5565,,,,,,,,0.888020833,-0.161458333,0,0,0,,0,63,63,56,1,PACKET,C,old,m,./images/PACKET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.5867,1,,,,,,,,,,,,,,z,1,0.5867,,,,,,,,0.885416667,-0.184895833,0,0,0,,0,64,64,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6692,1,,,,,,,,,,,,,,m,1,0.6692,,,,,,,,0.884114583,-0.177083333,0,0,0,,0,65,65,65,1,FARMER,C,old,m,./images/FARMER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6806,1,,,,,,,,,,,,,,m,1,0.6806,,,,,,,,0.881510417,-0.177083333,0,0,0,,0,66,66,2,1,BEARD,C,old,m,./images/BEARD.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.5765,1,,,,,,,,,,,,,,z,1,0.5765,,,,,,,,0.881510417,-0.177083333,0,0,0,,0,67,67,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6272,1,,,,,,,,,,,,,,m,1,0.6272,,,,,,,,0.881510417,-0.177083333,0,0,0,,0,68,68,13,1,MOTOR,LB,old,m,./images/MOTORLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6816,1,,,,,,,,,,,,,,m,1,0.6816,,,,,,,,0.881510417,-0.177083333,0,0,0,,0,69,69,6,1,SQUARE,HB,old,m,./images/SQUAREHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7311,1,,,,,,,,,,,,,,m,1,0.7311,,,,,,,,0.881510417,-0.177083333,0,0,0,,0,70,70,50,1,MALLET,C,old,m,./images/MALLET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6149,1,,,,,,,,,,,,,,m,1,0.6149,,,,,,,,0.881510417,-0.177083333,0,0,0,,0,71,71,52,1,BANNER,LB,old,m,./images/BANNERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6278,1,,,,,,,,,,,,,,m,1,0.6278,,,,,,,,0.8828125,-0.177083333,0,0,0,,0,72,72,49,1,DRUMS,LB,old,m,./images/DRUMSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6967,1,,,,,,,,,,,,,,z,1,0.6967,,,,,,,,0.8828125,-0.177083333,0,0,0,,0,73,73,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6014,1,,,,,,,,,,,,,,m,1,0.6014,,,,,,,,0.8828125,-0.177083333,0,0,0,,0,74,74,67,1,SAILOR,LB,old,m,./images/SAILORLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.5838,1,,,,,,,,,,,,,,m,1,0.5838,,,,,,,,0.8828125,-0.177083333,0,0,0,,0,75,75,64,1,JELLY,LB,old,m,./images/JELLYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.678,1,,,,,,,,,,,,,,z,1,0.678,,,,,,,,0.8828125,-0.177083333,0,0,0,,0,76,76,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6647,1,,,,,,,,,,,,,,z,1,0.6647,,,,,,,,0.8828125,-0.177083333,0,0,0,,0,77,77,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6609,1,,,,,,,,,,,,,,m,1,0.6609,,,,,,,,0.8828125,-0.177083333,0,0,0,,0,78,78,12,1,SHORE,HB,old,m,./images/SHOREHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7219,1,,,,,,,,,,,,,,m,1,0.7219,,,,,,,,0.884114583,-0.177083333,0,0,0,,0,79,79,25,1,WRIST,LB,old,m,./images/WRISTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6775,1,,,,,,,,,,,,,,z,1,0.6775,,,,,,,,0.884114583,-0.177083333,0,0,0,,0,80,80,119,1,PAFER,LB,old,z,./images/PAFERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7449,1,,,,,,,,,,,,,,z,1,0.7449,,,,,,,,0.884114583,-0.177083333,0,0,0,,0,81,81,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.9749,1,,,,,,,,,,,,,,m,1,0.9749,,,,,,,,0.884114583,-0.177083333,0,0,0,,0,82,82,9,1,RHINO,HB,old,m,./images/RHINOHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6125,1,,,,,,,,,,,,,,z,1,0.6125,,,,,,,,0.061197917,-0.395833333,1,0,0,,0,83,83,148,1,JOMS,HB,old,z,./images/JOMSHB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6489,1,,,,,,,,,,,,,,m,1,0.6489,,,,,,,,0.888020833,-0.029947917,0,0,0,,0,84,84,45,1,KITTEN,HB,old,m,./images/KITTENHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6806,1,,,,,,,,,,,,,,z,1,0.6806,,,,,,,,0.888020833,-0.04296875,0,0,0,,0,85,85,145,1,LAMEL,HB,old,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.5637,1,,,,,,,,,,,,,,z,1,0.5637,,,,,,,,0.888020833,-0.029947917,0,0,0,,0,86,86,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.7616,1,,,,,,,,,,,,,,z,1,0.7616,,,,,,,,0.838541667,-0.063802083,0,0,0,,0,87,87,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.5977,1,,,,,,,,,,,,,,m,1,0.5977,,,,,,,,0.838541667,-0.063802083,0,0,0,,0,88,88,82,1,SUNSET,LB,old,m,./images/SUNSETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.5974,1,,,,,,,,,,,,,,z,1,0.5974,,,,,,,,0.838541667,-0.063802083,0,0,0,,0,89,89,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6787,1,,,,,,,,,,,,,,z,1,0.6787,,,,,,,,0.838541667,-0.063802083,0,0,0,,0,90,90,89,1,DRIEK,LB,old,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6479,1,,,,,,,,,,,,,,m,1,0.6479,,,,,,,,0.838541667,-0.063802083,0,0,0,,0,91,91,62,1,PURSE,C,old,m,./images/PURSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.6446,1,,,,,,,,,,,,,,m,1,0.6446,,,,,,,,0.838541667,-0.063802083,0,0,0,,0,92,92,19,1,DOUGH,LB,old,m,./images/DOUGHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,61fa943b5719bc09cb834ebb,70,2022-02-12_13h20.46.468,lexical_decision_task_DD_L2,2021.2.3,Win32,60.3682463,,,,,,,,,,,0.8328,1,,,,,,,,,,,,,,z,1,0.8328,,,,,,,,0.838541667,-0.063802083,0,0,0,,0,93,93,118,1,BAVEL,HB,old,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
