key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.146065,1,,,,,,,,,,,,,,,z,1,1.146065,,,,,,,,0.081358507,-0.268072917,0,0,0,,0,34,34,151,1,TINKY,HB,z,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.92147,1,,,,,,,,,,,,,,,m,1,0.92147,,,,,,,,0.081358507,-0.268072917,0,0,0,,0,35,35,44,1,BASKET,HB,m,m,./images/BASKETHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.714255,1,,,,,,,,,,,,,,,m,1,0.714255,,,,,,,,0.081358507,-0.268072917,0,0,0,,0,36,36,39,1,CANDY,LB,m,m,./images/CANDYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,3.63282,1,,,,,,,,,,,,,,,m,1,3.63282,,,,,,,,0.081358507,-0.268072917,0,0,0,,0,37,37,43,1,STOOL,C,m,m,./images/STOOL.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.54655,0,,,,,,,,,,,,,,,z,0,1.54655,,,,,,,,0.083359375,-0.257313368,0,0,0,,0,38,38,53,1,POSTER,HB,m,m,./images/POSTERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.75732,1,,,,,,,,,,,,,,,z,1,0.75732,,,,,,,,0.083359375,-0.257313368,0,0,0,,0,39,39,164,1,SGREW,LB,z,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.65249,1,,,,,,,,,,,,,,,m,1,0.65249,,,,,,,,0.083359375,-0.257313368,0,0,0,,0,40,40,29,1,PISTOL,HB,m,m,./images/PISTOLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.24722,1,,,,,,,,,,,,,,,m,1,1.24722,,,,,,,,0.041744792,-0.391115451,1,0,0,,0,41,41,50,1,PILOT,HB,m,m,./images/PILOTHB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.86019,1,,,,,,,,,,,,,,,z,1,0.86019,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,42,42,101,1,GLEET,LB,z,z,./images/GLEETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.75153,1,,,,,,,,,,,,,,,m,1,0.75153,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,43,43,17,1,PARADE,HB,m,m,./images/PARADEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.712475,1,,,,,,,,,,,,,,,m,1,0.712475,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,44,44,41,1,STREAM,HB,m,m,./images/STREAMHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.955765,1,,,,,,,,,,,,,,,z,1,0.955765,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,45,45,147,1,ZOLES,C,z,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.75099,1,,,,,,,,,,,,,,,m,1,0.75099,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,46,46,78,1,BROOM,LB,m,m,./images/BROOMLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.698885,1,,,,,,,,,,,,,,,z,1,0.698885,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,47,47,93,1,SMONE,C,z,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.971485,1,,,,,,,,,,,,,,,z,1,0.971485,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,48,48,87,1,TRING,C,z,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.413465,1,,,,,,,,,,,,,,,z,1,2.413465,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,49,49,103,1,FLORT,HB,z,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.748535,1,,,,,,,,,,,,,,,m,1,0.748535,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,50,50,8,1,CLIFF,HB,m,m,./images/CLIFFHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.879005,1,,,,,,,,,,,,,,,z,1,0.879005,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,51,51,130,1,CRILL,HB,z,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.73096,1,,,,,,,,,,,,,,,m,1,0.73096,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,52,52,73,1,GLOVE,C,m,m,./images/GLOVE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.56579,0,,,,,,,,,,,,,,,m,0,0.56579,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,53,53,99,1,BACKY,C,z,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.01579,1,,,,,,,,,,,,,,,m,1,1.01579,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,54,54,11,1,MEDAL,HB,m,m,./images/MEDALHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.831065,1,,,,,,,,,,,,,,,m,1,0.831065,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,55,55,75,1,HAMMER,LB,m,m,./images/HAMMERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.67392,1,,,,,,,,,,,,,,,z,1,0.67392,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,56,56,126,1,GUELS,C,z,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.91207,1,,,,,,,,,,,,,,,z,1,0.91207,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,57,57,143,1,MONGS,LB,z,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.200555,0,,,,,,,,,,,,,,,m,0,1.200555,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,58,58,145,1,LAMEL,HB,z,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.85344,1,,,,,,,,,,,,,,,m,1,0.85344,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,59,59,79,1,RULER,C,m,m,./images/RULER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.5719,1,,,,,,,,,,,,,,,m,1,2.5719,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,60,60,62,1,MAMMAL,HB,m,m,./images/MAMMALHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.18349,1,,,,,,,,,,,,,,,m,1,2.18349,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,61,61,57,1,FERRY,LB,m,m,./images/FERRYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.36227,1,,,,,,,,,,,,,,,z,1,1.36227,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,62,62,142,1,PLASK,HB,z,z,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.54792,1,,,,,,,,,,,,,,,z,1,1.54792,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,63,63,136,1,WERVE,HB,z,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.62481,1,,,,,,,,,,,,,,,m,1,0.62481,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,64,64,9,1,DIVER,LB,m,m,./images/DIVERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.71053,1,,,,,,,,,,,,,,,m,1,0.71053,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,65,65,26,1,CLOUD,HB,m,m,./images/CLOUDHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.064115,1,,,,,,,,,,,,,,,z,1,2.064115,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,66,66,95,1,HANTY,LB,z,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.70337,0,,,,,,,,,,,,,,,m,0,0.70337,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,67,67,114,1,RIKES,C,z,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.613605,1,,,,,,,,,,,,,,,m,1,0.613605,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,68,68,31,1,STEAK,C,m,m,./images/STEAK.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.928,1,,,,,,,,,,,,,,,m,1,0.928,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,69,69,32,1,HOCKEY,HB,m,m,./images/HOCKEYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5975,1,,,,,,,,,,,,,,,m,1,0.5975,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,70,70,51,1,SAUCE,LB,m,m,./images/SAUCELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.530265,1,,,,,,,,,,,,,,,m,1,0.530265,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,71,71,25,1,CHALK,C,m,m,./images/CHALK.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.94801,1,,,,,,,,,,,,,,,z,1,0.94801,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,72,72,128,1,GRIFT,LB,z,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.739795,1,,,,,,,,,,,,,,,m,1,0.739795,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,73,73,82,1,PEBBLE,C,m,m,./images/PEBBLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.76328,1,,,,,,,,,,,,,,,z,1,0.76328,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,74,74,157,1,INLER,HB,z,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.535455,1,,,,,,,,,,,,,,,m,1,0.535455,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,75,75,16,1,GRAPE,C,m,m,./images/GRAPE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.173155,1,,,,,,,,,,,,,,,z,1,1.173155,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,76,76,125,1,MOOKY,LB,z,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.63323,1,,,,,,,,,,,,,,,m,1,0.63323,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,77,77,21,1,DANCER,LB,m,m,./images/DANCERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.62954,1,,,,,,,,,,,,,,,m,1,0.62954,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,78,78,37,1,TIGER,C,m,m,./images/TIGER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.215265,0,,,,,,,,,,,,,,,z,0,1.215265,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,79,79,60,1,CURRY,LB,m,m,./images/CURRYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.14917,1,,,,,,,,,,,,,,,m,1,1.14917,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,80,80,47,1,LAGOON,HB,m,m,./images/LAGOONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.96522,1,,,,,,,,,,,,,,,z,1,0.96522,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,81,81,105,1,MOKER,C,z,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.20115,1,,,,,,,,,,,,,,,z,1,1.20115,,,,,,,,0.097361111,-0.385946181,0,0,0,,0,82,82,120,1,RINED,C,z,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.862075,1,,,,,,,,,,,,,,,m,1,0.862075,,,,,,,,0.122730035,-0.179565972,0,0,0,space,0,83,83,22,1,CLOWN,C,m,m,./images/CLOWN.png,,10.767305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.748625,1,,,,,,,,,,,,,,,z,1,0.748625,,,,,,,,0.122730035,-0.179565972,0,0,0,,0,84,84,150,1,NOOLS,C,z,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.357295,1,,,,,,,,,,,,,,,z,1,1.357295,,,,,,,,0.122730035,-0.179565972,0,0,0,,0,85,85,166,1,SHORY,HB,z,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.334115,1,,,,,,,,,,,,,,,m,1,1.334115,,,,,,,,0.122730035,-0.179565972,0,0,0,,0,86,86,6,1,STAIN,LB,m,m,./images/STAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.88757,1,,,,,,,,,,,,,,,m,1,1.88757,,,,,,,,0.122730035,-0.179565972,0,0,0,,0,87,87,3,1,CRATER,LB,m,m,./images/CRATERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.72991,1,,,,,,,,,,,,,,,m,1,0.72991,,,,,,,,0.122730035,-0.179565972,0,0,0,,0,88,88,10,1,GARDEN,C,m,m,./images/GARDEN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.696465,1,,,,,,,,,,,,,,,z,1,0.696465,,,,,,,,0.122730035,-0.179565972,0,0,0,,0,89,89,149,1,VEASE,LB,z,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.84868,1,,,,,,,,,,,,,,,z,1,0.84868,,,,,,,,0.122730035,-0.179565972,0,0,0,,0,90,90,153,1,CLUPS,C,z,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.59633,0,,,,,,,,,,,,,,,m,0,0.59633,,,,,,,,0.122730035,-0.179565972,0,0,0,,0,91,91,122,1,BLOOT,LB,z,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.60578,1,,,,,,,,,,,,,,,m,1,0.60578,,,,,,,,0.119101562,-0.18827691,0,0,0,,0,92,92,19,1,DONKEY,C,m,m,./images/DONKEY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6154940e788774dc9a1ec182,19,2022-02-12_17h00.03,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7575,1,,,,,,,,,,,,,,,m,1,0.7575,,,,,,,,0.119101562,-0.18827691,0,0,0,,0,93,93,64,1,BRIDE,C,m,m,./images/BRIDE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
