key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.8066,1,,,,,,,,,,,,,,z,1,0.8066,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,34,34,84,1,HAXES,C,z,z,./images/HAXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.9397,1,,,,,,,,,,,,,,z,1,0.9397,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,35,35,112,1,MYING,HB,z,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,1.7905,1,,,,,,,,,,,,,,z,1,1.7905,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,36,36,94,1,BLANS,HB,z,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.8396,1,,,,,,,,,,,,,,z,1,0.8396,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,37,37,158,1,EGECT,LB,z,z,./images/EGECTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.7483,1,,,,,,,,,,,,,,z,1,0.7483,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,38,38,98,1,BAMPS,LB,z,z,./images/BAMPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.6137,1,,,,,,,,,,,,,,z,1,0.6137,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,39,39,144,1,NAIRY,C,z,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.8316,1,,,,,,,,,,,,,,z,1,0.8316,,,,,,,,0.073148177,-0.391666693,0,0,0,,0,40,40,159,1,CUDDY,C,z,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.7146,1,,,,,,,,,,,,,,z,1,0.7146,,,,,,,,0.064814843,-0.384259286,1,0,0,,0,41,41,117,1,STEEG,C,z,z,./images/STEEG.png,break_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.9979,1,,,,,,,,,,,,,,m,1,0.9979,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,42,42,81,1,DRILL,LB,m,m,./images/DRILLLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.4889,1,,,,,,,,,,,,,,m,1,0.4889,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,43,43,7,1,WAGON,C,m,m,./images/WAGON.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.7823,1,,,,,,,,,,,,,,z,1,0.7823,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,44,44,165,1,TROWN,C,z,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,1.4731,0,,,,,,,,,,,,,,m,0,1.4731,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,45,45,163,1,GAMBA,HB,z,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.5619,1,,,,,,,,,,,,,,m,1,0.5619,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,46,46,66,1,STATUE,LB,m,m,./images/STATUELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.7235,1,,,,,,,,,,,,,,m,1,0.7235,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,47,47,6,1,STAIN,LB,m,m,./images/STAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.6466,1,,,,,,,,,,,,,,m,1,0.6466,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,48,48,76,1,MIDGET,C,m,m,./images/MIDGET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.4615,1,,,,,,,,,,,,,,m,1,0.4615,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,49,49,39,1,CANDY,LB,m,m,./images/CANDYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.6743,1,,,,,,,,,,,,,,m,1,0.6743,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,50,50,56,1,HEATER,HB,m,m,./images/HEATERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,1.1573,0,,,,,,,,,,,,,,m,0,1.1573,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,51,51,91,1,SHENS,HB,z,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.8467,1,,,,,,,,,,,,,,z,1,0.8467,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,52,52,152,1,FRAIN,LB,z,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,1.4748,1,,,,,,,,,,,,,,z,1,1.4748,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,53,53,115,1,MAWNS,HB,z,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.8486,1,,,,,,,,,,,,,,z,1,0.8486,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,54,54,131,1,NACES,LB,z,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,1.2649,1,,,,,,,,,,,,,,z,1,1.2649,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,55,55,124,1,TUNCH,HB,z,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.7084,1,,,,,,,,,,,,,,z,1,0.7084,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,56,56,167,1,ZONET,LB,z,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.7443,1,,,,,,,,,,,,,,z,1,0.7443,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,57,57,143,1,MONGS,LB,z,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,1.0895,1,,,,,,,,,,,,,,m,1,1.0895,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,58,58,62,1,MAMMAL,HB,m,m,./images/MAMMALHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.7301,1,,,,,,,,,,,,,,z,1,0.7301,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,59,59,119,1,PAFER,LB,z,z,./images/PAFERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.648,1,,,,,,,,,,,,,,z,1,0.648,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,60,60,93,1,SMONE,C,z,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.62,1,,,,,,,,,,,,,,z,1,0.62,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,61,61,90,1,NEAST,C,z,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.5723,1,,,,,,,,,,,,,,z,1,0.5723,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,62,62,111,1,HOSSE,C,z,z,./images/HOSSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.5009,1,,,,,,,,,,,,,,m,1,0.5009,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,63,63,79,1,RULER,C,m,m,./images/RULER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.8197,1,,,,,,,,,,,,,,z,1,0.8197,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,64,64,153,1,CLUPS,C,z,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.8652,1,,,,,,,,,,,,,,m,1,0.8652,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,65,65,32,1,HOCKEY,HB,m,m,./images/HOCKEYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,1.1171,1,,,,,,,,,,,,,,m,1,1.1171,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,66,66,35,1,LLAMA,HB,m,m,./images/LLAMAHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.8375,1,,,,,,,,,,,,,,z,1,0.8375,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,67,67,139,1,BLEAR,HB,z,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.6361,1,,,,,,,,,,,,,,z,1,0.6361,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,68,68,87,1,TRING,C,z,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.6343,1,,,,,,,,,,,,,,m,1,0.6343,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,69,69,31,1,STEAK,C,m,m,./images/STEAK.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.887,0,,,,,,,,,,,,,,m,0,0.887,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,70,70,120,1,RINED,C,z,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.7254,1,,,,,,,,,,,,,,m,1,0.7254,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,71,71,20,1,GRANNY,HB,m,m,./images/GRANNYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.653,0,,,,,,,,,,,,,,z,0,0.653,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,72,72,51,1,SAUCE,LB,m,m,./images/SAUCELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,2.0138,1,,,,,,,,,,,,,,z,1,2.0138,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,73,73,118,1,BAVEL,HB,z,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.667,1,,,,,,,,,,,,,,z,1,0.667,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,74,74,95,1,HANTY,LB,z,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,1.6528,0,,,,,,,,,,,,,,m,0,1.6528,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,75,75,136,1,WERVE,HB,z,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.9187,1,,,,,,,,,,,,,,m,1,0.9187,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,76,76,50,1,PILOT,HB,m,m,./images/PILOTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.7618,1,,,,,,,,,,,,,,m,1,0.7618,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,77,77,14,1,FENCE,HB,m,m,./images/FENCEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,1.0665,1,,,,,,,,,,,,,,m,1,1.0665,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,78,78,41,1,STREAM,HB,m,m,./images/STREAMHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,1.2036,1,,,,,,,,,,,,,,z,1,1.2036,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,79,79,157,1,INLER,HB,z,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,1.0375,0,,,,,,,,,,,,,,m,0,1.0375,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,80,80,88,1,GLUSH,HB,z,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,1.785,1,,,,,,,,,,,,,,z,1,1.785,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,81,81,145,1,LAMEL,HB,z,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.6756,1,,,,,,,,,,,,,,m,1,0.6756,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,82,82,23,1,CLOTH,HB,m,m,./images/CLOTHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.4894,1,,,,,,,,,,,,,,m,1,0.4894,,,,,,,,0.064814843,-0.384259286,1,0,0,,0,83,83,3,1,CRATER,LB,m,m,./images/CRATERLB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.9317,1,,,,,,,,,,,,,,z,1,0.9317,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,84,84,89,1,DRIEK,LB,z,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.6555,1,,,,,,,,,,,,,,z,1,0.6555,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,85,85,86,1,AIFED,LB,z,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.7336,1,,,,,,,,,,,,,,m,1,0.7336,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,86,86,53,1,POSTER,HB,m,m,./images/POSTERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,1.0017,1,,,,,,,,,,,,,,z,1,1.0017,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,87,87,97,1,CHIDS,HB,z,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.7175,1,,,,,,,,,,,,,,z,1,0.7175,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,88,88,156,1,HIXES,C,z,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.5841,1,,,,,,,,,,,,,,m,1,0.5841,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,89,89,1,1,TOWEL,C,m,m,./images/TOWEL.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.7003,0,,,,,,,,,,,,,,z,0,0.7003,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,90,90,68,1,VALLEY,HB,m,m,./images/VALLEYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,1.1203,1,,,,,,,,,,,,,,z,1,1.1203,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,91,91,162,1,LEICH,C,z,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5c8570c3bce73c00178c4dc6,50,2022-02-12_12h36.47.823,lexical_decision_task_DD_L6,2021.2.3,Win32,60.03121623,,,,,,,,,,,0.6261,1,,,,,,,,,,,,,,z,1,0.6261,,,,,,,,0.064814843,-0.384259286,0,0,0,,0,92,92,101,1,GLEET,LB,z,z,./images/GLEETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
