key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.965,1,,,,,,,,,,,,,,,z,1,0.965,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,34,34,141,1,PLEET,C,z,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.923,1,,,,,,,,,,,,,,,z,1,0.923,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,35,35,88,1,GLUSH,HB,z,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.504,1,,,,,,,,,,,,,,,z,1,0.504,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,36,36,86,1,AIFED,LB,z,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.664,1,,,,,,,,,,,,,,,z,1,0.664,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,37,37,99,1,BACKY,C,z,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.796,1,,,,,,,,,,,,,,,m,1,0.796,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,38,38,29,1,PISTOL,HB,m,m,./images/PISTOLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.782,1,,,,,,,,,,,,,,,m,1,0.782,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,39,39,74,1,JUMPER,HB,m,m,./images/JUMPERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.553,1,,,,,,,,,,,,,,,z,1,0.553,,,,,,,,0.184444444,-0.141111111,0,0,0,,0,40,40,111,1,HOSSE,C,z,z,./images/HOSSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.502,1,,,,,,,,,,,,,,,m,1,0.502,,,,,,,,0.126666667,-0.393333333,1,0,0,,0,41,41,39,1,CANDY,LB,m,m,./images/CANDYLB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.548,1,,,,,,,,,,,,,,,z,1,0.548,,,,,,,,0.628888889,0.202222222,0,0,0,,0,42,42,117,1,STEEG,C,z,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.354,1,,,,,,,,,,,,,,,z,1,1.354,,,,,,,,0.628888889,0.202222222,0,0,0,,0,43,43,160,1,VEETS,HB,z,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.899,1,,,,,,,,,,,,,,,m,1,0.899,,,,,,,,0.628888889,0.202222222,0,0,0,,0,44,44,41,1,STREAM,HB,m,m,./images/STREAMHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.553,1,,,,,,,,,,,,,,,z,1,0.553,,,,,,,,0.628888889,0.202222222,0,0,0,,0,45,45,137,1,JOOST,LB,z,z,./images/JOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.483,1,,,,,,,,,,,,,,,z,1,0.483,,,,,,,,0.628888889,0.202222222,0,0,0,,0,46,46,93,1,SMONE,C,z,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.148,1,,,,,,,,,,,,,,,z,1,1.148,,,,,,,,0.628888889,0.202222222,0,0,0,,0,47,47,103,1,FLORT,HB,z,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.463,1,,,,,,,,,,,,,,,z,1,0.463,,,,,,,,0.628888889,0.202222222,0,0,0,,0,48,48,158,1,EGECT,LB,z,z,./images/EGECTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.565,1,,,,,,,,,,,,,,,m,1,0.565,,,,,,,,0.628888889,0.202222222,0,0,0,,0,49,49,43,1,STOOL,C,m,m,./images/STOOL.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.779,1,,,,,,,,,,,,,,,z,1,0.779,,,,,,,,0.628888889,0.202222222,0,0,0,,0,50,50,139,1,BLEAR,HB,z,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.036,1,,,,,,,,,,,,,,,m,1,1.036,,,,,,,,0.628888889,0.202222222,0,0,0,,0,51,51,17,1,PARADE,HB,m,m,./images/PARADEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.446,1,,,,,,,,,,,,,,,m,1,0.446,,,,,,,,0.628888889,0.202222222,0,0,0,,0,52,52,10,1,GARDEN,C,m,m,./images/GARDEN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.554,1,,,,,,,,,,,,,,,m,1,0.554,,,,,,,,0.628888889,0.202222222,0,0,0,,0,53,53,76,1,MIDGET,C,m,m,./images/MIDGET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.566,1,,,,,,,,,,,,,,,z,1,0.566,,,,,,,,0.628888889,0.202222222,0,0,0,,0,54,54,132,1,SCIFF,C,z,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.404,1,,,,,,,,,,,,,,,z,1,0.404,,,,,,,,0.628888889,0.202222222,0,0,0,,0,55,55,149,1,VEASE,LB,z,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.417,0,,,,,,,,,,,,,,,z,0,0.417,,,,,,,,0.628888889,0.202222222,0,0,0,,0,56,56,0,1,WALNUT,LB,m,m,./images/WALNUTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.979,1,,,,,,,,,,,,,,,m,1,0.979,,,,,,,,0.628888889,0.202222222,0,0,0,,0,57,57,44,1,BASKET,HB,m,m,./images/BASKETHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.485,1,,,,,,,,,,,,,,,z,1,0.485,,,,,,,,0.628888889,0.202222222,0,0,0,,0,58,58,89,1,DRIEK,LB,z,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.412,1,,,,,,,,,,,,,,,m,1,0.412,,,,,,,,0.628888889,0.202222222,0,0,0,,0,59,59,40,1,SNAKE,C,m,m,./images/SNAKE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.733,1,,,,,,,,,,,,,,,z,1,1.733,,,,,,,,0.628888889,0.202222222,0,0,0,,0,60,60,154,1,THINT,HB,z,z,./images/THINTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.847,1,,,,,,,,,,,,,,,m,1,0.847,,,,,,,,0.628888889,0.202222222,0,0,0,,0,61,61,62,1,MAMMAL,HB,m,m,./images/MAMMALHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.652,1,,,,,,,,,,,,,,,m,1,0.652,,,,,,,,0.628888889,0.202222222,0,0,0,,0,62,62,53,1,POSTER,HB,m,m,./images/POSTERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.847,1,,,,,,,,,,,,,,,m,1,1.847,,,,,,,,0.628888889,0.202222222,0,0,0,,0,63,63,77,1,WHEEL,HB,m,m,./images/WHEELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.748,1,,,,,,,,,,,,,,,m,1,0.748,,,,,,,,0.628888889,0.202222222,0,0,0,,0,64,64,80,1,PLANET,HB,m,m,./images/PLANETHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.446,1,,,,,,,,,,,,,,,z,1,0.446,,,,,,,,0.628888889,0.202222222,0,0,0,,0,65,65,135,1,JOODY,C,z,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.815,1,,,,,,,,,,,,,,,m,1,0.815,,,,,,,,0.628888889,0.202222222,0,0,0,,0,66,66,65,1,SPINE,HB,m,m,./images/SPINEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.517,1,,,,,,,,,,,,,,,m,1,0.517,,,,,,,,0.628888889,0.202222222,0,0,0,,0,67,67,75,1,HAMMER,LB,m,m,./images/HAMMERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.563,1,,,,,,,,,,,,,,,m,1,0.563,,,,,,,,0.628888889,0.202222222,0,0,0,,0,68,68,25,1,CHALK,C,m,m,./images/CHALK.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.445,1,,,,,,,,,,,,,,,m,1,0.445,,,,,,,,0.628888889,0.202222222,0,0,0,,0,69,69,36,1,BOILER,LB,m,m,./images/BOILERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.734,1,,,,,,,,,,,,,,,m,1,0.734,,,,,,,,0.628888889,0.202222222,0,0,0,,0,70,70,35,1,LLAMA,HB,m,m,./images/LLAMAHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.438,1,,,,,,,,,,,,,,,m,1,0.438,,,,,,,,0.628888889,0.202222222,0,0,0,,0,71,71,61,1,ARTIST,C,m,m,./images/ARTIST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.677,1,,,,,,,,,,,,,,,z,1,0.677,,,,,,,,0.628888889,0.202222222,0,0,0,,0,72,72,105,1,MOKER,C,z,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.431,1,,,,,,,,,,,,,,,m,1,0.431,,,,,,,,0.628888889,0.202222222,0,0,0,,0,73,73,31,1,STEAK,C,m,m,./images/STEAK.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.149,1,,,,,,,,,,,,,,,m,1,1.149,,,,,,,,0.628888889,0.202222222,0,0,0,,0,74,74,11,1,MEDAL,HB,m,m,./images/MEDALHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.248,1,,,,,,,,,,,,,,,m,1,1.248,,,,,,,,0.628888889,0.202222222,0,0,0,,0,75,75,38,1,ENGINE,HB,m,m,./images/ENGINEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.925,1,,,,,,,,,,,,,,,z,1,1.925,,,,,,,,0.628888889,0.202222222,0,0,0,,0,76,76,133,1,POWDY,HB,z,z,./images/POWDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.946,1,,,,,,,,,,,,,,,m,1,0.946,,,,,,,,0.628888889,0.202222222,0,0,0,,0,77,77,19,1,DONKEY,C,m,m,./images/DONKEY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.55,1,,,,,,,,,,,,,,,z,1,0.55,,,,,,,,0.628888889,0.202222222,0,0,0,,0,78,78,167,1,ZONET,LB,z,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.571,1,,,,,,,,,,,,,,,m,1,0.571,,,,,,,,0.628888889,0.202222222,0,0,0,,0,79,79,1,1,TOWEL,C,m,m,./images/TOWEL.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.6,0,,,,,,,,,,,,,,,m,0,0.6,,,,,,,,0.628888889,0.202222222,0,0,0,,0,80,80,114,1,RIKES,C,z,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.381,0,,,,,,,,,,,,,,,m,0,0.381,,,,,,,,0.628888889,0.202222222,0,0,0,,0,81,81,126,1,GUELS,C,z,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.746,1,,,,,,,,,,,,,,,m,1,0.746,,,,,,,,0.628888889,0.202222222,0,0,0,,0,82,82,3,1,CRATER,LB,m,m,./images/CRATERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.415,1,,,,,,,,,,,,,,,m,1,0.415,,,,,,,,0.128888889,-0.394444444,1,0,0,,0,83,83,45,1,MONKEY,LB,m,m,./images/MONKEYLB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.519,1,,,,,,,,,,,,,,,m,1,0.519,,,,,,,,0.631111111,-0.03,0,0,0,,0,84,84,60,1,CURRY,LB,m,m,./images/CURRYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.466,1,,,,,,,,,,,,,,,m,1,0.466,,,,,,,,0.631111111,-0.03,0,0,0,,0,85,85,27,1,BUTTER,LB,m,m,./images/BUTTERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.596,1,,,,,,,,,,,,,,,z,1,0.596,,,,,,,,0.631111111,-0.03,0,0,0,,0,86,86,134,1,TROSS,LB,z,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.581,1,,,,,,,,,,,,,,,z,1,0.581,,,,,,,,0.631111111,-0.03,0,0,0,,0,87,87,138,1,PLICE,C,z,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.587,1,,,,,,,,,,,,,,,m,1,0.587,,,,,,,,0.631111111,-0.03,0,0,0,,0,88,88,55,1,ALLEY,C,m,m,./images/ALLEY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.472,1,,,,,,,,,,,,,,,m,1,0.472,,,,,,,,0.631111111,-0.03,0,0,0,,0,89,89,6,1,STAIN,LB,m,m,./images/STAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,2.404,1,,,,,,,,,,,,,,,z,1,2.404,,,,,,,,0.631111111,-0.03,0,0,0,,0,90,90,97,1,CHIDS,HB,z,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.561,1,,,,,,,,,,,,,,,z,1,0.561,,,,,,,,0.631111111,-0.03,0,0,0,,0,91,91,123,1,SEDGE,C,z,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,2.298,1,,,,,,,,,,,,,,,z,1,2.298,,,,,,,,0.631111111,-0.03,0,0,0,,0,92,92,115,1,MAWNS,HB,z,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6101dba30506a0ab5e18c194,20,2022-02-12_17h41.35.234,lexical_decision_task_DD_L6,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.624,1,,,,,,,,,,,,,,,z,1,0.624,,,,,,,,0.631111111,-0.03,0,0,0,,0,93,93,92,1,PAIMS,LB,z,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
