key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,instr_done_touch.clicked_name,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.5708,1,,,,,,,,,,,,,,m,1,0.5708,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,38,38,27,1,BUTTER,C,old,m,./images/BUTTER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.9125,1,,,,,,,,,,,,,,m,1,0.9125,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,39,39,34,1,RAZOR,HB,old,m,./images/RAZORHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.4762,1,,,,,,,,,,,,,,m,1,0.4762,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,40,40,8,1,CLIFF,LB,old,m,./images/CLIFFLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,1.2348,1,,,,,,,,,,,,,,m,1,1.2348,,,,,,,,0.017592606,-0.38703705,1,0,0,,0,41,41,47,1,LAGOON,LB,old,m,./images/LAGOONLB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,1.167,1,,,,,,,,,,,,,,z,1,1.167,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,42,42,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.7732,1,,,,,,,,,,,,,,z,1,0.7732,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,43,43,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.5589,1,,,,,,,,,,,,,,m,1,0.5589,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,44,44,29,1,PISTOL,LB,old,m,./images/PISTOLLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.5053,1,,,,,,,,,,,,,,m,1,0.5053,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,45,45,59,1,BRUSH,LB,old,m,./images/BRUSHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.7695,1,,,,,,,,,,,,,,m,1,0.7695,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,46,46,72,1,FLASK,C,old,m,./images/FLASK.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,1.2008,1,,,,,,,,,,,,,,z,1,1.2008,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,47,47,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.8106,1,,,,,,,,,,,,,,z,1,0.8106,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,48,48,95,1,HANTY,LB,old,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.5741,1,,,,,,,,,,,,,,m,1,0.5741,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,49,49,11,1,MEDAL,LB,old,m,./images/MEDALLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.9266,1,,,,,,,,,,,,,,z,1,0.9266,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,50,50,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,1.1354,1,,,,,,,,,,,,,,m,1,1.1354,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,51,51,12,1,BLOKE,C,old,m,./images/BLOKE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.6205,1,,,,,,,,,,,,,,m,1,0.6205,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,52,52,83,1,WHISKY,LB,old,m,./images/WHISKYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,1.0673,1,,,,,,,,,,,,,,z,1,1.0673,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,53,53,135,1,JOODY,C,old,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.6586,1,,,,,,,,,,,,,,m,1,0.6586,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,54,54,0,1,WALNUT,C,old,m,./images/WALNUT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,1.5958,1,,,,,,,,,,,,,,z,1,1.5958,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,55,55,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.8539,1,,,,,,,,,,,,,,m,1,0.8539,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,56,56,60,1,CURRY,C,old,m,./images/CURRY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.6103,1,,,,,,,,,,,,,,m,1,0.6103,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,57,57,23,1,CLOTH,LB,old,m,./images/CLOTHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,2.2169,1,,,,,,,,,,,,,,z,1,2.2169,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,58,58,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.6582,1,,,,,,,,,,,,,,m,1,0.6582,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,59,59,55,1,ALLEY,HB,old,m,./images/ALLEYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,1.4246,1,,,,,,,,,,,,,,m,1,1.4246,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,60,60,19,1,DONKEY,HB,old,m,./images/DONKEYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,1.6502,1,,,,,,,,,,,,,,z,1,1.6502,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,61,61,148,1,JOMS,HB,old,z,./images/JOMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.9414,1,,,,,,,,,,,,,,m,1,0.9414,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,62,62,37,1,TIGER,HB,old,m,./images/TIGERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.6854,1,,,,,,,,,,,,,,m,1,0.6854,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,63,63,64,1,BRIDE,HB,old,m,./images/BRIDEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.5458,1,,,,,,,,,,,,,,m,1,0.5458,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,64,64,77,1,WHEEL,LB,old,m,./images/WHEELLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,1.2994,1,,,,,,,,,,,,,,z,1,1.2994,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,65,65,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,1.9147,1,,,,,,,,,,,,,,z,1,1.9147,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,66,66,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,1.4837,0,,,,,,,,,,,,,,m,0,1.4837,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,67,67,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,1.6258,1,,,,,,,,,,,,,,z,1,1.6258,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,68,68,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,1.6475,1,,,,,,,,,,,,,,m,1,1.6475,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,69,69,35,1,LLAMA,LB,old,m,./images/LLAMALB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,1.0623,0,,,,,,,,,,,,,,m,0,1.0623,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,70,70,166,1,SHORY,HB,old,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.5524,1,,,,,,,,,,,,,,m,1,0.5524,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,71,71,44,1,BASKET,LB,old,m,./images/BASKETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.6268,1,,,,,,,,,,,,,,m,1,0.6268,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,72,72,30,1,SLOPE,C,old,m,./images/SLOPE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.701,1,,,,,,,,,,,,,,z,1,0.701,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,73,73,117,1,STEEG,C,old,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.819,1,,,,,,,,,,,,,,z,1,0.819,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,74,74,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.53,1,,,,,,,,,,,,,,m,1,0.53,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,75,75,33,1,SAUNA,C,old,m,./images/SAUNA.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,1.254,1,,,,,,,,,,,,,,z,1,1.254,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,76,76,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.9575,1,,,,,,,,,,,,,,z,1,0.9575,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,77,77,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.7677,1,,,,,,,,,,,,,,m,1,0.7677,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,78,78,16,1,GRAPE,HB,old,m,./images/GRAPEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.7572,1,,,,,,,,,,,,,,z,1,0.7572,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,79,79,92,1,PAIMS,LB,old,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.7539,1,,,,,,,,,,,,,,m,1,0.7539,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,80,80,2,1,STOVE,LB,old,m,./images/STOVELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.7802,1,,,,,,,,,,,,,,z,1,0.7802,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,81,81,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.6652,1,,,,,,,,,,,,,,z,1,0.6652,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,82,82,164,1,SGREW,LB,old,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.8417,1,,,,,,,,,,,,,,z,1,0.8417,,,,,,,,0.017592606,-0.38703705,1,0,0,,0,83,83,138,1,PLICE,C,old,z,./images/PLICE.png,break_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.7198,1,,,,,,,,,,,,,,z,1,0.7198,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,84,84,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.6151,1,,,,,,,,,,,,,,z,1,0.6151,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,85,85,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.7431,0,,,,,,,,,,,,,,m,0,0.7431,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,86,86,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.6284,1,,,,,,,,,,,,,,m,1,0.6284,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,87,87,17,1,PARADE,LB,old,m,./images/PARADELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.4606,1,,,,,,,,,,,,,,m,1,0.4606,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,88,88,32,1,HOCKEY,LB,old,m,./images/HOCKEYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.4036,0,,,,,,,,,,,,,,m,0,0.4036,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,89,89,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.6302,1,,,,,,,,,,,,,,z,1,0.6302,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,90,90,101,1,GLEET,LB,old,z,./images/GLEETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.6526,1,,,,,,,,,,,,,,z,1,0.6526,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,91,91,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.5256,1,,,,,,,,,,,,,,m,1,0.5256,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,92,92,6,1,STAIN,C,old,m,./images/STAIN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.6112,1,,,,,,,,,,,,,,m,1,0.6112,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,93,93,31,1,STEAK,HB,old,m,./images/STEAKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,1.2442,1,,,,,,,,,,,,,,m,1,1.2442,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,94,94,52,1,DESERT,HB,old,m,./images/DESERTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,1.3958,1,,,,,,,,,,,,,,z,1,1.3958,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,95,95,118,1,BAVEL,HB,old,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.6222,1,,,,,,,,,,,,,,m,1,0.6222,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,96,96,26,1,CLOUD,LB,old,m,./images/CLOUDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.6867,1,,,,,,,,,,,,,,z,1,0.6867,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,97,97,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.7814,1,,,,,,,,,,,,,,z,1,0.7814,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,98,98,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.6273,1,,,,,,,,,,,,,,m,1,0.6273,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,99,99,45,1,MONKEY,C,old,m,./images/MONKEY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.7545,1,,,,,,,,,,,,,,m,1,0.7545,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,100,100,71,1,BUBBLE,LB,old,m,./images/BUBBLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,27,2022-02-12_13h30.03.823,lexical_decision_task_DD_L4,2021.2.3,Win32,120.105693,,,,,,,,,,,,0.8527,1,,,,,,,,,,,,,,m,1,0.8527,,,,,,,,0.017592606,-0.38703705,0,0,0,,0,101,101,76,1,MIDGET,HB,old,m,./images/MIDGETHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
