key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,break_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,1.361,1,,,,,,,,,,,,,,z,1,1.361,,,,,,,,-0.279472954,-0.264216366,0,0,0,,0,42,42,84,1,HAXES,C,old,z,./images/HAXES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,13.584,1,,,,,,,,,,,,,,z,1,13.584,,,,,,,,-0.121359223,-0.144937587,0,0,0,,0,43,43,118,1,BAVEL,HB,old,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.711,1,,,,,,,,,,,,,,m,1,0.711,,,,,,,,-0.121359223,-0.144937587,0,0,0,,0,44,44,82,1,SUNSET,C,old,m,./images/SUNSET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.807,1,,,,,,,,,,,,,,z,1,0.807,,,,,,,,-0.119972261,-0.146324549,0,0,0,,0,45,45,131,1,NACES,LB,old,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,1.912,1,,,,,,,,,,,,,,z,1,1.912,-0.121359223,-0.153259362,1,0,0,0.815,,-0.121359223,-0.153259362,0,0,0,,0,46,46,89,1,DRIEK,LB,old,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.714,1,,,,,,,,,,,,,,m,1,0.714,,,,,,,,-0.121359223,-0.153259362,0,0,0,,0,47,47,77,1,COUCH,HB,old,m,./images/COUCHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.714,0,,,,,,,,,,,,,,z,0,0.714,,,,,,,,-0.121359223,-0.153259362,0,0,0,,0,48,48,16,1,PENCE,C,old,m,./images/PENCE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.609,1,,,,,,,,,,,,,,m,1,0.609,,,,,,,,-0.121359223,-0.153259362,0,0,0,,0,49,49,70,1,URINE,C,old,m,./images/URINE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.856,1,,,,,,,,,,,,,,z,1,0.856,,,,,,,,-0.121359223,-0.153259362,0,0,0,,0,50,50,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.696,1,,,,,,,,,,,,,,z,1,0.696,,,,,,,,-0.121359223,-0.153259362,0,0,0,,0,51,51,137,1,JOOST,LB,old,z,./images/JOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,6.248,1,,,,,,,,,,,,,,z,1,6.248,-0.124133148,-0.151872399,1,0,0,2.966,,-0.125520111,-0.151872399,0,0,0,,0,52,52,142,1,PLASK,HB,old,z,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,10.117,1,,,,,,,,,,,,,,z,1,10.117,,,,,,,,-0.377947295,0.29889043,0,0,0,,0,53,53,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.623,1,,,,,,,,,,,,,,m,1,0.623,,,,,,,,-0.377947295,0.29889043,0,0,0,,0,54,54,66,1,SWEAT,LB,old,m,./images/SWEATLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.689,1,,,,,,,,,,,,,,z,1,0.689,,,,,,,,-0.377947295,0.29889043,0,0,0,,0,55,55,95,1,HANTY,LB,old,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.666,1,,,,,,,,,,,,,,m,1,0.666,,,,,,,,-0.377947295,0.29889043,0,0,0,,0,56,56,5,1,PASTA,HB,old,m,./images/PASTAHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.791,0,,,,,,,,,,,,,,z,0,0.791,,,,,,,,-0.377947295,0.29889043,0,0,0,,0,57,57,72,1,NOOSE,LB,old,m,./images/NOOSELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,2.076,1,,,,,,,,,,,,,,m,1,2.076,,,,,,,,-0.377947295,0.29889043,0,0,0,,0,58,58,54,1,TRIPOD,LB,old,m,./images/TRIPODLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,3.982,1,,,,,,,,,,,,,,m,1,3.982,,,,,,,,-0.426294821,0.5,0,0,0,,0,59,59,19,1,DOUGH,C,old,m,./images/DOUGH.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.848,1,,,,,,,,,,,,,,m,1,0.848,,,,,,,,-0.426294821,0.5,0,0,0,,0,60,60,50,1,MALLET,HB,old,m,./images/MALLETHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.607,1,,,,,,,,,,,,,,m,1,0.607,,,,,,,,-0.426294821,0.5,0,0,0,,0,61,61,25,1,WRIST,C,old,m,./images/WRIST.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.756,1,,,,,,,,,,,,,,z,1,0.756,,,,,,,,-0.426294821,0.5,0,0,0,,0,62,62,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.679,1,,,,,,,,,,,,,,m,1,0.679,,,,,,,,-0.426294821,0.5,0,0,0,,0,63,63,64,1,JELLY,C,old,m,./images/JELLY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,2.346,1,,,,,,,,,,,,,,z,1,2.346,,,,,,,,-0.426294821,0.5,0,0,0,,0,64,64,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.908,1,,,,,,,,,,,,,,m,1,0.908,,,,,,,,-0.426294821,0.5,0,0,0,,0,65,65,32,1,BARREL,HB,old,m,./images/BARRELHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,1.274,1,,,,,,,,,,,,,,z,1,1.274,,,,,,,,-0.426294821,0.5,0,0,0,,0,66,66,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.63,1,,,,,,,,,,,,,,m,1,0.63,,,,,,,,-0.426294821,0.5,0,0,0,,0,67,67,27,1,ATTIC,LB,old,m,./images/ATTICLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,3.608,0,,,,,,,,,,,,,,z,0,3.608,,,,,,,,-0.426294821,0.5,0,0,0,,0,68,68,31,1,QUILL,C,old,m,./images/QUILL.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,11.112,1,,,,,,,,,,,,,,z,1,11.112,,,,,,,,-0.103585657,-0.299468792,0,0,0,,0,69,69,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.83,1,,,,,,,,,,,,,,z,1,0.83,,,,,,,,-0.103585657,-0.299468792,0,0,0,,0,70,70,135,1,JOODY,C,old,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.782,1,,,,,,,,,,,,,,z,1,0.782,,,,,,,,-0.103585657,-0.299468792,0,0,0,,0,71,71,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.714,1,,,,,,,,,,,,,,z,1,0.714,,,,,,,,-0.103585657,-0.299468792,0,0,0,,0,72,72,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.68,1,,,,,,,,,,,,,,m,1,0.68,,,,,,,,-0.103585657,-0.299468792,0,0,0,,0,73,73,40,1,SWING,C,old,m,./images/SWING.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.966,1,,,,,,,,,,,,,,m,1,0.966,,,,,,,,-0.103585657,-0.299468792,0,0,0,,0,74,74,56,1,PACKET,HB,old,m,./images/PACKETHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.597,1,,,,,,,,,,,,,,m,1,0.597,,,,,,,,-0.103585657,-0.299468792,0,0,0,,0,75,75,21,1,KIDNEY,LB,old,m,./images/KIDNEYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.734,1,,,,,,,,,,,,,,m,1,0.734,,,,,,,,-0.103585657,-0.299468792,0,0,0,,0,76,76,1,1,PLANK,C,old,m,./images/PLANK.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,1.562,1,,,,,,,,,,,,,,z,1,1.562,,,,,,,,-0.103585657,-0.299468792,0,0,0,,0,77,77,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.662,1,,,,,,,,,,,,,,m,1,0.662,,,,,,,,-0.103585657,-0.299468792,0,0,0,,0,78,78,22,1,MELON,C,old,m,./images/MELON.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.647,1,,,,,,,,,,,,,,z,1,0.647,,,,,,,,-0.103585657,-0.299468792,0,0,0,,0,79,79,117,1,STEEG,C,old,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,1.165,1,,,,,,,,,,,,,,z,1,1.165,,,,,,,,-0.103585657,-0.299468792,0,0,0,,0,80,80,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,1.364,1,,,,,,,,,,,,,,m,1,1.364,,,,,,,,-0.103585657,-0.299468792,0,0,0,,0,81,81,41,1,STRING,HB,old,m,./images/STRINGHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.95,1,,,,,,,,,,,,,,z,1,0.95,,,,,,,,-0.103585657,-0.299468792,0,0,0,,0,82,82,103,1,FLORT,HB,old,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,1.516,1,,,,,,,,,,,,,,z,1,1.516,,,,,,,,-0.115537849,-0.357901726,1,0,0,,0,83,83,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,break_done_button,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,1.842,1,,,,,,,,,,,,,,m,1,1.842,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,84,84,7,1,PAINT,C,old,m,./images/PAINT.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,1.609,1,,,,,,,,,,,,,,z,1,1.609,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,85,85,154,1,THINT,HB,old,z,./images/THINTHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.929,1,,,,,,,,,,,,,,z,1,0.929,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,86,86,145,1,LAMEL,HB,old,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,1.008,1,,,,,,,,,,,,,,z,1,1.008,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,87,87,155,1,CANGY,LB,old,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,2.565,0,,,,,,,,,,,,,,z,0,2.565,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,88,88,17,1,SKIING,HB,old,m,./images/SKIINGHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,1.198,1,,,,,,,,,,,,,,z,1,1.198,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,89,89,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,3.246,1,,,,,,,,,,,,,,z,1,3.246,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,90,90,166,1,SHORY,HB,old,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.926,1,,,,,,,,,,,,,,m,1,0.926,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,91,91,53,1,CARPET,HB,old,m,./images/CARPETHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.784,1,,,,,,,,,,,,,,m,1,0.784,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,92,92,33,1,MAGGOT,LB,old,m,./images/MAGGOTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.578,1,,,,,,,,,,,,,,m,1,0.578,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,93,93,15,1,GREASE,LB,old,m,./images/GREASELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,1.008,1,,,,,,,,,,,,,,z,1,1.008,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,94,94,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.919,1,,,,,,,,,,,,,,z,1,0.919,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,95,95,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.646,1,,,,,,,,,,,,,,z,1,0.646,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,96,96,92,1,PAIMS,LB,old,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.682,1,,,,,,,,,,,,,,m,1,0.682,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,97,97,18,1,JAGUAR,LB,old,m,./images/JAGUARLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.681,1,,,,,,,,,,,,,,m,1,0.681,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,98,98,60,1,TWINS,LB,old,m,./images/TWINSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.732,1,,,,,,,,,,,,,,m,1,0.732,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,99,99,23,1,WALRUS,HB,old,m,./images/WALRUSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,1.112,1,,,,,,,,,,,,,,z,1,1.112,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,100,100,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.88,1,,,,,,,,,,,,,,z,1,0.88,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,101,101,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.682,1,,,,,,,,,,,,,,m,1,0.682,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,102,102,38,1,LADDER,HB,old,m,./images/LADDERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.592,1,,,,,,,,,,,,,,m,1,0.592,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,103,103,67,1,SAILOR,C,old,m,./images/SAILOR.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.616,1,,,,,,,,,,,,,,m,1,0.616,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,104,104,34,1,CANYON,C,old,m,./images/CANYON.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.575,1,,,,,,,,,,,,,,m,1,0.575,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,105,105,3,1,FINGER,LB,old,m,./images/FINGERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,1.517,1,,,,,,,,,,,,,,z,1,1.517,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,106,106,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.613,1,,,,,,,,,,,,,,m,1,0.613,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,107,107,36,1,THROAT,LB,old,m,./images/THROATLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,0.658,1,,,,,,,,,,,,,,z,1,0.658,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,108,108,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200065,18,2022-01-28_15h57.06,lexical_decision_task_DD_L3,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,,2.414,1,,,,,,,,,,,,,,m,1,2.414,,,,,,,,-0.114209827,-0.344621514,0,0,0,,0,109,109,43,1,MOSQUE,C,old,m,./images/MOSQUE.png,,,,,,,,,,,,,,,,,,,,,,
