key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5397,1,,,,,,,,,,,,,,m,1,0.5397,,,,,,,,0.053797743,-0.377790799,1,0,0,,0,41,41,69,1,ARROW,LB,old,m,./images/ARROWLB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7153,1,,,,,,,,,,,,,,m,1,0.7153,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,42,42,24,1,FLESH,LB,old,m,./images/FLESHLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6867,1,,,,,,,,,,,,,,m,1,0.6867,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,43,43,14,1,FENCE,HB,old,m,./images/FENCEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7983,0,,,,,,,,,,,,,,m,0,0.7983,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,44,44,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9012,1,,,,,,,,,,,,,,z,1,0.9012,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,45,45,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7799,1,,,,,,,,,,,,,,m,1,0.7799,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,46,46,5,1,BAMBOO,HB,old,m,./images/BAMBOOHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6503,1,,,,,,,,,,,,,,m,1,0.6503,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,47,47,21,1,DANCER,LB,old,m,./images/DANCERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8636,1,,,,,,,,,,,,,,m,1,0.8636,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,48,48,56,1,HEATER,HB,old,m,./images/HEATERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7478,1,,,,,,,,,,,,,,m,1,0.7478,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,49,49,74,1,JUMPER,HB,old,m,./images/JUMPERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6708,1,,,,,,,,,,,,,,m,1,0.6708,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,50,50,76,1,MIDGET,C,old,m,./images/MIDGET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8701,1,,,,,,,,,,,,,,m,1,0.8701,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,51,51,52,1,DESERT,C,old,m,./images/DESERT.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8174,1,,,,,,,,,,,,,,z,1,0.8174,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,52,52,92,1,PAIMS,LB,old,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7472,1,,,,,,,,,,,,,,m,1,0.7472,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,53,53,42,1,CHAIN,LB,old,m,./images/CHAINLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6883,1,,,,,,,,,,,,,,m,1,0.6883,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,54,54,58,1,CANOE,C,old,m,./images/CANOE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7686,1,,,,,,,,,,,,,,m,1,0.7686,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,55,55,38,1,ENGINE,HB,old,m,./images/ENGINEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0132,1,,,,,,,,,,,,,,m,1,1.0132,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,56,56,65,1,SPINE,HB,old,m,./images/SPINEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9621,1,,,,,,,,,,,,,,z,1,0.9621,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,57,57,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6731,1,,,,,,,,,,,,,,m,1,0.6731,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,58,58,55,1,ALLEY,C,old,m,./images/ALLEY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.1185,1,,,,,,,,,,,,,,z,1,1.1185,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,59,59,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5679,1,,,,,,,,,,,,,,m,1,0.5679,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,60,60,19,1,DONKEY,C,old,m,./images/DONKEY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5603,1,,,,,,,,,,,,,,m,1,0.5603,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,61,61,13,1,BUNNY,C,old,m,./images/BUNNY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8646,1,,,,,,,,,,,,,,z,1,0.8646,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,62,62,103,1,FLORT,HB,old,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.4477,1,,,,,,,,,,,,,,z,1,1.4477,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,63,63,91,1,SHENS,HB,old,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.4464,1,,,,,,,,,,,,,,z,1,1.4464,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,64,64,145,1,LAMEL,HB,old,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8481,1,,,,,,,,,,,,,,z,1,0.8481,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,65,65,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9397,1,,,,,,,,,,,,,,m,1,0.9397,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,66,66,33,1,SAUNA,LB,old,m,./images/SAUNALB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6298,1,,,,,,,,,,,,,,m,1,0.6298,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,67,67,16,1,GRAPE,C,old,m,./images/GRAPE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.553,1,,,,,,,,,,,,,,m,1,0.553,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,68,68,22,1,CLOWN,C,old,m,./images/CLOWN.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5376,1,,,,,,,,,,,,,,m,1,0.5376,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,69,69,75,1,HAMMER,LB,old,m,./images/HAMMERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6417,1,,,,,,,,,,,,,,m,1,0.6417,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,70,70,49,1,BISHOP,C,old,m,./images/BISHOP.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7126,1,,,,,,,,,,,,,,z,1,0.7126,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,71,71,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6884,1,,,,,,,,,,,,,,z,1,0.6884,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,72,72,111,1,HOSSE,C,old,z,./images/HOSSE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5974,1,,,,,,,,,,,,,,z,1,0.5974,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,73,73,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5551,1,,,,,,,,,,,,,,z,1,0.5551,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,74,74,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6128,1,,,,,,,,,,,,,,m,1,0.6128,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,75,75,27,1,BUTTER,LB,old,m,./images/BUTTERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6766,1,,,,,,,,,,,,,,m,1,0.6766,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,76,76,73,1,GLOVE,C,old,m,./images/GLOVE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6234,1,,,,,,,,,,,,,,z,1,0.6234,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,77,77,135,1,JOODY,C,old,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.798,1,,,,,,,,,,,,,,z,1,0.798,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,78,78,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8069,1,,,,,,,,,,,,,,m,1,0.8069,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,79,79,23,1,CLOTH,HB,old,m,./images/CLOTHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7329,1,,,,,,,,,,,,,,z,1,0.7329,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,80,80,164,1,SGREW,LB,old,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6542,1,,,,,,,,,,,,,,m,1,0.6542,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,81,81,26,1,CLOUD,HB,old,m,./images/CLOUDHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8879,1,,,,,,,,,,,,,,z,1,0.8879,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,82,82,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6908,1,,,,,,,,,,,,,,m,1,0.6908,,,,,,,,0.053797743,-0.377790799,0,0,0,space,0,83,83,61,1,ARTIST,C,old,m,./images/ARTIST.png,,4.4661,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7397,1,,,,,,,,,,,,,,m,1,0.7397,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,84,84,45,1,MONKEY,LB,old,m,./images/MONKEYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6813,1,,,,,,,,,,,,,,z,1,0.6813,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,85,85,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5865,1,,,,,,,,,,,,,,m,1,0.5865,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,86,86,54,1,CHERRY,LB,old,m,./images/CHERRYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7187,1,,,,,,,,,,,,,,z,1,0.7187,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,87,87,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6183,1,,,,,,,,,,,,,,z,1,0.6183,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,88,88,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.807,1,,,,,,,,,,,,,,z,1,0.807,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,89,89,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.4551,1,,,,,,,,,,,,,,z,1,1.4551,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,90,90,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7191,1,,,,,,,,,,,,,,m,1,0.7191,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,91,91,3,1,CRATER,LB,old,m,./images/CRATERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6634,1,,,,,,,,,,,,,,m,1,0.6634,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,92,92,31,1,STEAK,C,old,m,./images/STEAK.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5208,1,,,,,,,,,,,,,,m,1,0.5208,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,93,93,37,1,TIGER,C,old,m,./images/TIGER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8242,1,,,,,,,,,,,,,,m,1,0.8242,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,94,94,7,1,WAGON,C,old,m,./images/WAGON.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5763,1,,,,,,,,,,,,,,m,1,0.5763,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,95,95,34,1,RAZOR,C,old,m,./images/RAZOR.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7564,1,,,,,,,,,,,,,,m,1,0.7564,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,96,96,18,1,PARCEL,LB,old,m,./images/PARCELLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.822,1,,,,,,,,,,,,,,z,1,0.822,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,97,97,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8552,1,,,,,,,,,,,,,,m,1,0.8552,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,98,98,81,1,DRILL,LB,old,m,./images/DRILLLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6721,1,,,,,,,,,,,,,,z,1,0.6721,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,99,99,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6226,1,,,,,,,,,,,,,,m,1,0.6226,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,100,100,43,1,STOOL,C,old,m,./images/STOOL.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8039,1,,,,,,,,,,,,,,z,1,0.8039,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,101,101,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7061,1,,,,,,,,,,,,,,z,1,0.7061,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,102,102,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7482,1,,,,,,,,,,,,,,z,1,0.7482,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,103,103,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.2705,1,,,,,,,,,,,,,,z,1,1.2705,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,104,104,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7394,1,,,,,,,,,,,,,,z,1,0.7394,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,105,105,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8299,1,,,,,,,,,,,,,,z,1,0.8299,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,106,106,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198784,19,2022-01-28_16h07.42.129,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7461,1,,,,,,,,,,,,,,m,1,0.7461,,,,,,,,0.053797743,-0.377790799,0,0,0,,0,107,107,36,1,BOILER,LB,old,m,./images/BOILERLB.png,,,,,,,,,,,,,,,,,,,,,,
