key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,break_done_keyboard.rt,key_resp.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.9387,1,,,,,,,,,,,,,,z,1,0.9387,,,,,,,,-0.079765625,-0.381449653,1,0,0,,0,41,41,154,1,THINT,HB,old,z,./images/THINTHB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.519,1,,,,,,,,,,,,,,z,1,1.519,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,42,42,121,1,CEERS,HB,old,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7483,1,,,,,,,,,,,,,,z,1,0.7483,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,43,43,155,1,CANGY,LB,old,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7465,1,,,,,,,,,,,,,,m,1,0.7465,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,44,44,72,1,FLASK,HB,old,m,./images/FLASKHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.8565,0,,,,,,,,,,,,,,z,0,0.8565,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,45,45,24,1,FLESH,HB,old,m,./images/FLESHHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5628,1,,,,,,,,,,,,,,m,1,0.5628,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,46,46,4,1,BOXER,LB,old,m,./images/BOXERLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6236,1,,,,,,,,,,,,,,m,1,0.6236,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,47,47,65,1,SPINE,C,old,m,./images/SPINE.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.8966,1,,,,,,,,,,,,,,z,1,0.8966,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,48,48,118,1,BAVEL,HB,old,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.8151,1,,,,,,,,,,,,,,z,1,0.8151,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,49,49,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.3578,1,,,,,,,,,,,,,,z,1,1.3578,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,50,50,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.8357,1,,,,,,,,,,,,,,z,1,0.8357,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,51,51,103,1,FLORT,HB,old,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,2.447,1,,,,,,,,,,,,,,m,1,2.447,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,52,52,9,1,DIVER,HB,old,m,./images/DIVERHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.8194,1,,,,,,,,,,,,,,z,1,0.8194,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,53,53,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5966,1,,,,,,,,,,,,,,z,1,0.5966,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,54,54,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.9882,1,,,,,,,,,,,,,,z,1,1.9882,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,55,55,166,1,SHORY,HB,old,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6201,1,,,,,,,,,,,,,,m,1,0.6201,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,56,56,58,1,CANOE,LB,old,m,./images/CANOELB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.578,1,,,,,,,,,,,,,,m,1,0.578,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,57,57,50,1,PILOT,C,old,m,./images/PILOT.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.9561,1,,,,,,,,,,,,,,m,1,0.9561,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,58,58,56,1,HEATER,C,old,m,./images/HEATER.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7798,1,,,,,,,,,,,,,,z,1,0.7798,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,59,59,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6632,1,,,,,,,,,,,,,,m,1,0.6632,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,60,60,15,1,COLLAR,HB,old,m,./images/COLLARHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.585,1,,,,,,,,,,,,,,m,1,0.585,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,61,61,8,1,CLIFF,C,old,m,./images/CLIFF.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7378,1,,,,,,,,,,,,,,m,1,0.7378,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,62,62,44,1,BASKET,C,old,m,./images/BASKET.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5978,1,,,,,,,,,,,,,,z,1,0.5978,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,63,63,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.579,1,,,,,,,,,,,,,,z,1,0.579,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,64,64,131,1,NACES,LB,old,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6563,1,,,,,,,,,,,,,,z,1,0.6563,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,65,65,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.771,1,,,,,,,,,,,,,,m,1,0.771,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,66,66,41,1,STREAM,C,old,m,./images/STREAM.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.2142,1,,,,,,,,,,,,,,z,1,1.2142,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,67,67,145,1,LAMEL,HB,old,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.9922,1,,,,,,,,,,,,,,m,1,0.9922,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,68,68,45,1,MONKEY,HB,old,m,./images/MONKEYHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.6807,0,,,,,,,,,,,,,,z,0,1.6807,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,69,69,27,1,BUTTER,HB,old,m,./images/BUTTERHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6733,1,,,,,,,,,,,,,,m,1,0.6733,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,70,70,66,1,STATUE,HB,old,m,./images/STATUEHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.8393,1,,,,,,,,,,,,,,m,1,0.8393,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,71,71,6,1,STAIN,HB,old,m,./images/STAINHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.0638,1,,,,,,,,,,,,,,z,1,1.0638,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,72,72,148,1,JOMS,HB,old,z,./images/JOMSHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.1801,1,,,,,,,,,,,,,,z,1,1.1801,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,73,73,133,1,POWDY,HB,old,z,./images/POWDYHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.537,1,,,,,,,,,,,,,,m,1,0.537,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,74,74,14,1,FENCE,C,old,m,./images/FENCE.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7277,1,,,,,,,,,,,,,,z,1,0.7277,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,75,75,90,1,NEAST,C,old,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.611,1,,,,,,,,,,,,,,z,1,0.611,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,76,76,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.819,1,,,,,,,,,,,,,,z,1,0.819,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,77,77,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7014,1,,,,,,,,,,,,,,z,1,0.7014,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,78,78,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6096,1,,,,,,,,,,,,,,m,1,0.6096,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,79,79,11,1,MEDAL,C,old,m,./images/MEDAL.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5974,1,,,,,,,,,,,,,,z,1,0.5974,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,80,80,119,1,PAFER,LB,old,z,./images/PAFERLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6213,1,,,,,,,,,,,,,,m,1,0.6213,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,81,81,31,1,STEAK,LB,old,m,./images/STEAKLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5964,1,,,,,,,,,,,,,,m,1,0.5964,,,,,,,,-0.079765625,-0.381449653,0,0,0,,0,82,82,40,1,SNAKE,LB,old,m,./images/SNAKELB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5733,1,,,,,,,,,,,,,,m,1,0.5733,,,,,,,,0.08484809,-0.424626736,1,0,0,,0,83,83,5,1,BAMBOO,C,old,m,./images/BAMBOO.png,break_done_button,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.603,1,,,,,,,,,,,,,,m,1,0.603,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,84,84,83,1,WHISKY,C,old,m,./images/WHISKY.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.9767,1,,,,,,,,,,,,,,z,1,0.9767,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,85,85,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6141,1,,,,,,,,,,,,,,m,1,0.6141,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,86,86,34,1,RAZOR,LB,old,m,./images/RAZORLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5052,1,,,,,,,,,,,,,,m,1,0.5052,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,87,87,26,1,CLOUD,C,old,m,./images/CLOUD.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6398,1,,,,,,,,,,,,,,z,1,0.6398,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,88,88,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6324,1,,,,,,,,,,,,,,m,1,0.6324,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,89,89,16,1,GRAPE,LB,old,m,./images/GRAPELB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6365,1,,,,,,,,,,,,,,m,1,0.6365,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,90,90,59,1,BRUSH,C,old,m,./images/BRUSH.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6594,1,,,,,,,,,,,,,,m,1,0.6594,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,91,91,0,1,WALNUT,HB,old,m,./images/WALNUTHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.8869,1,,,,,,,,,,,,,,m,1,0.8869,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,92,92,29,1,PISTOL,C,old,m,./images/PISTOL.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5569,1,,,,,,,,,,,,,,m,1,0.5569,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,93,93,17,1,PARADE,C,old,m,./images/PARADE.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.4251,1,,,,,,,,,,,,,,z,1,1.4251,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,94,94,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5147,1,,,,,,,,,,,,,,m,1,0.5147,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,95,95,2,1,STOVE,C,old,m,./images/STOVE.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5845,1,,,,,,,,,,,,,,z,1,0.5845,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,96,96,135,1,JOODY,C,old,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5314,1,,,,,,,,,,,,,,m,1,0.5314,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,97,97,43,1,STOOL,LB,old,m,./images/STOOLLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6447,1,,,,,,,,,,,,,,z,1,0.6447,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,98,98,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.8581,1,,,,,,,,,,,,,,z,1,0.8581,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,99,99,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7139,1,,,,,,,,,,,,,,m,1,0.7139,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,100,100,10,1,GARDEN,LB,old,m,./images/GARDENLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6693,1,,,,,,,,,,,,,,m,1,0.6693,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,101,101,32,1,HOCKEY,C,old,m,./images/HOCKEY.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.684,1,,,,,,,,,,,,,,z,1,0.684,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,102,102,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6455,1,,,,,,,,,,,,,,z,1,0.6455,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,103,103,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7143,1,,,,,,,,,,,,,,z,1,0.7143,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,104,104,134,1,TROSS,LB,old,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7979,1,,,,,,,,,,,,,,m,1,0.7979,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,105,105,42,1,CHAIN,HB,old,m,./images/CHAINHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.9146,1,,,,,,,,,,,,,,z,1,0.9146,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,106,106,91,1,SHENS,HB,old,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198967,18,2022-01-28_19h31.46.631,lexical_decision_task_DD_L5,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6454,1,,,,,,,,,,,,,,m,1,0.6454,,,,,,,,0.08484809,-0.424626736,0,0,0,,0,107,107,25,1,CHALK,LB,old,m,./images/CHALKLB.png,,,,,,,,,,,,,,,,,,,,,,,
