key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp.rt,key_resp_3.keys,key_resp_3.corr,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.0486,1,,,,,,,,,,,,,,,0,0.437963003,-0.279629709,1,0,0,1.0486,button_right_main,0.437963003,-0.279629709,1,0,0,,0,39,39,54,1,TRIPOD,HB,old,m,./images/TRIPODHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.7488,1,,,,,,,,,,,,,,,0,0.650926085,-0.286111135,1,0,0,0.7488,button_right_main,0.409259298,-0.29166669,1,0,0,,0,40,40,36,1,THROAT,HB,old,m,./images/THROATHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.7149,1,,,,,,,,,,,,,,,0,0.598148305,-0.284259283,1,0,0,0.7149,button_right_main,0.080555584,-0.431481509,1,0,0,,0,41,41,81,1,POODLE,HB,old,m,./images/POODLEHB.png,break_done_button,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.9483,1,,,,,,,,,,,,,,,0,-0.388888874,-0.272222245,1,0,0,0.9483,button_left_main,-0.388888874,-0.272222245,1,0,0,,0,42,42,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.7989,1,,,,,,,,,,,,,,,0,0.332407444,-0.262963042,1,0,0,0.7989,button_right_main,0.332407444,-0.262963042,1,0,0,,0,43,43,12,1,SHORE,HB,old,m,./images/SHOREHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.5662,1,,,,,,,,,,,,,,,0,0.318518555,-0.269444467,1,0,0,0.5662,button_right_main,0.318518555,-0.269444467,1,0,0,,0,44,44,70,1,URINE,LB,old,m,./images/URINELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.9658,1,,,,,,,,,,,,,,,0,0.282407442,-0.28703706,1,0,0,0.9658,button_right_main,0.282407442,-0.28703706,1,0,0,,0,45,45,16,1,PENCE,LB,old,m,./images/PENCELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.349,1,,,,,,,,,,,,,,,0,-0.284259241,-0.301851932,1,0,0,1.349,button_left_main,-0.284259241,-0.301851932,1,0,0,,0,46,46,154,1,THINT,HB,old,z,./images/THINTHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.8487,1,,,,,,,,,,,,,,,0,-0.333333317,-0.292592616,1,0,0,0.8487,button_left_main,-0.333333317,-0.292592616,1,0,0,,0,47,47,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.4156,0,,,,,,,,,,,,,,,0,0.385185223,-0.274074154,1,0,0,1.4156,button_right_main,0.385185223,-0.274074154,1,0,0,,0,48,48,101,1,GLEET,LB,old,z,./images/GLEETLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.6127,1,,,,,,,,,,,,,,,0,0.362037074,-0.293518599,1,0,0,0.6127,button_right_main,0.362037074,-0.293518599,1,0,0,,0,49,49,14,1,PICKLE,C,old,m,./images/PICKLE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.6796,1,,,,,,,,,,,,,,,0,0.270370405,-0.296296377,1,0,0,0.6796,button_right_main,0.270370405,-0.296296377,1,0,0,,0,50,50,39,1,SHELF,HB,old,m,./images/SHELFHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.6486,1,,,,,,,,,,,,,,,0,0.427777817,-0.307407488,1,0,0,0.6486,button_right_main,0.427777817,-0.307407488,1,0,0,,0,51,51,35,1,PEACH,C,old,m,./images/PEACH.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.7985,1,,,,,,,,,,,,,,,0,0.407407446,-0.281481505,1,0,0,0.7985,button_right_main,0.407407446,-0.281481505,1,0,0,,0,52,52,18,1,JAGUAR,HB,old,m,./images/JAGUARHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.7153,1,,,,,,,,,,,,,,,0,-0.396296282,-0.290740821,1,0,0,0.7153,button_left_main,-0.396296282,-0.290740821,1,0,0,,0,53,53,117,1,STEEG,C,old,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.9154,1,,,,,,,,,,,,,,,0,-0.298148131,-0.271296376,1,0,0,0.9154,button_left_main,-0.298148131,-0.271296376,1,0,0,,0,54,54,92,1,PAIMS,LB,old,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.2484,1,,,,,,,,,,,,,,,0,-0.382407392,-0.276851932,1,0,0,1.2484,button_left_main,-0.382407392,-0.276851932,1,0,0,,0,55,55,158,1,EGECT,LB,old,z,./images/EGECTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.7632,1,,,,,,,,,,,,,,,0,0.418518557,-0.287963043,1,0,0,0.7632,button_right_main,0.418518557,-0.287963043,1,0,0,,0,56,56,2,1,BEARD,C,old,m,./images/BEARD.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.7688,1,,,,,,,,,,,,,,,0,0.228703737,-0.300000024,1,0,0,0.7688,button_right_main,0.228703737,-0.300000024,1,0,0,,0,57,57,63,1,MIRROR,HB,old,m,./images/MIRRORHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.632,1,,,,,,,,,,,,,,,0,0.371296334,-0.297222246,1,0,0,0.632,button_right_main,0.371296334,-0.297222246,1,0,0,,0,58,58,48,1,SPORT,HB,old,m,./images/SPORTHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.5521,1,,,,,,,,,,,,,,,0,0.404629668,-0.290740821,1,0,0,0.5521,button_right_main,0.404629668,-0.290740821,1,0,0,,0,59,59,66,1,SWEAT,HB,old,m,./images/SWEATHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.9183,1,,,,,,,,,,,,,,,0,-0.323148131,-0.316666691,1,0,0,0.9183,button_left_main,-0.323148131,-0.316666691,1,0,0,,0,60,60,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.8155,1,,,,,,,,,,,,,,,0,0.33333337,-0.283333357,1,0,0,0.8155,button_right_main,0.33333337,-0.283333357,1,0,0,,0,61,61,82,1,SUNSET,LB,old,m,./images/SUNSETLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.4846,1,,,,,,,,,,,,,,,0,0.363888926,-0.296296377,1,0,0,0.4846,button_right_main,0.363888926,-0.296296377,1,0,0,,0,62,62,41,1,STRING,C,old,m,./images/STRING.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.6822,1,,,,,,,,,,,,,,,0,0.314814851,-0.28703706,1,0,0,0.6822,button_right_main,0.314814851,-0.28703706,1,0,0,,0,63,63,30,1,STORM,HB,old,m,./images/STORMHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.6488,1,,,,,,,,,,,,,,,0,-0.416666653,-0.293518599,1,0,0,0.6488,button_left_main,-0.416666653,-0.293518599,1,0,0,,0,64,64,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.9185,1,,,,,,,,,,,,,,,0,0.273148183,-0.274074154,1,0,0,0.9185,button_right_main,0.273148183,-0.274074154,1,0,0,,0,65,65,21,1,KIDNEY,HB,old,m,./images/KIDNEYHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.7987,1,,,,,,,,,,,,,,,0,-0.269444426,-0.283333357,1,0,0,0.7987,button_left_main,-0.269444426,-0.283333357,1,0,0,,0,66,66,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.8981,1,,,,,,,,,,,,,,,0,-0.35555554,-0.259259282,1,0,0,0.8981,button_left_main,-0.35555554,-0.259259282,1,0,0,,0,67,67,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.0014,1,,,,,,,,,,,,,,,0,-0.382407392,-0.281481505,1,0,0,1.0014,button_left_main,-0.382407392,-0.281481505,1,0,0,,0,68,68,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.6321,1,,,,,,,,,,,,,,,0,0.438888928,-0.275000023,1,0,0,0.6321,button_right_main,0.438888928,-0.275000023,1,0,0,,0,69,69,50,1,MALLET,C,old,m,./images/MALLET.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.6656,1,,,,,,,,,,,,,,,0,0.267592627,-0.294444468,1,0,0,0.6656,button_right_main,0.267592627,-0.294444468,1,0,0,,0,70,70,42,1,FOLDER,HB,old,m,./images/FOLDERHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.668,1,,,,,,,,,,,,,,,0,-0.294444427,-0.303703728,1,0,0,0.668,button_left_main,-0.294444427,-0.303703728,1,0,0,,0,71,71,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.7849,1,,,,,,,,,,,,,,,0,-0.364814799,-0.293518599,1,0,0,0.7849,button_left_main,-0.364814799,-0.293518599,1,0,0,,0,72,72,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.7308,1,,,,,,,,,,,,,,,0,0.482407448,-0.275925949,1,0,0,0.7308,button_right_main,0.482407448,-0.275925949,1,0,0,,0,73,73,6,1,SQUARE,HB,old,m,./images/SQUAREHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.7848,1,,,,,,,,,,,,,,,0,-0.400925911,-0.284259283,1,0,0,0.7848,button_left_main,-0.400925911,-0.284259283,1,0,0,,0,74,74,89,1,DRIEK,LB,old,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.7155,1,,,,,,,,,,,,,,,0,-0.293518501,-0.281481505,1,0,0,0.7155,button_left_main,-0.293518501,-0.281481505,1,0,0,,0,75,75,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.7857,1,,,,,,,,,,,,,,,0,-0.387037022,-0.273148171,1,0,0,0.7857,button_left_main,-0.387037022,-0.273148171,1,0,0,,0,76,76,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.8522,1,,,,,,,,,,,,,,,0,0.52314819,-0.282407487,1,0,0,0.8522,button_right_main,0.52314819,-0.282407487,1,0,0,,0,77,77,72,1,NOOSE,HB,old,m,./images/NOOSEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.502,1,,,,,,,,,,,,,,,0,-0.427777764,-0.286111135,1,0,0,1.502,button_left_main,-0.427777764,-0.286111135,1,0,0,,0,78,78,110,1,CRUNK,LB,old,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.848,0,,,,,,,,,,,,,,,0,0.387037075,-0.310185266,1,0,0,1.848,button_right_main,0.387037075,-0.310185266,1,0,0,,0,79,79,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.6344,1,,,,,,,,,,,,,,,0,0.343518555,-0.298148172,1,0,0,0.6344,button_right_main,0.343518555,-0.298148172,1,0,0,,0,80,80,24,1,SCREW,HB,old,m,./images/SCREWHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.7825,1,,,,,,,,,,,,,,,0,-0.289814797,-0.303703728,1,0,0,0.7825,button_left_main,-0.289814797,-0.303703728,1,0,0,,0,81,81,98,1,BAMPS,LB,old,z,./images/BAMPSLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.6297,1,,,,,,,,,,,,,,,0,0.515740783,-0.288888912,1,0,0,0.6297,button_right_main,0.515740783,-0.288888912,1,0,0,,0,82,82,83,1,JUNGLE,C,old,m,./images/JUNGLE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.416,0,,,,,,,,,,,,,,,0,0.256481516,-0.283333357,1,0,0,1.416,button_right_main,0.113888919,-0.400925953,1,0,0,,0,83,83,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,break_done_button,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.0345,1,,,,,,,,,,,,,,,0,-0.315740724,-0.270370393,1,0,0,1.0345,button_left_main,-0.315740724,-0.270370393,1,0,0,,0,84,84,137,1,JOOST,LB,old,z,./images/JOOSTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.9155,1,,,,,,,,,,,,,,,0,0.469444485,-0.268518598,1,0,0,0.9155,button_right_main,0.469444485,-0.268518598,1,0,0,,0,85,85,79,1,CRUST,LB,old,m,./images/CRUSTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.8654,0,,,,,,,,,,,,,,,0,-0.310185168,-0.303703728,1,0,0,1.8654,button_left_main,-0.310185168,-0.303703728,1,0,0,,0,86,86,33,1,MAGGOT,HB,old,m,./images/MAGGOTHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.5987,1,,,,,,,,,,,,,,,0,0.325925962,-0.297222246,1,0,0,0.5987,button_right_main,0.325925962,-0.297222246,1,0,0,,0,87,87,59,1,BURIAL,C,old,m,./images/BURIAL.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.7683,1,,,,,,,,,,,,,,,0,0.45000004,-0.273148171,1,0,0,0.7683,button_right_main,0.45000004,-0.273148171,1,0,0,,0,88,88,43,1,MOSQUE,LB,old,m,./images/MOSQUELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.5522,1,,,,,,,,,,,,,,,0,0.334259296,-0.287963043,1,0,0,0.5522,button_right_main,0.334259296,-0.287963043,1,0,0,,0,89,89,29,1,CRUMB,C,old,m,./images/CRUMB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.5185,1,,,,,,,,,,,,,,,0,0.281481516,-0.281481505,1,0,0,0.5185,button_right_main,0.281481516,-0.281481505,1,0,0,,0,90,90,46,1,PEARL,LB,old,m,./images/PEARLLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.7817,1,,,,,,,,,,,,,,,0,-0.524074035,-0.274074154,1,0,0,0.7817,button_left_main,-0.524074035,-0.274074154,1,0,0,,0,91,91,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.2336,1,,,,,,,,,,,,,,,0,-0.272222204,-0.288888912,1,0,0,1.2336,button_left_main,-0.272222204,-0.288888912,1,0,0,,0,92,92,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.9654,1,,,,,,,,,,,,,,,0,-0.314814798,-0.277777801,1,0,0,0.9654,button_left_main,-0.314814798,-0.277777801,1,0,0,,0,93,93,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.1486,1,,,,,,,,,,,,,,,0,-0.412962949,-0.300000024,1,0,0,1.1486,button_left_main,-0.412962949,-0.300000024,1,0,0,,0,94,94,145,1,LAMEL,HB,old,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.1987,1,,,,,,,,,,,,,,,0,-0.315740724,-0.308333357,1,0,0,1.1987,button_left_main,-0.315740724,-0.308333357,1,0,0,,0,95,95,103,1,FLORT,HB,old,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.8481,1,,,,,,,,,,,,,,,0,-0.304629612,-0.290740821,1,0,0,0.8481,button_left_main,-0.304629612,-0.290740821,1,0,0,,0,96,96,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.8322,1,,,,,,,,,,,,,,,0,0.500000041,-0.308333357,1,0,0,0.8322,button_right_main,0.500000041,-0.308333357,1,0,0,,0,97,97,56,1,PACKET,C,old,m,./images/PACKET.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.6485,1,,,,,,,,,,,,,,,0,0.570370527,-0.268518598,1,0,0,0.6485,button_right_main,0.570370527,-0.268518598,1,0,0,,0,98,98,32,1,BARREL,C,old,m,./images/BARREL.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,1.3185,1,,,,,,,,,,,,,,,0,-0.272222204,-0.310185266,1,0,0,1.3185,button_left_main,-0.272222204,-0.310185266,1,0,0,,0,99,99,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,2.0798,1,,,,,,,,,,,,,,,0,-0.270370352,-0.301851932,1,0,0,2.0798,button_left_main,-0.270370352,-0.301851932,1,0,0,,0,100,100,142,1,PLASK,HB,old,z,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199045,18,2022-01-28_17h48.36.594,lexical_decision_task_DD_L2,2021.2.3,Win32,60.01680471,,,,,,,,,,0.6309,1,,,,,,,,,,,,,,,0,0.443518558,-0.285185265,1,0,0,0.6309,button_right_main,0.443518558,-0.285185265,1,0,0,,0,101,101,65,1,FARMER,C,old,m,./images/FARMER.png,,,,,,,,,,,,,,,,,,,,,
