key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8293,1,,,,,,,,,,,,,,z,1,0.8293,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,42,42,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,1.0966,1,,,,,,,,,,,,,,m,1,1.0966,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,43,43,24,1,SCREW,C,old,m,./images/SCREW.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.9968,1,,,,,,,,,,,,,,m,1,0.9968,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,44,44,19,1,DOUGH,HB,old,m,./images/DOUGHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.9031,1,,,,,,,,,,,,,,z,1,0.9031,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,45,45,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,1.038,0,,,,,,,,,,,,,,m,0,1.038,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,46,46,154,1,THINT,HB,old,z,./images/THINTHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.853,1,,,,,,,,,,,,,,m,1,0.853,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,47,47,10,1,BELLY,HB,old,m,./images/BELLYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7566,1,,,,,,,,,,,,,,z,1,0.7566,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,48,48,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.843,1,,,,,,,,,,,,,,z,1,0.843,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,49,49,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,1.2551,1,,,,,,,,,,,,,,z,1,1.2551,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,50,50,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.5825,1,,,,,,,,,,,,,,m,1,0.5825,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,51,51,36,1,THROAT,C,old,m,./images/THROAT.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.5848,1,,,,,,,,,,,,,,m,1,0.5848,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,52,52,2,1,BEARD,LB,old,m,./images/BEARDLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7957,1,,,,,,,,,,,,,,m,1,0.7957,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,53,53,39,1,SHELF,C,old,m,./images/SHELF.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8042,1,,,,,,,,,,,,,,z,1,0.8042,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,54,54,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.997,1,,,,,,,,,,,,,,z,1,0.997,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,55,55,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,1.0797,1,,,,,,,,,,,,,,z,1,1.0797,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,56,56,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,1.0349,1,,,,,,,,,,,,,,z,1,1.0349,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,57,57,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.9151,1,,,,,,,,,,,,,,m,1,0.9151,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,58,58,76,1,INFANT,HB,old,m,./images/INFANTHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7372,1,,,,,,,,,,,,,,m,1,0.7372,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,59,59,53,1,CARPET,LB,old,m,./images/CARPETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8814,0,,,,,,,,,,,,,,z,0,0.8814,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,60,60,40,1,SWING,HB,old,m,./images/SWINGHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7136,1,,,,,,,,,,,,,,z,1,0.7136,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,61,61,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7379,1,,,,,,,,,,,,,,z,1,0.7379,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,62,62,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7806,1,,,,,,,,,,,,,,m,1,0.7806,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,63,63,50,1,MALLET,LB,old,m,./images/MALLETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.5834,1,,,,,,,,,,,,,,m,1,0.5834,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,64,64,3,1,FINGER,C,old,m,./images/FINGER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.5718,1,,,,,,,,,,,,,,m,1,0.5718,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,65,65,44,1,LIZARD,LB,old,m,./images/LIZARDLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.589,1,,,,,,,,,,,,,,m,1,0.589,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,66,66,65,1,FARMER,LB,old,m,./images/FARMERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7625,1,,,,,,,,,,,,,,z,1,0.7625,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,67,67,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.9985,1,,,,,,,,,,,,,,m,1,0.9985,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,68,68,67,1,SAILOR,HB,old,m,./images/SAILORHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.6219,1,,,,,,,,,,,,,,m,1,0.6219,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,69,69,5,1,PASTA,LB,old,m,./images/PASTALB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.5684,1,,,,,,,,,,,,,,m,1,0.5684,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,70,70,7,1,PAINT,HB,old,m,./images/PAINTHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.5467,1,,,,,,,,,,,,,,m,1,0.5467,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,71,71,15,1,GREASE,C,old,m,./images/GREASE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8149,1,,,,,,,,,,,,,,z,1,0.8149,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,72,72,90,1,NEAST,C,old,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8718,1,,,,,,,,,,,,,,z,1,0.8718,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,73,73,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7872,1,,,,,,,,,,,,,,z,1,0.7872,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,74,74,155,1,CANGY,LB,old,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8817,1,,,,,,,,,,,,,,m,1,0.8817,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,75,75,82,1,SUNSET,HB,old,m,./images/SUNSETHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,1.0056,1,,,,,,,,,,,,,,z,1,1.0056,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,76,76,134,1,TROSS,LB,old,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.6911,1,,,,,,,,,,,,,,m,1,0.6911,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,77,77,37,1,BIRTH,HB,old,m,./images/BIRTHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.9329,0,,,,,,,,,,,,,,z,0,0.9329,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,78,78,46,1,PEARL,HB,old,m,./images/PEARLHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7547,1,,,,,,,,,,,,,,m,1,0.7547,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,79,79,26,1,SMOKER,LB,old,m,./images/SMOKERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.9204,1,,,,,,,,,,,,,,m,1,0.9204,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,80,80,31,1,QUILL,HB,old,m,./images/QUILLHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.5922,1,,,,,,,,,,,,,,z,1,0.5922,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,81,81,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.5339,1,,,,,,,,,,,,,,m,1,0.5339,,,,,,,,0.096180556,-0.390961372,0,0,0,,0,82,82,38,1,LADDER,LB,old,m,./images/LADDERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.4632,1,,,,,,,,,,,,,,m,1,0.4632,,,,,,,,0.056922743,-0.43270761,1,0,0,,0,83,83,14,1,PICKLE,LB,old,m,./images/PICKLELB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.6643,1,,,,,,,,,,,,,,z,1,0.6643,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,84,84,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.704,1,,,,,,,,,,,,,,z,1,0.704,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,85,85,137,1,JOOST,LB,old,z,./images/JOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.681,1,,,,,,,,,,,,,,m,1,0.681,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,86,86,57,1,MOOSE,C,old,m,./images/MOOSE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.642,1,,,,,,,,,,,,,,m,1,0.642,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,87,87,17,1,SKIING,LB,old,m,./images/SKIINGLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.8215,1,,,,,,,,,,,,,,m,1,0.8215,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,88,88,55,1,MUFFIN,HB,old,m,./images/MUFFINHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.6228,1,,,,,,,,,,,,,,z,1,0.6228,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,89,89,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.6945,1,,,,,,,,,,,,,,z,1,0.6945,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,90,90,95,1,HANTY,LB,old,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.6027,1,,,,,,,,,,,,,,m,1,0.6027,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,91,91,59,1,BURIAL,LB,old,m,./images/BURIALLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7292,0,,,,,,,,,,,,,,z,0,0.7292,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,92,92,58,1,BABOON,HB,old,m,./images/BABOONHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7238,1,,,,,,,,,,,,,,z,1,0.7238,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,93,93,119,1,PAFER,LB,old,z,./images/PAFERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.5726,1,,,,,,,,,,,,,,m,1,0.5726,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,94,94,21,1,KIDNEY,C,old,m,./images/KIDNEY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.6801,1,,,,,,,,,,,,,,m,1,0.6801,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,95,95,34,1,CANYON,HB,old,m,./images/CANYONHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.5216,0,,,,,,,,,,,,,,z,0,0.5216,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,96,96,27,1,ATTIC,C,old,m,./images/ATTIC.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.9624,1,,,,,,,,,,,,,,m,1,0.9624,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,97,97,52,1,BANNER,HB,old,m,./images/BANNERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7552,1,,,,,,,,,,,,,,m,1,0.7552,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,98,98,25,1,WRIST,HB,old,m,./images/WRISTHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7899,1,,,,,,,,,,,,,,m,1,0.7899,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,99,99,6,1,SQUARE,C,old,m,./images/SQUARE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.9258,1,,,,,,,,,,,,,,m,1,0.9258,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,100,100,22,1,MELON,HB,old,m,./images/MELONHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.9642,1,,,,,,,,,,,,,,z,1,0.9642,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,101,101,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,1.1458,1,,,,,,,,,,,,,,z,1,1.1458,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,102,102,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.9365,1,,,,,,,,,,,,,,z,1,0.9365,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,103,103,148,1,JOMS,HB,old,z,./images/JOMSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.9115,1,,,,,,,,,,,,,,z,1,0.9115,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,104,104,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,1.1457,1,,,,,,,,,,,,,,z,1,1.1457,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,105,105,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.948,1,,,,,,,,,,,,,,z,1,0.948,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,106,106,121,1,CEERS,HB,old,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.7757,1,,,,,,,,,,,,,,m,1,0.7757,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,107,107,70,1,URINE,HB,old,m,./images/URINEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.654,1,,,,,,,,,,,,,,m,1,0.654,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,108,108,49,1,DRUMS,HB,old,m,./images/DRUMSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199576,18,2022-01-28_14h48.04.687,lexical_decision_task_DD,2021.2.3,MacIntel,120.0048002,,,,,,,,,,,,0.624,1,,,,,,,,,,,,,,z,1,0.624,,,,,,,,0.061516204,-0.421535012,0,0,0,,0,109,109,111,1,HOSSE,C,old,z,./images/HOSSE.png,,,,,,,,,,,,,,,,,,,,,,
