key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,2.071,1,,,,,,,,,,,,,,,0,-0.425510204,-0.35,1,0,0,2.071,button_left_main,-0.425510204,-0.35,1,0,0,,0,39,39,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.597,1,,,,,,,,,,,,,,,0,0.412244898,-0.373469388,1,0,0,0.597,button_right_main,0.412244898,-0.373469388,1,0,0,,0,40,40,29,1,PISTOL,C,old,m,./images/PISTOL.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.93,1,,,,,,,,,,,,,,,0,0.403061224,-0.354081633,1,0,0,0.93,button_right_main,0.109183673,-0.394897959,1,0,0,,0,41,41,59,1,BRUSH,C,old,m,./images/BRUSH.png,break_done_button,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.863,1,,,,,,,,,,,,,,,0,-0.376530612,-0.323469388,1,0,0,0.863,button_left_main,-0.376530612,-0.323469388,1,0,0,,0,42,42,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.898,1,,,,,,,,,,,,,,,0,-0.38877551,-0.318367347,1,0,0,0.898,button_left_main,-0.38877551,-0.318367347,1,0,0,,0,43,43,95,1,HANTY,LB,old,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.83,1,,,,,,,,,,,,,,,0,0.387755102,-0.304081633,1,0,0,0.83,button_right_main,0.387755102,-0.304081633,1,0,0,,0,44,44,51,1,SAUCE,HB,old,m,./images/SAUCEHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.03,1,,,,,,,,,,,,,,,0,-0.396938776,-0.321428571,1,0,0,1.03,button_left_main,-0.396938776,-0.321428571,1,0,0,,0,45,45,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.864,1,,,,,,,,,,,,,,,0,0.398979592,-0.341836735,1,0,0,0.864,button_right_main,0.398979592,-0.341836735,1,0,0,,0,46,46,39,1,CANDY,HB,old,m,./images/CANDYHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.663,1,,,,,,,,,,,,,,,0,-0.409183673,-0.325510204,1,0,0,1.663,button_left_main,-0.409183673,-0.325510204,1,0,0,,0,47,47,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.736,1,,,,,,,,,,,,,,,0,0.406122449,-0.325510204,1,0,0,0.736,button_right_main,0.406122449,-0.325510204,1,0,0,,0,48,48,73,1,GLOVE,LB,old,m,./images/GLOVELB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.795,1,,,,,,,,,,,,,,,0,-0.410204082,-0.31122449,1,0,0,0.795,button_left_main,-0.410204082,-0.31122449,1,0,0,,0,49,49,117,1,STEEG,C,old,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.738,1,,,,,,,,,,,,,,,0,0.374489796,-0.290816327,1,0,0,1.738,button_right_main,0.374489796,-0.290816327,1,0,0,,0,50,50,66,1,STATUE,HB,old,m,./images/STATUEHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.031,1,,,,,,,,,,,,,,,0,0.390816327,-0.32244898,1,0,0,1.031,button_right_main,0.390816327,-0.32244898,1,0,0,,0,51,51,75,1,HAMMER,HB,old,m,./images/HAMMERHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.897,1,,,,,,,,,,,,,,,0,-0.405102041,-0.358163265,1,0,0,0.897,button_left_main,-0.405102041,-0.358163265,1,0,0,,0,52,52,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,2.536,1,,,,,,,,,,,,,,,0,0.373469388,-0.316326531,1,0,0,2.536,button_right_main,0.373469388,-0.316326531,1,0,0,,0,53,53,17,1,PARADE,C,old,m,./images/PARADE.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,3.064,1,,,,,,,,,,,,,,,0,0.398979592,-0.256122449,1,0,0,3.064,button_right_main,0.398979592,-0.256122449,1,0,0,,0,54,54,43,1,STOOL,LB,old,m,./images/STOOLLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.831,1,,,,,,,,,,,,,,,0,0.404081633,-0.252040816,1,0,0,0.831,button_right_main,0.404081633,-0.252040816,1,0,0,,0,55,55,77,1,WHEEL,C,old,m,./images/WHEEL.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.008,1,,,,,,,,,,,,,,,0,0.383673469,-0.283673469,1,0,0,1.008,button_right_main,0.383673469,-0.283673469,1,0,0,,0,56,56,72,1,FLASK,HB,old,m,./images/FLASKHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.264,1,,,,,,,,,,,,,,,0,-0.352040816,-0.281632653,1,0,0,1.264,button_left_main,-0.352040816,-0.281632653,1,0,0,,0,57,57,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.096,1,,,,,,,,,,,,,,,0,-0.353061224,-0.23877551,1,0,0,1.096,button_left_main,-0.353061224,-0.23877551,1,0,0,,0,58,58,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.764,1,,,,,,,,,,,,,,,0,0.407142857,-0.3,1,0,0,1.764,button_right_main,0.407142857,-0.3,1,0,0,,0,59,59,7,1,WAGON,LB,old,m,./images/WAGONLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.464,1,,,,,,,,,,,,,,,0,-0.373469388,-0.281632653,1,0,0,1.464,button_left_main,-0.373469388,-0.281632653,1,0,0,,0,60,60,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.696,1,,,,,,,,,,,,,,,0,-0.384693878,-0.304081633,1,0,0,1.696,button_left_main,-0.384693878,-0.304081633,1,0,0,,0,61,61,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.702,1,,,,,,,,,,,,,,,0,0.369387755,-0.294897959,1,0,0,0.702,button_right_main,0.369387755,-0.294897959,1,0,0,,0,62,62,53,1,POSTER,C,old,m,./images/POSTER.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.964,1,,,,,,,,,,,,,,,0,0.392857143,-0.293877551,1,0,0,0.964,button_right_main,0.392857143,-0.293877551,1,0,0,,0,63,63,61,1,ARTIST,LB,old,m,./images/ARTISTLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.634,1,,,,,,,,,,,,,,,0,-0.38877551,-0.318367347,1,0,0,1.634,button_left_main,-0.38877551,-0.318367347,1,0,0,,0,64,64,148,1,JOMS,HB,old,z,./images/JOMSHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.876,1,,,,,,,,,,,,,,,0,-0.31122449,-0.291836735,1,0,0,1.876,button_left_main,-0.31122449,-0.291836735,1,0,0,,0,65,65,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.131,1,,,,,,,,,,,,,,,0,-0.384693878,-0.293877551,1,0,0,1.131,button_left_main,-0.384693878,-0.293877551,1,0,0,,0,66,66,137,1,JOOST,LB,old,z,./images/JOOSTLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.031,1,,,,,,,,,,,,,,,0,0.37755102,-0.356122449,1,0,0,1.031,button_right_main,0.37755102,-0.356122449,1,0,0,,0,67,67,54,1,CHERRY,HB,old,m,./images/CHERRYHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.83,1,,,,,,,,,,,,,,,0,-0.385714286,-0.298979592,1,0,0,0.83,button_left_main,-0.385714286,-0.298979592,1,0,0,,0,68,68,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.938,1,,,,,,,,,,,,,,,0,0.38877551,-0.353061224,1,0,0,0.938,button_right_main,0.38877551,-0.353061224,1,0,0,,0,69,69,79,1,RULER,LB,old,m,./images/RULERLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.704,1,,,,,,,,,,,,,,,0,0.381632653,-0.348979592,1,0,0,0.704,button_right_main,0.381632653,-0.348979592,1,0,0,,0,70,70,13,1,BUNNY,LB,old,m,./images/BUNNYLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.638,1,,,,,,,,,,,,,,,0,-0.398979592,-0.304081633,1,0,0,0.638,button_left_main,-0.398979592,-0.304081633,1,0,0,,0,71,71,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.204,1,,,,,,,,,,,,,,,0,-0.394897959,-0.318367347,1,0,0,1.204,button_left_main,-0.394897959,-0.318367347,1,0,0,,0,72,72,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.567,1,,,,,,,,,,,,,,,0,0.384693878,-0.35,1,0,0,0.567,button_right_main,0.384693878,-0.35,1,0,0,,0,73,73,65,1,SPINE,C,old,m,./images/SPINE.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.634,1,,,,,,,,,,,,,,,0,0.396938776,-0.315306122,1,0,0,0.634,button_right_main,0.396938776,-0.315306122,1,0,0,,0,74,74,19,1,DONKEY,LB,old,m,./images/DONKEYLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.764,1,,,,,,,,,,,,,,,0,-0.414285714,-0.297959184,1,0,0,0.764,button_left_main,-0.414285714,-0.297959184,1,0,0,,0,75,75,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.63,1,,,,,,,,,,,,,,,0,0.393877551,-0.340816327,1,0,0,0.63,button_right_main,0.393877551,-0.340816327,1,0,0,,0,76,76,71,1,BUBBLE,C,old,m,./images/BUBBLE.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.771,0,,,,,,,,,,,,,,,0,-0.405102041,-0.310204082,1,0,0,0.771,button_left_main,-0.405102041,-0.310204082,1,0,0,,0,77,77,76,1,MIDGET,LB,old,m,./images/MIDGETLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.93,1,,,,,,,,,,,,,,,0,-0.392857143,-0.284693878,1,0,0,0.93,button_left_main,-0.392857143,-0.284693878,1,0,0,,0,78,78,84,1,HAXES,C,old,z,./images/HAXES.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.63,1,,,,,,,,,,,,,,,0,0.383673469,-0.340816327,1,0,0,0.63,button_right_main,0.383673469,-0.340816327,1,0,0,,0,79,79,64,1,BRIDE,LB,old,m,./images/BRIDELB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.901,1,,,,,,,,,,,,,,,0,0.389795918,-0.354081633,1,0,0,0.901,button_right_main,0.389795918,-0.354081633,1,0,0,,0,80,80,42,1,CHAIN,HB,old,m,./images/CHAINHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.929,1,,,,,,,,,,,,,,,0,-0.42755102,-0.308163265,1,0,0,0.929,button_left_main,-0.42755102,-0.308163265,1,0,0,,0,81,81,158,1,EGECT,LB,old,z,./images/EGECTLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.003,1,,,,,,,,,,,,,,,0,0.386734694,-0.33877551,1,0,0,1.003,button_right_main,0.386734694,-0.33877551,1,0,0,,0,82,82,58,1,CANOE,LB,old,m,./images/CANOELB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.63,1,,,,,,,,,,,,,,,0,0.370408163,-0.333673469,1,0,0,0.63,button_right_main,0.117346939,-0.401020408,1,0,0,,0,83,83,22,1,CLOWN,LB,old,m,./images/CLOWNLB.png,break_done_button,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.871,1,,,,,,,,,,,,,,,0,-0.397959184,-0.285714286,1,0,0,0.871,button_left_main,-0.397959184,-0.285714286,1,0,0,,0,84,84,131,1,NACES,LB,old,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.769,1,,,,,,,,,,,,,,,0,-0.389795918,-0.27755102,1,0,0,0.769,button_left_main,-0.389795918,-0.27755102,1,0,0,,0,85,85,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.701,1,,,,,,,,,,,,,,,0,-0.38877551,-0.298979592,1,0,0,0.701,button_left_main,-0.38877551,-0.298979592,1,0,0,,0,86,86,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.698,1,,,,,,,,,,,,,,,0,-0.404081633,-0.294897959,1,0,0,0.698,button_left_main,-0.404081633,-0.294897959,1,0,0,,0,87,87,129,1,PRANS,C,old,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.637,1,,,,,,,,,,,,,,,0,0.358163265,-0.307142857,1,0,0,0.637,button_right_main,0.358163265,-0.307142857,1,0,0,,0,88,88,0,1,WALNUT,HB,old,m,./images/WALNUTHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.964,1,,,,,,,,,,,,,,,0,0.403061224,-0.313265306,1,0,0,0.964,button_right_main,0.403061224,-0.313265306,1,0,0,,0,89,89,24,1,FLESH,HB,old,m,./images/FLESHHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.03,1,,,,,,,,,,,,,,,0,-0.433673469,-0.307142857,1,0,0,1.03,button_left_main,-0.433673469,-0.307142857,1,0,0,,0,90,90,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.768,1,,,,,,,,,,,,,,,0,-0.448979592,-0.32755102,1,0,0,1.768,button_left_main,-0.448979592,-0.32755102,1,0,0,,0,91,91,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.804,1,,,,,,,,,,,,,,,0,-0.443877551,-0.314285714,1,0,0,0.804,button_left_main,-0.443877551,-0.314285714,1,0,0,,0,92,92,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.797,1,,,,,,,,,,,,,,,0,0.401020408,-0.332653061,1,0,0,0.797,button_right_main,0.401020408,-0.332653061,1,0,0,,0,93,93,41,1,STREAM,C,old,m,./images/STREAM.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.835,1,,,,,,,,,,,,,,,0,0.417346939,-0.315306122,1,0,0,0.835,button_right_main,0.417346939,-0.315306122,1,0,0,,0,94,94,34,1,RAZOR,LB,old,m,./images/RAZORLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.801,1,,,,,,,,,,,,,,,0,-0.435714286,-0.32244898,1,0,0,0.801,button_left_main,-0.435714286,-0.32244898,1,0,0,,0,95,95,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.77,1,,,,,,,,,,,,,,,0,-0.434693878,-0.303061224,1,0,0,0.77,button_left_main,-0.434693878,-0.303061224,1,0,0,,0,96,96,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.774,1,,,,,,,,,,,,,,,0,-0.455102041,-0.351020408,1,0,0,0.774,button_left_main,-0.455102041,-0.351020408,1,0,0,,0,97,97,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.07,1,,,,,,,,,,,,,,,0,-0.439795918,-0.317346939,1,0,0,1.07,button_left_main,-0.439795918,-0.317346939,1,0,0,,0,98,98,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,1.196,1,,,,,,,,,,,,,,,0,-0.435714286,-0.317346939,1,0,0,1.196,button_left_main,-0.435714286,-0.317346939,1,0,0,,0,99,99,98,1,BAMPS,LB,old,z,./images/BAMPSLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.633,1,,,,,,,,,,,,,,,0,0.37755102,-0.31122449,1,0,0,0.633,button_right_main,0.37755102,-0.31122449,1,0,0,,0,100,100,74,1,JUMPER,C,old,m,./images/JUMPER.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.8,1,,,,,,,,,,,,,,,0,0.367346939,-0.320408163,1,0,0,0.8,button_right_main,0.367346939,-0.320408163,1,0,0,,0,101,101,60,1,CURRY,HB,old,m,./images/CURRYHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199123,19,2022-01-28_15h48.21.363,lexical_decision_task_DD_L5,2021.2.3,iPhone,29.41176471,,,,,,,,,,0.797,1,,,,,,,,,,,,,,,0,-0.453061224,-0.331632653,1,0,0,0.797,button_left_main,-0.453061224,-0.331632653,1,0,0,,0,102,102,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,
