key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.8182,1,,,,,,,,,,,,,,m,1,0.8182,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,42,42,25,1,WRIST,LB,old,m,./images/WRISTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6921,1,,,,,,,,,,,,,,z,1,0.6921,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,43,43,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.5824,1,,,,,,,,,,,,,,m,1,0.5824,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,44,44,68,1,TORCH,C,old,m,./images/TORCH.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.7457,1,,,,,,,,,,,,,,m,1,0.7457,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,45,45,42,1,FOLDER,HB,old,m,./images/FOLDERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.5947,1,,,,,,,,,,,,,,m,1,0.5947,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,46,46,74,1,CEMENT,C,old,m,./images/CEMENT.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6867,1,,,,,,,,,,,,,,z,1,0.6867,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,47,47,110,1,CRUNK,LB,old,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6286,1,,,,,,,,,,,,,,m,1,0.6286,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,48,48,73,1,SNACK,LB,old,m,./images/SNACKLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.8358,1,,,,,,,,,,,,,,z,1,0.8358,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,49,49,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.7384,1,,,,,,,,,,,,,,z,1,0.7384,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,50,50,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.8297,1,,,,,,,,,,,,,,z,1,0.8297,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,51,51,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.0166,1,,,,,,,,,,,,,,m,1,1.0166,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,52,52,46,1,PEARL,LB,old,m,./images/PEARLLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.0476,1,,,,,,,,,,,,,,m,1,1.0476,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,53,53,15,1,GREASE,HB,old,m,./images/GREASEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6039,1,,,,,,,,,,,,,,z,1,0.6039,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,54,54,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.8853,1,,,,,,,,,,,,,,z,1,0.8853,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,55,55,133,1,POWDY,HB,old,z,./images/POWDYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6646,1,,,,,,,,,,,,,,m,1,0.6646,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,56,56,81,1,POODLE,HB,old,m,./images/POODLEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6808,1,,,,,,,,,,,,,,m,1,0.6808,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,57,57,6,1,SQUARE,HB,old,m,./images/SQUAREHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.7034,1,,,,,,,,,,,,,,m,1,0.7034,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,58,58,21,1,KIDNEY,HB,old,m,./images/KIDNEYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6703,1,,,,,,,,,,,,,,m,1,0.6703,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,59,59,24,1,SCREW,HB,old,m,./images/SCREWHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.86,1,,,,,,,,,,,,,,m,1,1.86,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,60,60,33,1,MAGGOT,HB,old,m,./images/MAGGOTHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.2696,1,,,,,,,,,,,,,,m,1,1.2696,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,61,61,20,1,CRADLE,C,old,m,./images/CRADLE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.9387,1,,,,,,,,,,,,,,z,1,0.9387,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,62,62,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.7594,1,,,,,,,,,,,,,,z,1,0.7594,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,63,63,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.7297,1,,,,,,,,,,,,,,m,1,0.7297,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,64,64,51,1,ONION,HB,old,m,./images/ONIONHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.7105,1,,,,,,,,,,,,,,z,1,1.7105,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,65,65,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.0105,1,,,,,,,,,,,,,,m,1,1.0105,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,66,66,43,1,MOSQUE,LB,old,m,./images/MOSQUELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.6453,1,,,,,,,,,,,,,,z,1,1.6453,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,67,67,166,1,SHORY,HB,old,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,2.7383,1,,,,,,,,,,,,,,z,1,2.7383,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,68,68,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.2071,1,,,,,,,,,,,,,,z,1,1.2071,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,69,69,142,1,PLASK,HB,old,z,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.1594,1,,,,,,,,,,,,,,m,1,1.1594,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,70,70,5,1,PASTA,C,old,m,./images/PASTA.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.7371,1,,,,,,,,,,,,,,z,1,0.7371,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,71,71,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.9909,1,,,,,,,,,,,,,,z,1,0.9909,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,72,72,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6097,1,,,,,,,,,,,,,,z,1,0.6097,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,73,73,90,1,NEAST,C,old,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.9374,1,,,,,,,,,,,,,,m,1,0.9374,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,74,74,31,1,QUILL,LB,old,m,./images/QUILLLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.0601,1,,,,,,,,,,,,,,z,1,1.0601,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,75,75,103,1,FLORT,HB,old,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.695,1,,,,,,,,,,,,,,m,1,0.695,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,76,76,13,1,MOTOR,LB,old,m,./images/MOTORLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.8969,1,,,,,,,,,,,,,,m,1,0.8969,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,77,77,41,1,STRING,C,old,m,./images/STRING.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.9417,1,,,,,,,,,,,,,,z,1,0.9417,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,78,78,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.2222,1,,,,,,,,,,,,,,m,1,1.2222,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,79,79,69,1,COOKER,HB,old,m,./images/COOKERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.0817,1,,,,,,,,,,,,,,z,1,1.0817,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,80,80,131,1,NACES,LB,old,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.0466,1,,,,,,,,,,,,,,z,1,1.0466,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,81,81,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.1136,1,,,,,,,,,,,,,,m,1,1.1136,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,82,82,28,1,FALCON,LB,old,m,./images/FALCONLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.7679,1,,,,,,,,,,,,,,z,1,0.7679,,,,,,,,0.030555569,-0.437037108,1,0,0,,0,83,83,89,1,DRIEK,LB,old,z,./images/DRIEKLB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.8206,1,,,,,,,,,,,,,,m,1,0.8206,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,84,84,79,1,CRUST,LB,old,m,./images/CRUSTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6769,1,,,,,,,,,,,,,,z,1,0.6769,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,85,85,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6472,1,,,,,,,,,,,,,,z,1,0.6472,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,86,86,137,1,JOOST,LB,old,z,./images/JOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.2765,1,,,,,,,,,,,,,,m,1,1.2765,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,87,87,9,1,RHINO,HB,old,m,./images/RHINOHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.7641,1,,,,,,,,,,,,,,m,1,0.7641,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,88,88,58,1,BABOON,LB,old,m,./images/BABOONLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.7235,1,,,,,,,,,,,,,,m,1,0.7235,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,89,89,52,1,BANNER,LB,old,m,./images/BANNERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.5324,1,,,,,,,,,,,,,,m,1,0.5324,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,90,90,14,1,PICKLE,C,old,m,./images/PICKLE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.7693,1,,,,,,,,,,,,,,z,1,0.7693,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,91,91,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.8295,1,,,,,,,,,,,,,,z,1,0.8295,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,92,92,91,1,SHENS,HB,old,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.0793,1,,,,,,,,,,,,,,z,1,1.0793,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,93,93,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.8671,1,,,,,,,,,,,,,,m,1,0.8671,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,94,94,10,1,BELLY,LB,old,m,./images/BELLYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,2.788,1,,,,,,,,,,,,,,z,1,2.788,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,95,95,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.7588,1,,,,,,,,,,,,,,m,1,0.7588,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,96,96,47,1,BERRY,C,old,m,./images/BERRY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.5049,1,,,,,,,,,,,,,,m,1,1.5049,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,97,97,55,1,MUFFIN,LB,old,m,./images/MUFFINLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6968,1,,,,,,,,,,,,,,z,1,0.6968,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,98,98,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.927,1,,,,,,,,,,,,,,m,1,0.927,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,99,99,78,1,LITTER,HB,old,m,./images/LITTERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.2044,1,,,,,,,,,,,,,,m,1,1.2044,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,100,100,19,1,DOUGH,LB,old,m,./images/DOUGHLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.9613,1,,,,,,,,,,,,,,z,1,0.9613,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,101,101,85,1,CHULK,HB,old,z,./images/CHULKHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.5976,1,,,,,,,,,,,,,,z,1,0.5976,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,102,102,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.7307,1,,,,,,,,,,,,,,z,1,0.7307,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,103,103,111,1,HOSSE,C,old,z,./images/HOSSE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6368,1,,,,,,,,,,,,,,z,1,0.6368,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,104,104,95,1,HANTY,LB,old,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6062,1,,,,,,,,,,,,,,m,1,0.6062,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,105,105,36,1,THROAT,HB,old,m,./images/THROATHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.5618,1,,,,,,,,,,,,,,z,1,0.5618,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,106,106,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,1.3106,1,,,,,,,,,,,,,,m,1,1.3106,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,107,107,22,1,MELON,LB,old,m,./images/MELONLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.6766,1,,,,,,,,,,,,,,z,1,0.6766,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,108,108,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,200641,21,2022-01-28_21h21.32.431,lexical_decision_task_DD_L2,2021.2.3,Win32,59.74072525,,,,,,,,,,,,0.7649,1,,,,,,,,,,,,,,z,1,0.7649,,,,,,,,0.030555569,-0.437037108,0,0,0,,0,109,109,154,1,THINT,HB,old,z,./images/THINTHB.png,,,,,,,,,,,,,,,,,,,,,,
