key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.947,1,,,,,,,,,,,,,,z,1,0.947,,,,,,,,0.164444444,0.161111111,0,0,0,,0,42,42,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.664,1,,,,,,,,,,,,,,m,1,0.664,,,,,,,,0.164444444,0.161111111,0,0,0,,0,43,43,8,1,TULIP,C,old,m,./images/TULIP.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.58,1,,,,,,,,,,,,,,m,1,0.58,,,,,,,,0.164444444,0.161111111,0,0,0,,0,44,44,68,1,TORCH,C,old,m,./images/TORCH.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.746,1,,,,,,,,,,,,,,z,1,0.746,,,,,,,,0.164444444,0.161111111,0,0,0,,0,45,45,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.696,1,,,,,,,,,,,,,,m,1,0.696,,,,,,,,0.164444444,0.161111111,0,0,0,,0,46,46,80,1,WEASEL,C,old,m,./images/WEASEL.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.546,1,,,,,,,,,,,,,,m,1,0.546,,,,,,,,0.164444444,0.161111111,0,0,0,,0,47,47,5,1,PASTA,C,old,m,./images/PASTA.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.995,1,,,,,,,,,,,,,,z,1,0.995,,,,,,,,0.164444444,0.161111111,0,0,0,,0,48,48,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,1.58,1,,,,,,,,,,,,,,m,1,1.58,,,,,,,,0.164444444,0.161111111,0,0,0,,0,49,49,69,1,COOKER,HB,old,m,./images/COOKERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.73,1,,,,,,,,,,,,,,z,1,0.73,,,,,,,,0.164444444,0.161111111,0,0,0,,0,50,50,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.681,1,,,,,,,,,,,,,,z,1,0.681,,,,,,,,0.164444444,0.161111111,0,0,0,,0,51,51,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.563,1,,,,,,,,,,,,,,m,1,0.563,,,,,,,,0.164444444,0.161111111,0,0,0,,0,52,52,14,1,PICKLE,C,old,m,./images/PICKLE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.779,1,,,,,,,,,,,,,,z,1,0.779,,,,,,,,0.164444444,0.161111111,0,0,0,,0,53,53,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.647,1,,,,,,,,,,,,,,m,1,0.647,,,,,,,,0.164444444,0.161111111,0,0,0,,0,54,54,37,1,BIRTH,LB,old,m,./images/BIRTHLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,1.012,1,,,,,,,,,,,,,,z,1,1.012,,,,,,,,0.164444444,0.161111111,0,0,0,,0,55,55,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.716,1,,,,,,,,,,,,,,z,1,0.716,,,,,,,,0.164444444,0.161111111,0,0,0,,0,56,56,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.831,1,,,,,,,,,,,,,,m,1,0.831,,,,,,,,0.164444444,0.161111111,0,0,0,,0,57,57,21,1,KIDNEY,HB,old,m,./images/KIDNEYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.679,1,,,,,,,,,,,,,,m,1,0.679,,,,,,,,0.164444444,0.161111111,0,0,0,,0,58,58,57,1,MOOSE,HB,old,m,./images/MOOSEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.763,1,,,,,,,,,,,,,,m,1,0.763,,,,,,,,0.164444444,0.161111111,0,0,0,,0,59,59,77,1,COUCH,C,old,m,./images/COUCH.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.679,1,,,,,,,,,,,,,,z,1,0.679,,,,,,,,0.164444444,0.148888889,0,0,0,,0,60,60,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.566,1,,,,,,,,,,,,,,m,1,0.566,,,,,,,,0.164444444,0.148888889,0,0,0,,0,61,61,74,1,CEMENT,C,old,m,./images/CEMENT.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.88,1,,,,,,,,,,,,,,z,1,0.88,,,,,,,,0.164444444,0.148888889,0,0,0,,0,62,62,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.614,1,,,,,,,,,,,,,,m,1,0.614,,,,,,,,0.164444444,0.148888889,0,0,0,,0,63,63,27,1,ATTIC,HB,old,m,./images/ATTICHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.827,0,,,,,,,,,,,,,,z,0,0.827,,,,,,,,0.164444444,0.148888889,0,0,0,,0,64,64,31,1,QUILL,LB,old,m,./images/QUILLLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.729,1,,,,,,,,,,,,,,z,1,0.729,,,,,,,,0.164444444,0.148888889,0,0,0,,0,65,65,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.566,1,,,,,,,,,,,,,,m,1,0.566,,,,,,,,0.164444444,0.148888889,0,0,0,,0,66,66,63,1,MIRROR,HB,old,m,./images/MIRRORHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.401,1,,,,,,,,,,,,,,m,1,0.401,,,,,,,,0.164444444,0.148888889,0,0,0,,0,67,67,49,1,DRUMS,LB,old,m,./images/DRUMSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.501,1,,,,,,,,,,,,,,m,1,0.501,,,,,,,,0.164444444,0.148888889,0,0,0,,0,68,68,64,1,JELLY,LB,old,m,./images/JELLYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,1.596,1,,,,,,,,,,,,,,z,1,1.596,,,,,,,,0.165555556,0.147777778,0,0,0,,0,69,69,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.747,1,,,,,,,,,,,,,,z,1,0.747,,,,,,,,0.167777778,0.123333333,0,0,0,,0,70,70,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.895,1,,,,,,,,,,,,,,z,1,0.895,,,,,,,,0.174444444,0.093333333,0,0,0,,0,71,71,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.713,1,,,,,,,,,,,,,,z,1,0.713,,,,,,,,0.183333333,0.046666667,0,0,0,,0,72,72,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.583,1,,,,,,,,,,,,,,m,1,0.583,,,,,,,,0.184444444,0.01,0,0,0,,0,73,73,42,1,FOLDER,HB,old,m,./images/FOLDERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.68,1,,,,,,,,,,,,,,z,1,0.68,,,,,,,,0.184444444,0.01,0,0,0,,0,74,74,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.631,1,,,,,,,,,,,,,,m,1,0.631,,,,,,,,0.184444444,-0.017777778,0,0,0,,0,75,75,36,1,THROAT,HB,old,m,./images/THROATHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.549,1,,,,,,,,,,,,,,m,1,0.549,,,,,,,,0.184444444,-0.03,0,0,0,,0,76,76,34,1,CANYON,LB,old,m,./images/CANYONLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.496,1,,,,,,,,,,,,,,m,1,0.496,,,,,,,,0.184444444,-0.03,0,0,0,,0,77,77,70,1,URINE,LB,old,m,./images/URINELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.629,1,,,,,,,,,,,,,,z,1,0.629,,,,,,,,0.184444444,-0.03,0,0,0,,0,78,78,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,1.18,1,,,,,,,,,,,,,,z,1,1.18,,,,,,,,0.184444444,-0.03,0,0,0,,0,79,79,121,1,CEERS,HB,old,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.565,1,,,,,,,,,,,,,,m,1,0.565,,,,,,,,0.184444444,-0.03,0,0,0,,0,80,80,0,1,TOMATO,HB,old,m,./images/TOMATOHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.562,1,,,,,,,,,,,,,,z,1,0.562,,,,,,,,0.183333333,-0.04,0,0,0,,0,81,81,89,1,DRIEK,LB,old,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.696,1,,,,,,,,,,,,,,z,1,0.696,,,,,,,,0.183333333,-0.04,0,0,0,,0,82,82,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.562,1,,,,,,,,,,,,,,z,1,0.562,,,,,,,,-0.027777778,-0.437777778,1,0,0,,0,83,83,111,1,HOSSE,C,old,z,./images/HOSSE.png,break_done_button,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.931,1,,,,,,,,,,,,,,z,1,0.931,,,,,,,,0.248888889,0.011111111,0,0,0,,0,84,84,118,1,BAVEL,HB,old,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.65,1,,,,,,,,,,,,,,z,1,0.65,,,,,,,,0.248888889,0.011111111,0,0,0,,0,85,85,117,1,STEEG,C,old,z,./images/STEEG.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.712,1,,,,,,,,,,,,,,z,1,0.712,,,,,,,,0.248888889,0.011111111,0,0,0,,0,86,86,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.563,1,,,,,,,,,,,,,,z,1,0.563,,,,,,,,0.248888889,0.011111111,0,0,0,,0,87,87,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.812,1,,,,,,,,,,,,,,m,1,0.812,,,,,,,,0.248888889,0.011111111,0,0,0,,0,88,88,75,1,GRAIN,HB,old,m,./images/GRAINHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.45,1,,,,,,,,,,,,,,m,1,0.45,,,,,,,,0.248888889,0.011111111,0,0,0,,0,89,89,35,1,PEACH,C,old,m,./images/PEACH.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.83,1,,,,,,,,,,,,,,m,1,0.83,,,,,,,,0.248888889,0.011111111,0,0,0,,0,90,90,43,1,MOSQUE,LB,old,m,./images/MOSQUELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.662,0,,,,,,,,,,,,,,z,0,0.662,,,,,,,,0.248888889,0.011111111,0,0,0,,0,91,91,72,1,NOOSE,HB,old,m,./images/NOOSEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,2.446,1,,,,,,,,,,,,,,z,1,2.446,,,,,,,,0.248888889,0.011111111,0,0,0,,0,92,92,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.498,1,,,,,,,,,,,,,,m,1,0.498,,,,,,,,0.248888889,0.011111111,0,0,0,,0,93,93,44,1,LIZARD,C,old,m,./images/LIZARD.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.484,1,,,,,,,,,,,,,,m,1,0.484,,,,,,,,0.248888889,0.011111111,0,0,0,,0,94,94,13,1,MOTOR,LB,old,m,./images/MOTORLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.598,1,,,,,,,,,,,,,,z,1,0.598,,,,,,,,0.248888889,0.011111111,0,0,0,,0,95,95,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.95,1,,,,,,,,,,,,,,z,1,0.95,,,,,,,,0.248888889,0.011111111,0,0,0,,0,96,96,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.677,1,,,,,,,,,,,,,,m,1,0.677,,,,,,,,0.248888889,0.011111111,0,0,0,,0,97,97,15,1,GREASE,HB,old,m,./images/GREASEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.578,1,,,,,,,,,,,,,,m,1,0.578,,,,,,,,0.248888889,0.011111111,0,0,0,,0,98,98,38,1,LADDER,C,old,m,./images/LADDER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.63,1,,,,,,,,,,,,,,z,1,0.63,,,,,,,,0.248888889,0.011111111,0,0,0,,0,99,99,129,1,PRANS,C,old,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.663,1,,,,,,,,,,,,,,z,1,0.663,,,,,,,,0.248888889,0.011111111,0,0,0,,0,100,100,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.595,1,,,,,,,,,,,,,,m,1,0.595,,,,,,,,0.248888889,0.011111111,0,0,0,,0,101,101,54,1,TRIPOD,HB,old,m,./images/TRIPODHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.78,1,,,,,,,,,,,,,,z,1,0.78,,,,,,,,0.248888889,0.011111111,0,0,0,,0,102,102,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,1.163,1,,,,,,,,,,,,,,m,1,1.163,,,,,,,,0.248888889,0.011111111,0,0,0,,0,103,103,16,1,PENCE,LB,old,m,./images/PENCELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.646,1,,,,,,,,,,,,,,z,1,0.646,,,,,,,,0.248888889,0.011111111,0,0,0,,0,104,104,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.546,1,,,,,,,,,,,,,,m,1,0.546,,,,,,,,0.248888889,0.011111111,0,0,0,,0,105,105,65,1,FARMER,C,old,m,./images/FARMER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.596,1,,,,,,,,,,,,,,z,1,0.596,,,,,,,,0.248888889,0.011111111,0,0,0,,0,106,106,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.498,1,,,,,,,,,,,,,,m,1,0.498,,,,,,,,0.248888889,0.011111111,0,0,0,,0,107,107,67,1,SAILOR,LB,old,m,./images/SAILORLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.596,1,,,,,,,,,,,,,,m,1,0.596,,,,,,,,0.248888889,0.011111111,0,0,0,,0,108,108,25,1,WRIST,LB,old,m,./images/WRISTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.665,1,,,,,,,,,,,,,,z,1,0.665,,,,,,,,0.248888889,0.011111111,0,0,0,,0,109,109,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.631,1,,,,,,,,,,,,,,m,1,0.631,,,,,,,,0.248888889,0.011111111,0,0,0,,0,110,110,62,1,PURSE,C,old,m,./images/PURSE.png,,,,,,,,,,,,,,,,,,,,,,
