key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,key_resp.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7777,1,,,,,,,,,,,,,,,z,1,0.7777,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,42,42,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7019,1,,,,,,,,,,,,,,,m,1,0.7019,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,43,43,68,1,TORCH,HB,old,m,./images/TORCHHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6399,1,,,,,,,,,,,,,,,z,1,0.6399,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,44,44,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.984,1,,,,,,,,,,,,,,,z,1,0.984,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,45,45,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6173,1,,,,,,,,,,,,,,,m,1,0.6173,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,46,46,53,1,CARPET,HB,old,m,./images/CARPETHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.684,1,,,,,,,,,,,,,,,m,1,0.684,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,47,47,73,1,SNACK,C,old,m,./images/SNACK.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6508,1,,,,,,,,,,,,,,,m,1,0.6508,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,48,48,81,1,POODLE,LB,old,m,./images/POODLELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.1009,1,,,,,,,,,,,,,,,m,1,1.1009,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,49,49,74,1,CEMENT,HB,old,m,./images/CEMENTHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.5882,0,,,,,,,,,,,,,,,z,0,0.5882,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,50,50,43,1,MOSQUE,C,old,m,./images/MOSQUE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.9176,1,,,,,,,,,,,,,,,z,1,0.9176,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,51,51,118,1,BAVEL,HB,old,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.4873,1,,,,,,,,,,,,,,,m,1,0.4873,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,52,52,4,1,MUSCLE,C,old,m,./images/MUSCLE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6284,1,,,,,,,,,,,,,,,z,1,0.6284,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,53,53,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7908,1,,,,,,,,,,,,,,,m,1,0.7908,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,54,54,36,1,THROAT,LB,old,m,./images/THROATLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7342,1,,,,,,,,,,,,,,,z,1,0.7342,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,55,55,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.5619,1,,,,,,,,,,,,,,,m,1,0.5619,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,56,56,28,1,FALCON,C,old,m,./images/FALCON.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6342,1,,,,,,,,,,,,,,,z,1,0.6342,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,57,57,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.642,1,,,,,,,,,,,,,,,m,1,0.642,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,58,58,78,1,LITTER,LB,old,m,./images/LITTERLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6005,1,,,,,,,,,,,,,,,z,1,0.6005,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,59,59,114,1,RIKES,C,old,z,./images/RIKES.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.9011,1,,,,,,,,,,,,,,,m,1,0.9011,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,60,60,71,1,PIMPLE,HB,old,m,./images/PIMPLEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6998,1,,,,,,,,,,,,,,,m,1,0.6998,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,61,61,10,1,BELLY,C,old,m,./images/BELLY.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6507,1,,,,,,,,,,,,,,,m,1,0.6507,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,62,62,25,1,WRIST,C,old,m,./images/WRIST.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6269,1,,,,,,,,,,,,,,,m,1,0.6269,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,63,63,2,1,BEARD,HB,old,m,./images/BEARDHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7879,1,,,,,,,,,,,,,,,z,1,0.7879,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,64,64,164,1,SGREW,LB,old,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.8601,1,,,,,,,,,,,,,,,m,1,0.8601,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,65,65,47,1,BERRY,HB,old,m,./images/BERRYHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6997,1,,,,,,,,,,,,,,,z,1,0.6997,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,66,66,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.734,1,,,,,,,,,,,,,,,z,1,0.734,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,67,67,120,1,RINED,C,old,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6179,1,,,,,,,,,,,,,,,z,1,0.6179,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,68,68,137,1,JOOST,LB,old,z,./images/JOOSTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.8404,1,,,,,,,,,,,,,,,m,1,0.8404,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,69,69,23,1,WALRUS,HB,old,m,./images/WALRUSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.9517,1,,,,,,,,,,,,,,,z,1,0.9517,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,70,70,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6939,1,,,,,,,,,,,,,,,z,1,0.6939,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,71,71,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.9942,0,,,,,,,,,,,,,,,z,0,0.9942,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,72,72,34,1,CANYON,C,old,m,./images/CANYON.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7999,1,,,,,,,,,,,,,,,m,1,0.7999,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,73,73,49,1,DRUMS,C,old,m,./images/DRUMS.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7173,1,,,,,,,,,,,,,,,z,1,0.7173,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,74,74,103,1,FLORT,HB,old,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.9072,1,,,,,,,,,,,,,,,z,1,0.9072,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,75,75,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.8022,1,,,,,,,,,,,,,,,z,1,0.8022,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,76,76,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.9595,1,,,,,,,,,,,,,,,m,1,0.9595,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,77,77,20,1,CRADLE,HB,old,m,./images/CRADLEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.693,1,,,,,,,,,,,,,,,z,1,0.693,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,78,78,131,1,NACES,LB,old,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.7507,1,,,,,,,,,,,,,,,z,1,1.7507,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,79,79,142,1,PLASK,HB,old,z,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.5163,1,,,,,,,,,,,,,,,m,1,1.5163,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,80,80,13,1,MOTOR,C,old,m,./images/MOTOR.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6339,1,,,,,,,,,,,,,,,m,1,0.6339,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,81,81,51,1,ONION,LB,old,m,./images/ONIONLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.8233,1,,,,,,,,,,,,,,,m,1,0.8233,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,82,82,41,1,STRING,HB,old,m,./images/STRINGHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7508,1,,,,,,,,,,,,,,,z,1,0.7508,,,,,,,,0.485941931,-0.084817262,0,0,0,space,0,83,83,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,3.1529,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.5841,1,,,,,,,,,,,,,,,m,1,0.5841,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,84,84,7,1,PAINT,C,old,m,./images/PAINT.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6115,1,,,,,,,,,,,,,,,z,1,0.6115,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,85,85,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.5521,1,,,,,,,,,,,,,,,m,1,0.5521,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,86,86,75,1,GRAIN,LB,old,m,./images/GRAINLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.8963,1,,,,,,,,,,,,,,,z,1,0.8963,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,87,87,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6561,1,,,,,,,,,,,,,,,z,1,0.6561,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,88,88,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7661,1,,,,,,,,,,,,,,,z,1,0.7661,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,89,89,119,1,PAFER,LB,old,z,./images/PAFERLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7007,1,,,,,,,,,,,,,,,z,1,0.7007,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,90,90,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.5671,1,,,,,,,,,,,,,,,m,1,0.5671,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,91,91,30,1,STORM,LB,old,m,./images/STORMLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.7409,1,,,,,,,,,,,,,,,z,1,1.7409,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,92,92,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7064,1,,,,,,,,,,,,,,,m,1,0.7064,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,93,93,18,1,JAGUAR,LB,old,m,./images/JAGUARLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6238,1,,,,,,,,,,,,,,,z,1,0.6238,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,94,94,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.6764,1,,,,,,,,,,,,,,,z,1,1.6764,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,95,95,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.8567,1,,,,,,,,,,,,,,,m,1,0.8567,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,96,96,40,1,SWING,C,old,m,./images/SWING.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.8613,0,,,,,,,,,,,,,,,z,0,0.8613,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,97,97,72,1,NOOSE,LB,old,m,./images/NOOSELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.5727,1,,,,,,,,,,,,,,,m,1,0.5727,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,98,98,22,1,MELON,C,old,m,./images/MELON.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,2.3242,1,,,,,,,,,,,,,,,z,1,2.3242,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,99,99,166,1,SHORY,HB,old,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6677,1,,,,,,,,,,,,,,,m,1,0.6677,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,100,100,57,1,MOOSE,LB,old,m,./images/MOOSELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,1.0042,1,,,,,,,,,,,,,,,z,1,1.0042,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,101,101,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.5509,1,,,,,,,,,,,,,,,m,1,0.5509,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,102,102,79,1,CRUST,C,old,m,./images/CRUST.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7009,0,,,,,,,,,,,,,,,m,0,0.7009,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,103,103,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6501,1,,,,,,,,,,,,,,,m,1,0.6501,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,104,104,15,1,GREASE,LB,old,m,./images/GREASELB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6006,1,,,,,,,,,,,,,,,z,1,0.6006,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,105,105,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.6898,1,,,,,,,,,,,,,,,z,1,0.6898,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,106,106,90,1,NEAST,C,old,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,2.0674,1,,,,,,,,,,,,,,,z,1,2.0674,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,107,107,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.5841,1,,,,,,,,,,,,,,,m,1,0.5841,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,108,108,67,1,SAILOR,C,old,m,./images/SAILOR.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.7174,1,,,,,,,,,,,,,,,z,1,0.7174,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,109,109,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198988,18,2022-01-31_22h01.37.162,lexical_decision_task_DD_L3,2021.2.3,Win32,60.07449237,,,,,,,,,,,0.5725,1,,,,,,,,,,,,,,,m,1,0.5725,,,,,,,,0.485941931,-0.084817262,0,0,0,,0,110,110,3,1,FINGER,LB,old,m,./images/FINGERLB.png,,,,,,,,,,,,,,,,,,,,,
