key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5981,1,,,,,,,,,,,,,,,m,1,0.5981,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,42,42,34,1,CANYON,LB,old,m,./images/CANYONLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5334,1,,,,,,,,,,,,,,,m,1,0.5334,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,43,43,30,1,STORM,HB,old,m,./images/STORMHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5529,1,,,,,,,,,,,,,,,z,1,0.5529,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,44,44,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7369,1,,,,,,,,,,,,,,,z,1,0.7369,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,45,45,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.4546,0,,,,,,,,,,,,,,,z,0,0.4546,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,46,46,26,1,SMOKER,C,old,m,./images/SMOKER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6959,1,,,,,,,,,,,,,,,z,1,0.6959,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,47,47,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5527,1,,,,,,,,,,,,,,,z,1,0.5527,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,48,48,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5455,1,,,,,,,,,,,,,,,m,1,0.5455,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,49,49,24,1,SCREW,HB,old,m,./images/SCREWHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5682,1,,,,,,,,,,,,,,,m,1,0.5682,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,50,50,41,1,STRING,C,old,m,./images/STRING.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.8815,1,,,,,,,,,,,,,,,m,1,1.8815,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,51,51,69,1,COOKER,HB,old,m,./images/COOKERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6815,1,,,,,,,,,,,,,,,z,1,0.6815,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,52,52,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6166,1,,,,,,,,,,,,,,,m,1,0.6166,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,53,53,42,1,FOLDER,HB,old,m,./images/FOLDERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6585,1,,,,,,,,,,,,,,,z,1,0.6585,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,54,54,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.8203,0,,,,,,,,,,,,,,,z,0,0.8203,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,55,55,16,1,PENCE,LB,old,m,./images/PENCELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.8724,1,,,,,,,,,,,,,,,m,1,0.8724,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,56,56,47,1,BERRY,C,old,m,./images/BERRY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5548,1,,,,,,,,,,,,,,,z,1,0.5548,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,57,57,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.741,1,,,,,,,,,,,,,,,z,1,0.741,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,58,58,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5225,1,,,,,,,,,,,,,,,m,1,0.5225,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,59,59,73,1,SNACK,LB,old,m,./images/SNACKLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5515,1,,,,,,,,,,,,,,,m,1,0.5515,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,60,60,66,1,SWEAT,HB,old,m,./images/SWEATHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.876,1,,,,,,,,,,,,,,,z,1,0.876,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,61,61,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5658,1,,,,,,,,,,,,,,,z,1,0.5658,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,62,62,90,1,NEAST,C,old,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,1.4146,1,,,,,,,,,,,,,,,m,1,1.4146,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,63,63,33,1,MAGGOT,HB,old,m,./images/MAGGOTHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6175,1,,,,,,,,,,,,,,,m,1,0.6175,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,64,64,11,1,BONNET,C,old,m,./images/BONNET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5639,1,,,,,,,,,,,,,,,z,1,0.5639,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,65,65,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6628,1,,,,,,,,,,,,,,,m,1,0.6628,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,66,66,31,1,QUILL,LB,old,m,./images/QUILLLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5397,1,,,,,,,,,,,,,,,m,1,0.5397,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,67,67,39,1,SHELF,HB,old,m,./images/SHELFHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.98,1,,,,,,,,,,,,,,,z,1,0.98,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,68,68,166,1,SHORY,HB,old,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5538,1,,,,,,,,,,,,,,,m,1,0.5538,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,69,69,62,1,PURSE,C,old,m,./images/PURSE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.4849,1,,,,,,,,,,,,,,,m,1,0.4849,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,70,70,61,1,CANDLE,LB,old,m,./images/CANDLELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5132,0,,,,,,,,,,,,,,,z,0,0.5132,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,71,71,19,1,DOUGH,LB,old,m,./images/DOUGHLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.4883,1,,,,,,,,,,,,,,,m,1,0.4883,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,72,72,68,1,TORCH,C,old,m,./images/TORCH.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5642,1,,,,,,,,,,,,,,,z,1,0.5642,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,73,73,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.9491,1,,,,,,,,,,,,,,,z,1,0.9491,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,74,74,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6883,1,,,,,,,,,,,,,,,z,1,0.6883,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,75,75,118,1,BAVEL,HB,old,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7316,1,,,,,,,,,,,,,,,z,1,0.7316,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,76,76,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5983,1,,,,,,,,,,,,,,,z,1,0.5983,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,77,77,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6205,1,,,,,,,,,,,,,,,z,1,0.6205,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,78,78,135,1,JOODY,C,old,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5098,1,,,,,,,,,,,,,,,z,1,0.5098,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,79,79,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5791,1,,,,,,,,,,,,,,,m,1,0.5791,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,80,80,60,1,TWINS,HB,old,m,./images/TWINSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5652,1,,,,,,,,,,,,,,,z,1,0.5652,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,81,81,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5601,1,,,,,,,,,,,,,,,m,1,0.5601,,,,,,,,-0.002083333,-0.360416667,0,0,0,,0,82,82,65,1,FARMER,C,old,m,./images/FARMER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5826,1,,,,,,,,,,,,,,,m,1,0.5826,,,,,,,,-0.111848958,-0.395894097,0,0,0,space,0,83,83,52,1,BANNER,LB,old,m,./images/BANNERLB.png,53.1697,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.8022,1,,,,,,,,,,,,,,,z,1,0.8022,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,84,84,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6374,1,,,,,,,,,,,,,,,m,1,0.6374,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,85,85,2,1,BEARD,C,old,m,./images/BEARD.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5552,1,,,,,,,,,,,,,,,m,1,0.5552,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,86,86,25,1,WRIST,LB,old,m,./images/WRISTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.465,1,,,,,,,,,,,,,,,z,1,0.465,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,87,87,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.4891,1,,,,,,,,,,,,,,,z,1,0.4891,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,88,88,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5352,1,,,,,,,,,,,,,,,m,1,0.5352,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,89,89,46,1,PEARL,LB,old,m,./images/PEARLLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6302,1,,,,,,,,,,,,,,,m,1,0.6302,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,90,90,9,1,RHINO,HB,old,m,./images/RHINOHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.4353,1,,,,,,,,,,,,,,,z,1,0.4353,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,91,91,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5727,1,,,,,,,,,,,,,,,z,1,0.5727,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,92,92,158,1,EGECT,LB,old,z,./images/EGECTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.4884,1,,,,,,,,,,,,,,,z,1,0.4884,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,93,93,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.4728,1,,,,,,,,,,,,,,,m,1,0.4728,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,94,94,37,1,BIRTH,LB,old,m,./images/BIRTHLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5976,1,,,,,,,,,,,,,,,z,1,0.5976,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,95,95,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6156,1,,,,,,,,,,,,,,,z,1,0.6156,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,96,96,110,1,CRUNK,LB,old,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.4887,1,,,,,,,,,,,,,,,z,1,0.4887,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,97,97,111,1,HOSSE,C,old,z,./images/HOSSE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6638,1,,,,,,,,,,,,,,,m,1,0.6638,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,98,98,50,1,MALLET,C,old,m,./images/MALLET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7021,1,,,,,,,,,,,,,,,m,1,0.7021,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,99,99,36,1,THROAT,HB,old,m,./images/THROATHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6366,1,,,,,,,,,,,,,,,m,1,0.6366,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,100,100,12,1,SHORE,HB,old,m,./images/SHOREHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5999,1,,,,,,,,,,,,,,,m,1,0.5999,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,101,101,64,1,JELLY,LB,old,m,./images/JELLYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.6153,1,,,,,,,,,,,,,,,m,1,0.6153,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,102,102,63,1,MIRROR,HB,old,m,./images/MIRRORHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5477,1,,,,,,,,,,,,,,,z,1,0.5477,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,103,103,120,1,RINED,C,old,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5242,1,,,,,,,,,,,,,,,m,1,0.5242,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,104,104,0,1,TOMATO,HB,old,m,./images/TOMATOHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7376,1,,,,,,,,,,,,,,,z,1,0.7376,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,105,105,148,1,JOMS,HB,old,z,./images/JOMSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.7538,1,,,,,,,,,,,,,,,z,1,0.7538,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,106,106,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5517,1,,,,,,,,,,,,,,,m,1,0.5517,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,107,107,5,1,PASTA,C,old,m,./images/PASTA.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198706,,2022-01-28_16h03.40.734,lexical_decision_task_DD_L2,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,0.5422,1,,,,,,,,,,,,,,,m,1,0.5422,,,,,,,,-0.111848958,-0.395894097,0,0,0,,0,108,108,71,1,PIMPLE,C,old,m,./images/PIMPLE.png,,,,,,,,,,,,,,,,,,,,,,
