key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,instr_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.175,1,,,,,,,,,,,,,,m,1,1.175,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,43,43,59,1,BURIAL,LB,old,m,./images/BURIALLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.344,1,,,,,,,,,,,,,,z,1,1.344,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,44,44,91,1,SHENS,HB,old,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.889,1,,,,,,,,,,,,,,m,1,0.889,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,45,45,80,1,WEASEL,LB,old,m,./images/WEASELLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.646,1,,,,,,,,,,,,,,m,1,0.646,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,46,46,54,1,TRIPOD,C,old,m,./images/TRIPOD.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.493,1,,,,,,,,,,,,,,m,1,0.493,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,47,47,47,1,BERRY,LB,old,m,./images/BERRYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.438,0,,,,,,,,,,,,,,m,0,0.438,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,48,48,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.395,0,,,,,,,,,,,,,,z,0,0.395,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,49,49,20,1,CRADLE,LB,old,m,./images/CRADLELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.418,0,,,,,,,,,,,,,,m,0,0.418,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,50,50,90,1,NEAST,C,old,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.78,1,,,,,,,,,,,,,,z,1,0.78,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,51,51,89,1,DRIEK,LB,old,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.271,1,,,,,,,,,,,,,,z,1,1.271,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,52,52,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.998,1,,,,,,,,,,,,,,m,1,0.998,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,53,53,76,1,INFANT,HB,old,m,./images/INFANTHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.463,1,,,,,,,,,,,,,,m,1,0.463,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,54,54,2,1,BEARD,LB,old,m,./images/BEARDLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.629,1,,,,,,,,,,,,,,z,1,1.629,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,55,55,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.669,1,,,,,,,,,,,,,,m,1,0.669,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,56,56,29,1,CRUMB,LB,old,m,./images/CRUMBLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.502,0,,,,,,,,,,,,,,m,0,0.502,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,57,57,95,1,HANTY,LB,old,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.231,1,,,,,,,,,,,,,,m,1,1.231,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,58,58,8,1,TULIP,LB,old,m,./images/TULIPLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.164,1,,,,,,,,,,,,,,m,1,1.164,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,59,59,40,1,SWING,HB,old,m,./images/SWINGHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.689,0,,,,,,,,,,,,,,m,0,0.689,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,60,60,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.053,1,,,,,,,,,,,,,,m,1,1.053,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,61,61,72,1,NOOSE,C,old,m,./images/NOOSE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.665,1,,,,,,,,,,,,,,m,1,0.665,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,62,62,43,1,MOSQUE,HB,old,m,./images/MOSQUEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.073,0,,,,,,,,,,,,,,m,0,1.073,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,63,63,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.987,0,,,,,,,,,,,,,,m,0,0.987,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,64,64,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.911,1,,,,,,,,,,,,,,m,1,0.911,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,65,65,3,1,FINGER,C,old,m,./images/FINGER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.565,1,,,,,,,,,,,,,,m,1,0.565,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,66,66,13,1,MOTOR,HB,old,m,./images/MOTORHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.435,1,,,,,,,,,,,,,,m,1,0.435,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,67,67,9,1,RHINO,C,old,m,./images/RHINO.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.502,0,,,,,,,,,,,,,,m,0,0.502,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,68,68,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.929,1,,,,,,,,,,,,,,z,1,0.929,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,69,69,129,1,PRANS,C,old,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.131,1,,,,,,,,,,,,,,m,1,1.131,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,70,70,67,1,SAILOR,HB,old,m,./images/SAILORHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.211,1,,,,,,,,,,,,,,m,1,1.211,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,71,71,4,1,MUSCLE,HB,old,m,./images/MUSCLEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.404,1,,,,,,,,,,,,,,z,1,1.404,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,72,72,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.111,1,,,,,,,,,,,,,,z,1,1.111,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,73,73,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.452,1,,,,,,,,,,,,,,m,1,1.452,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,74,74,66,1,SWEAT,C,old,m,./images/SWEAT.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.183,1,,,,,,,,,,,,,,m,1,1.183,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,75,75,56,1,PACKET,LB,old,m,./images/PACKETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,2.818,1,,,,,,,,,,,,,,z,1,2.818,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,76,76,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.171,1,,,,,,,,,,,,,,m,1,1.171,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,77,77,48,1,SPORT,C,old,m,./images/SPORT.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.713,0,,,,,,,,,,,,,,m,0,0.713,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,78,78,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.814,1,,,,,,,,,,,,,,z,1,0.814,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,79,79,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.697,1,,,,,,,,,,,,,,m,1,0.697,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,80,80,25,1,WRIST,HB,old,m,./images/WRISTHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.75,1,,,,,,,,,,,,,,m,1,0.75,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,81,81,82,1,SUNSET,HB,old,m,./images/SUNSETHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.556,1,,,,,,,,,,,,,,m,1,0.556,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,82,82,60,1,TWINS,C,old,m,./images/TWINS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.61,1,,,,,,,,,,,,,,m,1,0.61,,,,,,,,-0.083333333,-0.396666667,0,0,0,space,0,83,83,79,1,CRUST,HB,old,m,./images/CRUSTHB.png,43.476,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,3.044,1,,,,,,,,,,,,,,m,1,3.044,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,84,84,64,1,JELLY,HB,old,m,./images/JELLYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.696,0,,,,,,,,,,,,,,m,0,0.696,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,85,85,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.045,0,,,,,,,,,,,,,,m,0,1.045,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,86,86,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.615,1,,,,,,,,,,,,,,m,1,0.615,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,87,87,77,1,COUCH,LB,old,m,./images/COUCHLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.744,1,,,,,,,,,,,,,,m,1,1.744,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,88,88,1,1,PLANK,HB,old,m,./images/PLANKHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.998,1,,,,,,,,,,,,,,z,1,0.998,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,89,89,120,1,RINED,C,old,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.645,1,,,,,,,,,,,,,,m,1,0.645,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,90,90,63,1,MIRROR,C,old,m,./images/MIRROR.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.778,1,,,,,,,,,,,,,,z,1,0.778,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,91,91,119,1,PAFER,LB,old,z,./images/PAFERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.521,1,,,,,,,,,,,,,,z,1,1.521,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,92,92,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.002,1,,,,,,,,,,,,,,m,1,1.002,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,93,93,45,1,KITTEN,C,old,m,./images/KITTEN.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.895,1,,,,,,,,,,,,,,z,1,0.895,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,94,94,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.096,1,,,,,,,,,,,,,,z,1,1.096,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,95,95,101,1,GLEET,LB,old,z,./images/GLEETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.877,1,,,,,,,,,,,,,,m,1,0.877,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,96,96,28,1,FALCON,HB,old,m,./images/FALCONHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.984,1,,,,,,,,,,,,,,z,1,0.984,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,97,97,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.929,1,,,,,,,,,,,,,,z,1,0.929,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,98,98,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.603,1,,,,,,,,,,,,,,m,1,0.603,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,99,99,32,1,BARREL,LB,old,m,./images/BARRELLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.712,1,,,,,,,,,,,,,,z,1,0.712,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,100,100,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.27,1,,,,,,,,,,,,,,z,1,1.27,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,101,101,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.045,1,,,,,,,,,,,,,,m,1,1.045,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,102,102,70,1,URINE,HB,old,m,./images/URINEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.654,1,,,,,,,,,,,,,,m,1,0.654,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,103,103,55,1,MUFFIN,HB,old,m,./images/MUFFINHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,3.612,1,,,,,,,,,,,,,,z,1,3.612,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,104,104,166,1,SHORY,HB,old,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.13,1,,,,,,,,,,,,,,m,1,1.13,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,105,105,33,1,MAGGOT,C,old,m,./images/MAGGOT.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.829,1,,,,,,,,,,,,,,z,1,0.829,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,106,106,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.494,1,,,,,,,,,,,,,,m,1,0.494,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,107,107,65,1,FARMER,LB,old,m,./images/FARMERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.696,1,,,,,,,,,,,,,,m,1,0.696,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,108,108,27,1,ATTIC,C,old,m,./images/ATTIC.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.814,1,,,,,,,,,,,,,,z,1,0.814,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,109,109,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,0.894,1,,,,,,,,,,,,,,m,1,0.894,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,110,110,46,1,PEARL,HB,old,m,./images/PEARLHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,198991,18,2022-01-28_23h25.20.700,lexical_decision_task_DD,2021.2.3,MacIntel,58.82352941,,,,,,,,,,,1.081,1,,,,,,,,,,,,,,m,1,1.081,,,,,,,,-0.083333333,-0.396666667,0,0,0,,0,111,111,73,1,SNACK,HB,old,m,./images/SNACKHB.png,,,,,,,,,,,,,,,,,,,,,,
