key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,instr_done_touch.clicked_name,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5981,1,,,,,,,,,,,,,,m,1,0.5981,,,,,,,,0.131835938,-0.426757813,0,0,0,,0,33,33,28,1,CASINO,LB,old,m,./images/CASINOLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.8665,1,,,,,,,,,,,,,,z,1,0.8665,,,,,,,,0.131835938,-0.426757813,0,0,0,,0,34,34,118,1,BAVEL,HB,old,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5902,1,,,,,,,,,,,,,,m,1,0.5902,,,,,,,,0.131835938,-0.426757813,0,0,0,,0,35,35,80,1,PLANET,C,old,m,./images/PLANET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.9279,1,,,,,,,,,,,,,,m,1,0.9279,,,,,,,,0.131835938,-0.426757813,0,0,0,,0,36,36,60,1,CURRY,HB,old,m,./images/CURRYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.7108,1,,,,,,,,,,,,,,m,1,0.7108,,,,,,,,0.131835938,-0.426757813,0,0,0,,0,37,37,17,1,PARADE,C,old,m,./images/PARADE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,2.1626,1,,,,,,,,,,,,,,z,1,2.1626,,,,,,,,0.131835938,-0.426757813,0,0,0,,0,38,38,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6748,1,,,,,,,,,,,,,,m,1,0.6748,,,,,,,,0.131835938,-0.426757813,0,0,0,,0,39,39,77,1,WHEEL,C,old,m,./images/WHEEL.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6241,1,,,,,,,,,,,,,,m,1,0.6241,,,,,,,,0.131835938,-0.426757813,0,0,0,,0,40,40,32,1,HOCKEY,C,old,m,./images/HOCKEY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.4578,1,,,,,,,,,,,,,,m,1,0.4578,,,,,,,,0.158203125,-0.356445313,1,0,0,,0,41,41,71,1,BUBBLE,C,old,m,./images/BUBBLE.png,break_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.2855,1,,,,,,,,,,,,,,m,1,1.2855,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,42,42,39,1,CANDY,HB,old,m,./images/CANDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6635,1,,,,,,,,,,,,,,m,1,0.6635,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,43,43,2,1,STOVE,C,old,m,./images/STOVE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.012,1,,,,,,,,,,,,,,m,1,1.012,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,44,44,74,1,JUMPER,C,old,m,./images/JUMPER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.4602,1,,,,,,,,,,,,,,z,1,1.4602,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,45,45,154,1,THINT,HB,old,z,./images/THINTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.0249,1,,,,,,,,,,,,,,z,1,1.0249,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,46,46,164,1,SGREW,LB,old,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6482,1,,,,,,,,,,,,,,z,1,0.6482,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,47,47,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.0781,1,,,,,,,,,,,,,,z,1,1.0781,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,48,48,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.0814,1,,,,,,,,,,,,,,z,1,1.0814,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,49,49,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.7091,1,,,,,,,,,,,,,,z,1,0.7091,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,50,50,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,2.8435,1,,,,,,,,,,,,,,z,1,2.8435,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,51,51,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5766,1,,,,,,,,,,,,,,z,1,0.5766,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,52,52,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6904,1,,,,,,,,,,,,,,z,1,0.6904,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,53,53,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6333,1,,,,,,,,,,,,,,m,1,0.6333,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,54,54,13,1,BUNNY,LB,old,m,./images/BUNNYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6647,1,,,,,,,,,,,,,,z,1,0.6647,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,55,55,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.8269,1,,,,,,,,,,,,,,z,1,1.8269,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,56,56,133,1,POWDY,HB,old,z,./images/POWDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.7338,1,,,,,,,,,,,,,,z,1,0.7338,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,57,57,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.8121,1,,,,,,,,,,,,,,z,1,0.8121,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,58,58,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6226,1,,,,,,,,,,,,,,z,1,0.6226,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,59,59,132,1,SCIFF,C,old,z,./images/SCIFF.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.8289,1,,,,,,,,,,,,,,m,1,0.8289,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,60,60,21,1,DANCER,HB,old,m,./images/DANCERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.9758,1,,,,,,,,,,,,,,m,1,0.9758,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,61,61,42,1,CHAIN,HB,old,m,./images/CHAINHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5763,1,,,,,,,,,,,,,,m,1,0.5763,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,62,62,37,1,TIGER,LB,old,m,./images/TIGERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.9692,1,,,,,,,,,,,,,,z,1,0.9692,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,63,63,110,1,CRUNK,LB,old,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.7773,1,,,,,,,,,,,,,,z,1,0.7773,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,64,64,142,1,PLASK,HB,old,z,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6889,1,,,,,,,,,,,,,,z,1,0.6889,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,65,65,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.55,1,,,,,,,,,,,,,,z,1,1.55,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,66,66,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.558,1,,,,,,,,,,,,,,m,1,0.558,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,67,67,61,1,ARTIST,LB,old,m,./images/ARTISTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,2.014,1,,,,,,,,,,,,,,z,1,2.014,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,68,68,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6203,1,,,,,,,,,,,,,,z,1,0.6203,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,69,69,119,1,PAFER,LB,old,z,./images/PAFERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,2.8635,1,,,,,,,,,,,,,,z,1,2.8635,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,70,70,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.8069,1,,,,,,,,,,,,,,z,1,1.8069,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,71,71,121,1,CEERS,HB,old,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5677,1,,,,,,,,,,,,,,m,1,0.5677,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,72,72,16,1,GRAPE,LB,old,m,./images/GRAPELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.8189,1,,,,,,,,,,,,,,m,1,0.8189,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,73,73,11,1,MEDAL,C,old,m,./images/MEDAL.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.9266,1,,,,,,,,,,,,,,m,1,0.9266,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,74,74,33,1,SAUNA,HB,old,m,./images/SAUNAHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.9142,1,,,,,,,,,,,,,,z,1,0.9142,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,75,75,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.8641,1,,,,,,,,,,,,,,m,1,0.8641,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,76,76,23,1,CLOTH,C,old,m,./images/CLOTH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.8454,1,,,,,,,,,,,,,,m,1,0.8454,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,77,77,18,1,PARCEL,HB,old,m,./images/PARCELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.8268,1,,,,,,,,,,,,,,m,1,0.8268,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,78,78,4,1,BOXER,LB,old,m,./images/BOXERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.9355,1,,,,,,,,,,,,,,z,1,0.9355,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,79,79,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5798,1,,,,,,,,,,,,,,z,1,0.5798,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,80,80,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6109,1,,,,,,,,,,,,,,z,1,0.6109,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,81,81,131,1,NACES,LB,old,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.7816,1,,,,,,,,,,,,,,z,1,0.7816,,,,,,,,0.158203125,-0.356445313,0,0,0,,0,82,82,101,1,GLEET,LB,old,z,./images/GLEETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.6876,1,,,,,,,,,,,,,,m,1,0.6876,,,,,,,,0.075195313,-0.376953125,1,0,0,,0,83,83,40,1,SNAKE,LB,old,m,./images/SNAKELB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.3457,1,,,,,,,,,,,,,,z,1,1.3457,,,,,,,,0.075195313,-0.376953125,0,0,0,,0,84,84,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.8638,1,,,,,,,,,,,,,,m,1,1.8638,,,,,,,,0.075195313,-0.376953125,0,0,0,,0,85,85,3,1,CRATER,HB,old,m,./images/CRATERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.8285,1,,,,,,,,,,,,,,z,1,0.8285,,,,,,,,0.075195313,-0.376953125,0,0,0,,0,86,86,129,1,PRANS,C,old,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.0425,1,,,,,,,,,,,,,,m,1,1.0425,,,,,,,,0.075195313,-0.376953125,0,0,0,,0,87,87,36,1,BOILER,HB,old,m,./images/BOILERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.436,1,,,,,,,,,,,,,,m,1,1.436,,,,,,,,0.075195313,-0.376953125,0,0,0,,0,88,88,0,1,WALNUT,HB,old,m,./images/WALNUTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,1.3597,1,,,,,,,,,,,,,,z,1,1.3597,,,,,,,,0.075195313,-0.376953125,0,0,0,,0,89,89,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.5615,1,,,,,,,,,,,,,,m,1,0.5615,,,,,,,,0.075195313,-0.376953125,0,0,0,,0,90,90,64,1,BRIDE,LB,old,m,./images/BRIDELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fccbcc1254e074f17d5565,27,2022-02-12_15h54.46.488,lexical_decision_task_DD_L5,2021.2.3,Win32,60.06366749,,,,,,,,,,,,0.8584,1,,,,,,,,,,,,,,m,1,0.8584,,,,,,,,0.075195313,-0.376953125,0,0,0,,0,91,91,47,1,LAGOON,C,old,m,./images/LAGOON.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
