key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,instr_done_touch.clicked_name,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.9624,1,,,,,,,,,,,,,,z,1,0.9624,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,33,33,131,1,NACES,LB,old,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.011,1,,,,,,,,,,,,,,m,1,1.011,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,34,34,67,1,SAILOR,C,old,m,./images/SAILOR.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.8402,0,,,,,,,,,,,,,,m,0,1.8402,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,35,35,130,1,CRILL,HB,old,z,./images/CRILLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.7488,1,,,,,,,,,,,,,,m,1,0.7488,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,36,36,31,1,QUILL,C,old,m,./images/QUILL.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.5438,0,,,,,,,,,,,,,,m,0,1.5438,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,37,37,166,1,SHORY,HB,old,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.8107,1,,,,,,,,,,,,,,z,1,0.8107,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,38,38,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.9617,1,,,,,,,,,,,,,,m,1,0.9617,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,39,39,16,1,PENCE,C,old,m,./images/PENCE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.7755,1,,,,,,,,,,,,,,z,1,0.7755,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,40,40,134,1,TROSS,LB,old,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.7816,0,,,,,,,,,,,,,,m,0,0.7816,,,,,,,,0.5859375,-0.177083333,0,0,0,space,0,41,41,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,29.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.8419,1,,,,,,,,,,,,,,z,1,0.8419,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,42,42,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.6917,1,,,,,,,,,,,,,,m,1,0.6917,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,43,43,44,1,LIZARD,HB,old,m,./images/LIZARDHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.047,1,,,,,,,,,,,,,,z,1,1.047,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,44,44,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.1279,1,,,,,,,,,,,,,,m,1,1.1279,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,45,45,33,1,MAGGOT,LB,old,m,./images/MAGGOTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.4964,0,,,,,,,,,,,,,,z,0,1.4964,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,46,46,68,1,TORCH,HB,old,m,./images/TORCHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.1794,1,,,,,,,,,,,,,,m,1,1.1794,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,47,47,56,1,PACKET,HB,old,m,./images/PACKETHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.9053,1,,,,,,,,,,,,,,z,1,1.9053,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,48,48,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.5949,1,,,,,,,,,,,,,,m,1,0.5949,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,49,49,4,1,MUSCLE,C,old,m,./images/MUSCLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.8264,1,,,,,,,,,,,,,,z,1,0.8264,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,50,50,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.2684,1,,,,,,,,,,,,,,z,1,1.2684,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,51,51,103,1,FLORT,HB,old,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.2147,1,,,,,,,,,,,,,,z,1,1.2147,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,52,52,120,1,RINED,C,old,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.1644,1,,,,,,,,,,,,,,z,1,1.1644,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,53,53,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.8633,1,,,,,,,,,,,,,,m,1,0.8633,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,54,54,42,1,FOLDER,LB,old,m,./images/FOLDERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.8083,1,,,,,,,,,,,,,,m,1,0.8083,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,55,55,64,1,JELLY,C,old,m,./images/JELLY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.1968,1,,,,,,,,,,,,,,z,1,1.1968,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,56,56,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,2.0226,1,,,,,,,,,,,,,,z,1,2.0226,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,57,57,142,1,PLASK,HB,old,z,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.6945,1,,,,,,,,,,,,,,z,1,0.6945,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,58,58,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.8979,1,,,,,,,,,,,,,,m,1,0.8979,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,59,59,0,1,TOMATO,LB,old,m,./images/TOMATOLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.0766,1,,,,,,,,,,,,,,m,1,1.0766,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,60,60,50,1,MALLET,HB,old,m,./images/MALLETHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.1609,1,,,,,,,,,,,,,,z,1,1.1609,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,61,61,158,1,EGECT,LB,old,z,./images/EGECTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.4576,1,,,,,,,,,,,,,,m,1,1.4576,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,62,62,11,1,BONNET,HB,old,m,./images/BONNETHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.793,1,,,,,,,,,,,,,,m,1,0.793,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,63,63,79,1,CRUST,C,old,m,./images/CRUST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.5657,1,,,,,,,,,,,,,,m,1,0.5657,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,64,64,35,1,PEACH,HB,old,m,./images/PEACHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.6009,1,,,,,,,,,,,,,,z,1,0.6009,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,65,65,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,2.3635,1,,,,,,,,,,,,,,m,1,2.3635,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,66,66,78,1,LITTER,LB,old,m,./images/LITTERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.9312,1,,,,,,,,,,,,,,z,1,1.9312,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,67,67,97,1,CHIDS,HB,old,z,./images/CHIDSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.5779,1,,,,,,,,,,,,,,m,1,1.5779,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,68,68,30,1,STORM,LB,old,m,./images/STORMLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.7807,0,,,,,,,,,,,,,,z,0,1.7807,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,69,69,65,1,FARMER,HB,old,m,./images/FARMERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.8195,1,,,,,,,,,,,,,,z,1,0.8195,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,70,70,89,1,DRIEK,LB,old,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.2777,1,,,,,,,,,,,,,,z,1,1.2777,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,71,71,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.9124,1,,,,,,,,,,,,,,m,1,0.9124,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,72,72,27,1,ATTIC,LB,old,m,./images/ATTICLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.369,1,,,,,,,,,,,,,,z,1,1.369,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,73,73,110,1,CRUNK,LB,old,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.9159,1,,,,,,,,,,,,,,z,1,0.9159,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,74,74,92,1,PAIMS,LB,old,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.5979,1,,,,,,,,,,,,,,z,1,1.5979,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,75,75,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.3258,1,,,,,,,,,,,,,,m,1,1.3258,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,76,76,47,1,BERRY,HB,old,m,./images/BERRYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.8812,1,,,,,,,,,,,,,,m,1,0.8812,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,77,77,73,1,SNACK,C,old,m,./images/SNACK.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.3903,1,,,,,,,,,,,,,,m,1,1.3903,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,78,78,45,1,KITTEN,LB,old,m,./images/KITTENLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.4245,1,,,,,,,,,,,,,,z,1,1.4245,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,79,79,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.9095,0,,,,,,,,,,,,,,z,0,0.9095,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,80,80,8,1,TULIP,HB,old,m,./images/TULIPHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.998,1,,,,,,,,,,,,,,m,1,0.998,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,81,81,60,1,TWINS,LB,old,m,./images/TWINSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.7385,1,,,,,,,,,,,,,,m,1,0.7385,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,82,82,40,1,SWING,C,old,m,./images/SWING.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.5979,1,,,,,,,,,,,,,,m,1,0.5979,,,,,,,,0.5859375,-0.177083333,0,0,0,space,0,83,83,28,1,FALCON,C,old,m,./images/FALCON.png,25.1462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.8142,1,,,,,,,,,,,,,,z,1,1.8142,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,84,84,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.5909,1,,,,,,,,,,,,,,z,1,0.5909,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,85,85,161,1,BLAPS,LB,old,z,./images/BLAPSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.8146,1,,,,,,,,,,,,,,m,1,0.8146,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,86,86,32,1,BARREL,HB,old,m,./images/BARRELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.4745,1,,,,,,,,,,,,,,m,1,0.4745,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,87,87,63,1,MIRROR,LB,old,m,./images/MIRRORLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,15.1302,1,,,,,,,,,,,,,,z,1,15.1302,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,88,88,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,18.0427,0,,,,,,,,,,,,,,z,0,18.0427,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,89,89,10,1,BELLY,C,old,m,./images/BELLY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,0.6469,1,,,,,,,,,,,,,,z,1,0.6469,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,90,90,94,1,BLANS,HB,old,z,./images/BLANSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5ddb44664a113aaa06465dbe,42,2022-02-12_17h18.38.048,lexical_decision_task_DD_L3,2021.2.3,Win32,60.51437216,,,,,,,,,,,1.5744,1,,,,,,,,,,,,,,m,1,1.5744,,,,,,,,0.5859375,-0.177083333,0,0,0,,0,91,91,51,1,ONION,LB,old,m,./images/ONIONLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
