key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.0307,1,,,,,,,,,,,,,,z,1,1.0307,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,34,34,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.9399,1,,,,,,,,,,,,,,m,1,0.9399,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,35,35,20,1,CRADLE,LB,old,m,./images/CRADLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.0545,1,,,,,,,,,,,,,,z,1,1.0545,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,36,36,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.7061,1,,,,,,,,,,,,,,m,1,0.7061,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,37,37,44,1,LIZARD,LB,old,m,./images/LIZARDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.764400001,1,,,,,,,,,,,,,,z,1,0.764400001,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,38,38,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.8503,1,,,,,,,,,,,,,,z,1,0.8503,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,39,39,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.233,1,,,,,,,,,,,,,,m,1,1.233,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,40,40,25,1,WRIST,HB,old,m,./images/WRISTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.574200001,1,,,,,,,,,,,,,,m,1,0.574200001,,,,,,,,-0.283854167,-0.498697917,0,0,0,space,0,41,41,26,1,SMOKER,LB,old,m,./images/SMOKERLB.png,15.5225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.1066,1,,,,,,,,,,,,,,z,1,1.1066,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,42,42,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.151099999,1,,,,,,,,,,,,,,z,1,1.151099999,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,43,43,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.2486,1,,,,,,,,,,,,,,m,1,1.2486,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,44,44,57,1,MOOSE,C,old,m,./images/MOOSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.1762,1,,,,,,,,,,,,,,m,1,1.1762,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,45,45,80,1,WEASEL,LB,old,m,./images/WEASELLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.7506,1,,,,,,,,,,,,,,m,1,0.7506,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,46,46,71,1,PIMPLE,LB,old,m,./images/PIMPLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.7617,1,,,,,,,,,,,,,,z,1,0.7617,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,47,47,120,1,RINED,C,old,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.9068,1,,,,,,,,,,,,,,z,1,0.9068,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,48,48,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.2536,1,,,,,,,,,,,,,,m,1,1.2536,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,49,49,21,1,KIDNEY,C,old,m,./images/KIDNEY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.352200001,1,,,,,,,,,,,,,,m,1,1.352200001,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,50,50,29,1,CRUMB,LB,old,m,./images/CRUMBLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.8812,1,,,,,,,,,,,,,,m,1,0.8812,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,51,51,59,1,BURIAL,LB,old,m,./images/BURIALLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.832,1,,,,,,,,,,,,,,z,1,0.832,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,52,52,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.691,1,,,,,,,,,,,,,,m,1,0.691,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,53,53,5,1,PASTA,LB,old,m,./images/PASTALB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.0243,1,,,,,,,,,,,,,,m,1,1.0243,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,54,54,52,1,BANNER,HB,old,m,./images/BANNERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.3834,1,,,,,,,,,,,,,,z,1,1.3834,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,55,55,121,1,CEERS,HB,old,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.0014,1,,,,,,,,,,,,,,z,1,1.0014,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,56,56,95,1,HANTY,LB,old,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.6139,1,,,,,,,,,,,,,,m,1,0.6139,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,57,57,3,1,FINGER,C,old,m,./images/FINGER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.991,1,,,,,,,,,,,,,,m,1,0.991,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,58,58,45,1,KITTEN,C,old,m,./images/KITTEN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.5815,1,,,,,,,,,,,,,,z,1,0.5815,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,59,59,135,1,JOODY,C,old,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.798400001,1,,,,,,,,,,,,,,m,1,0.798400001,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,60,60,70,1,URINE,HB,old,m,./images/URINEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.76,1,,,,,,,,,,,,,,z,1,0.76,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,61,61,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.5931,1,,,,,,,,,,,,,,z,1,0.5931,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,62,62,137,1,JOOST,LB,old,z,./images/JOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.5261,1,,,,,,,,,,,,,,z,1,1.5261,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,63,63,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.841599999,1,,,,,,,,,,,,,,z,1,0.841599999,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,64,64,119,1,PAFER,LB,old,z,./images/PAFERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.7112,1,,,,,,,,,,,,,,m,1,0.7112,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,65,65,38,1,LADDER,LB,old,m,./images/LADDERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.6992,1,,,,,,,,,,,,,,m,1,0.6992,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,66,66,7,1,PAINT,HB,old,m,./images/PAINTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.837,1,,,,,,,,,,,,,,z,1,0.837,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,67,67,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.6876,1,,,,,,,,,,,,,,z,1,0.6876,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,68,68,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.6826,1,,,,,,,,,,,,,,z,1,0.6826,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,69,69,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.6262,1,,,,,,,,,,,,,,m,1,0.6262,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,70,70,0,1,TOMATO,C,old,m,./images/TOMATO.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.972700001,1,,,,,,,,,,,,,,m,1,0.972700001,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,71,71,9,1,RHINO,C,old,m,./images/RHINO.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.1874,1,,,,,,,,,,,,,,m,1,1.1874,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,72,72,58,1,BABOON,HB,old,m,./images/BABOONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.7652,1,,,,,,,,,,,,,,m,1,0.7652,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,73,73,11,1,BONNET,LB,old,m,./images/BONNETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.2415,1,,,,,,,,,,,,,,z,1,1.2415,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,74,74,148,1,JOMS,HB,old,z,./images/JOMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.612,1,,,,,,,,,,,,,,z,1,0.612,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,75,75,122,1,BLOOT,LB,old,z,./images/BLOOTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.1937,1,,,,,,,,,,,,,,z,1,1.1937,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,76,76,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.548400001,1,,,,,,,,,,,,,,z,1,0.548400001,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,77,77,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.006,1,,,,,,,,,,,,,,m,1,1.006,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,78,78,13,1,MOTOR,HB,old,m,./images/MOTORHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.1374,1,,,,,,,,,,,,,,z,1,1.1374,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,79,79,111,1,HOSSE,C,old,z,./images/HOSSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.7502,1,,,,,,,,,,,,,,m,1,0.7502,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,80,80,55,1,MUFFIN,HB,old,m,./images/MUFFINHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.7299,1,,,,,,,,,,,,,,z,1,0.7299,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,81,81,118,1,BAVEL,HB,old,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.6915,1,,,,,,,,,,,,,,z,1,0.6915,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,82,82,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.8465,1,,,,,,,,,,,,,,z,1,0.8465,,,,,,,,-0.283854167,-0.498697917,0,0,0,space,0,83,83,134,1,TROSS,LB,old,z,./images/TROSSLB.png,4.506299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.983900001,1,,,,,,,,,,,,,,m,1,0.983900001,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,84,84,30,1,STORM,C,old,m,./images/STORM.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.9095,1,,,,,,,,,,,,,,m,1,0.9095,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,85,85,77,1,COUCH,LB,old,m,./images/COUCHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.9625,1,,,,,,,,,,,,,,z,1,0.9625,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,86,86,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.848799999,1,,,,,,,,,,,,,,z,1,0.848799999,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,87,87,92,1,PAIMS,LB,old,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.8529,1,,,,,,,,,,,,,,m,1,0.8529,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,88,88,76,1,INFANT,HB,old,m,./images/INFANTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.025599999,1,,,,,,,,,,,,,,m,1,1.025599999,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,89,89,32,1,BARREL,LB,old,m,./images/BARRELLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.784,1,,,,,,,,,,,,,,z,1,0.784,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,90,90,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.445599999,1,,,,,,,,,,,,,,m,1,1.445599999,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,91,91,2,1,BEARD,LB,old,m,./images/BEARDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,0.851,1,,,,,,,,,,,,,,z,1,0.851,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,92,92,138,1,PLICE,C,old,z,./images/PLICE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5fce736898fa590803b3b0d8,24,2022-02-12_13h26.07.160,lexical_decision_task_DD,2021.2.3,Win32,59.7335882,,,,,,,,,,,1.1497,1,,,,,,,,,,,,,,z,1,1.1497,,,,,,,,-0.283854167,-0.498697917,0,0,0,,0,93,93,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
