key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.6193,1,,,,,,,,,,,,,,z,1,0.6193,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,35,35,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.4449,0,,,,,,,,,,,,,,m,0,0.4449,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,36,36,99,1,BACKY,C,old,z,./images/BACKY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.7147,0,,,,,,,,,,,,,,m,0,0.7147,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,37,37,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.4551,1,,,,,,,,,,,,,,m,1,0.4551,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,38,38,26,1,SMOKER,LB,old,m,./images/SMOKERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.5794,1,,,,,,,,,,,,,,z,1,0.5794,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,39,39,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.9317,0,,,,,,,,,,,,,,m,0,0.9317,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,40,40,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.8446,0,,,,,,,,,,,,,,m,0,0.8446,,,,,,,,0.048148148,-0.422222222,0,0,0,space,0,41,41,142,1,PLASK,HB,old,z,./images/PLASKHB.png,2.1784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.6521,1,,,,,,,,,,,,,,z,1,0.6521,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,42,42,101,1,GLEET,LB,old,z,./images/GLEETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.4426,1,,,,,,,,,,,,,,m,1,0.4426,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,43,43,78,1,LITTER,C,old,m,./images/LITTER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.4763,1,,,,,,,,,,,,,,m,1,0.4763,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,44,44,53,1,CARPET,LB,old,m,./images/CARPETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.4202,1,,,,,,,,,,,,,,m,1,0.4202,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,45,45,35,1,PEACH,LB,old,m,./images/PEACHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.6106,1,,,,,,,,,,,,,,z,1,0.6106,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,46,46,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.5811,1,,,,,,,,,,,,,,m,1,0.5811,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,47,47,9,1,RHINO,C,old,m,./images/RHINO.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.4941,1,,,,,,,,,,,,,,m,1,0.4941,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,48,48,65,1,FARMER,LB,old,m,./images/FARMERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.6053,1,,,,,,,,,,,,,,m,1,0.6053,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,49,49,64,1,JELLY,HB,old,m,./images/JELLYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.6691,1,,,,,,,,,,,,,,z,1,0.6691,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,50,50,145,1,LAMEL,HB,old,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.5291,1,,,,,,,,,,,,,,m,1,0.5291,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,51,51,83,1,JUNGLE,LB,old,m,./images/JUNGLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.593,1,,,,,,,,,,,,,,m,1,0.593,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,52,52,46,1,PEARL,HB,old,m,./images/PEARLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.6137,1,,,,,,,,,,,,,,z,1,0.6137,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,53,53,116,1,BALGY,LB,old,z,./images/BALGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.5798,1,,,,,,,,,,,,,,z,1,0.5798,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,54,54,95,1,HANTY,LB,old,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.4932,1,,,,,,,,,,,,,,m,1,0.4932,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,55,55,44,1,LIZARD,LB,old,m,./images/LIZARDLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.6233,1,,,,,,,,,,,,,,m,1,0.6233,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,56,56,32,1,BARREL,LB,old,m,./images/BARRELLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.757,0,,,,,,,,,,,,,,z,0,0.757,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,57,57,67,1,SAILOR,HB,old,m,./images/SAILORHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.9534,1,,,,,,,,,,,,,,z,1,0.9534,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,58,58,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.7134,1,,,,,,,,,,,,,,z,1,0.7134,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,59,59,135,1,JOODY,C,old,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.7044,1,,,,,,,,,,,,,,z,1,0.7044,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,60,60,150,1,NOOLS,C,old,z,./images/NOOLS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.5346,1,,,,,,,,,,,,,,z,1,0.5346,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,61,61,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.587,1,,,,,,,,,,,,,,m,1,0.587,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,62,62,49,1,DRUMS,HB,old,m,./images/DRUMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.4024,1,,,,,,,,,,,,,,m,1,0.4024,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,63,63,77,1,COUCH,LB,old,m,./images/COUCHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.576,1,,,,,,,,,,,,,,z,1,0.576,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,64,64,90,1,NEAST,C,old,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.6922,1,,,,,,,,,,,,,,z,1,0.6922,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,65,65,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.6734,1,,,,,,,,,,,,,,z,1,0.6734,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,66,66,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.6269,1,,,,,,,,,,,,,,z,1,0.6269,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,67,67,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.4411,0,,,,,,,,,,,,,,m,0,0.4411,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,68,68,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.5694,0,,,,,,,,,,,,,,m,0,0.5694,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,69,69,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.7229,0,,,,,,,,,,,,,,z,0,0.7229,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,70,70,31,1,QUILL,HB,old,m,./images/QUILLHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.6316,1,,,,,,,,,,,,,,z,1,0.6316,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,71,71,121,1,CEERS,HB,old,z,./images/CEERSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.614,1,,,,,,,,,,,,,,z,1,0.614,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,72,72,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.5194,1,,,,,,,,,,,,,,m,1,0.5194,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,73,73,68,1,TORCH,LB,old,m,./images/TORCHLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.5308,1,,,,,,,,,,,,,,m,1,0.5308,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,74,74,80,1,WEASEL,LB,old,m,./images/WEASELLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.5067,1,,,,,,,,,,,,,,m,1,0.5067,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,75,75,27,1,ATTIC,C,old,m,./images/ATTIC.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.4916,0,,,,,,,,,,,,,,m,0,0.4916,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,76,76,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.9897,1,,,,,,,,,,,,,,z,1,0.9897,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,77,77,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.5842,0,,,,,,,,,,,,,,m,0,0.5842,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,78,78,120,1,RINED,C,old,z,./images/RINED.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,1.406,1,,,,,,,,,,,,,,m,1,1.406,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,79,79,59,1,BURIAL,LB,old,m,./images/BURIALLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.8163,1,,,,,,,,,,,,,,z,1,0.8163,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,80,80,110,1,CRUNK,LB,old,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.5565,1,,,,,,,,,,,,,,m,1,0.5565,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,81,81,45,1,KITTEN,C,old,m,./images/KITTEN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.5975,1,,,,,,,,,,,,,,m,1,0.5975,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,82,82,10,1,BELLY,HB,old,m,./images/BELLYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.4983,1,,,,,,,,,,,,,,m,1,0.4983,,,,,,,,0.048148148,-0.422222222,0,0,0,space,0,83,83,81,1,POODLE,C,old,m,./images/POODLE.png,37.3357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,1.1284,1,,,,,,,,,,,,,,z,1,1.1284,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,84,84,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.5547,1,,,,,,,,,,,,,,z,1,0.5547,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,85,85,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.5312,1,,,,,,,,,,,,,,z,1,0.5312,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,86,86,92,1,PAIMS,LB,old,z,./images/PAIMSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.6603,1,,,,,,,,,,,,,,z,1,0.6603,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,87,87,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.4854,1,,,,,,,,,,,,,,m,1,0.4854,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,88,88,14,1,PICKLE,LB,old,m,./images/PICKLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.5069,1,,,,,,,,,,,,,,z,1,0.5069,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,89,89,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.6677,1,,,,,,,,,,,,,,m,1,0.6677,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,90,90,34,1,CANYON,HB,old,m,./images/CANYONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.6087,1,,,,,,,,,,,,,,m,1,0.6087,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,91,91,70,1,URINE,HB,old,m,./images/URINEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.586,1,,,,,,,,,,,,,,z,1,0.586,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,92,92,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.5089,1,,,,,,,,,,,,,,z,1,0.5089,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,93,93,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,613e59f68312d2083c8b193d,42,2022-02-12_16h08.01.485,lexical_decision_task_DD,2021.2.3,Win32,59.98440405,,,,,,,,,,,0.496,1,,,,,,,,,,,,,,m,1,0.496,,,,,,,,0.048148148,-0.422222222,0,0,0,,0,94,94,71,1,PIMPLE,LB,old,m,./images/PIMPLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
