key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,instr_done_touch.clicked_name,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.3575,1,,,,,,,,,,,,,,m,1,1.3575,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,34,34,40,1,SWING,HB,old,m,./images/SWINGHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,2.3983,1,,,,,,,,,,,,,,z,1,2.3983,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,35,35,137,1,JOOST,LB,old,z,./images/JOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,5.1791,1,,,,,,,,,,,,,,z,1,5.1791,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,36,36,136,1,WERVE,HB,old,z,./images/WERVEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.9496,1,,,,,,,,,,,,,,z,1,0.9496,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,37,37,131,1,NACES,LB,old,z,./images/NACESLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.9355,1,,,,,,,,,,,,,,z,1,0.9355,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,38,38,111,1,HOSSE,C,old,z,./images/HOSSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.6157,1,,,,,,,,,,,,,,m,1,0.6157,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,39,39,78,1,LITTER,C,old,m,./images/LITTER.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.5995,1,,,,,,,,,,,,,,m,1,1.5995,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,40,40,49,1,DRUMS,HB,old,m,./images/DRUMSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.7939,1,,,,,,,,,,,,,,z,1,0.7939,,,,,,,,0.024739583,-0.399739583,0,0,0,space,0,41,41,132,1,SCIFF,C,old,z,./images/SCIFF.png,5.3112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.8301,1,,,,,,,,,,,,,,z,1,0.8301,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,42,42,89,1,DRIEK,LB,old,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.0734,1,,,,,,,,,,,,,,z,1,1.0734,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,43,43,124,1,TUNCH,HB,old,z,./images/TUNCHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.9493,1,,,,,,,,,,,,,,z,1,0.9493,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,44,44,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,9.1093,1,,,,,,,,,,,,,,z,1,9.1093,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,45,45,85,1,CHULK,HB,old,z,./images/CHULKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.2552,1,,,,,,,,,,,,,,m,1,1.2552,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,46,46,82,1,SUNSET,HB,old,m,./images/SUNSETHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,2.6477,0,,,,,,,,,,,,,,m,0,2.6477,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,47,47,142,1,PLASK,HB,old,z,./images/PLASKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.6318,1,,,,,,,,,,,,,,m,1,1.6318,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,48,48,43,1,MOSQUE,HB,old,m,./images/MOSQUEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,2.9834,0,,,,,,,,,,,,,,m,0,2.9834,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,49,49,118,1,BAVEL,HB,old,z,./images/BAVELHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,5.0813,0,,,,,,,,,,,,,,m,0,5.0813,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,50,50,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.7112,1,,,,,,,,,,,,,,z,1,0.7112,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,51,51,108,1,GRUET,C,old,z,./images/GRUET.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.266,1,,,,,,,,,,,,,,m,1,1.266,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,52,52,25,1,WRIST,HB,old,m,./images/WRISTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.9903,1,,,,,,,,,,,,,,m,1,1.9903,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,53,53,59,1,BURIAL,LB,old,m,./images/BURIALLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.5178,1,,,,,,,,,,,,,,z,1,1.5178,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,54,54,88,1,GLUSH,HB,old,z,./images/GLUSHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.6639,1,,,,,,,,,,,,,,z,1,0.6639,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,55,55,162,1,LEICH,C,old,z,./images/LEICH.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.8337,1,,,,,,,,,,,,,,z,1,0.8337,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,56,56,164,1,SGREW,LB,old,z,./images/SGREWLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.1018,1,,,,,,,,,,,,,,z,1,1.1018,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,57,57,119,1,PAFER,LB,old,z,./images/PAFERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.8432,1,,,,,,,,,,,,,,m,1,0.8432,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,58,58,23,1,WALRUS,LB,old,m,./images/WALRUSLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.0754,1,,,,,,,,,,,,,,m,1,1.0754,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,59,59,30,1,STORM,C,old,m,./images/STORM.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.7449,1,,,,,,,,,,,,,,m,1,1.7449,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,60,60,73,1,SNACK,HB,old,m,./images/SNACKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,4.1245,1,,,,,,,,,,,,,,z,1,4.1245,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,61,61,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.6263,1,,,,,,,,,,,,,,m,1,0.6263,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,62,62,0,1,TOMATO,C,old,m,./images/TOMATO.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,2.2151,1,,,,,,,,,,,,,,m,1,2.2151,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,63,63,16,1,PENCE,HB,old,m,./images/PENCEHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.7423,1,,,,,,,,,,,,,,m,1,0.7423,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,64,64,57,1,MOOSE,C,old,m,./images/MOOSE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.9837,1,,,,,,,,,,,,,,z,1,0.9837,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,65,65,155,1,CANGY,LB,old,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.0393,1,,,,,,,,,,,,,,m,1,1.0393,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,66,66,19,1,DOUGH,HB,old,m,./images/DOUGHHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.0332,1,,,,,,,,,,,,,,z,1,1.0332,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,67,67,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.388,1,,,,,,,,,,,,,,m,1,1.388,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,68,68,13,1,MOTOR,HB,old,m,./images/MOTORHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.495,0,,,,,,,,,,,,,,m,0,1.495,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,69,69,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.567,1,,,,,,,,,,,,,,m,1,0.567,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,70,70,60,1,TWINS,C,old,m,./images/TWINS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.8499,1,,,,,,,,,,,,,,m,1,0.8499,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,71,71,50,1,MALLET,LB,old,m,./images/MALLETLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.8091,1,,,,,,,,,,,,,,z,1,0.8091,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,72,72,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.7404,1,,,,,,,,,,,,,,m,1,0.7404,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,73,73,38,1,LADDER,LB,old,m,./images/LADDERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.5334,1,,,,,,,,,,,,,,m,1,1.5334,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,74,74,22,1,MELON,HB,old,m,./images/MELONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,6.3526,0,,,,,,,,,,,,,,m,0,6.3526,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,75,75,165,1,TROWN,C,old,z,./images/TROWN.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.7926,1,,,,,,,,,,,,,,m,1,1.7926,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,76,76,7,1,PAINT,HB,old,m,./images/PAINTHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.7551,1,,,,,,,,,,,,,,m,1,0.7551,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,77,77,48,1,SPORT,C,old,m,./images/SPORT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.75,0,,,,,,,,,,,,,,m,0,1.75,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,78,78,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.9011,1,,,,,,,,,,,,,,z,1,0.9011,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,79,79,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.1993,1,,,,,,,,,,,,,,z,1,1.1993,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,80,80,91,1,SHENS,HB,old,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.7505,1,,,,,,,,,,,,,,m,1,0.7505,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,81,81,14,1,PICKLE,LB,old,m,./images/PICKLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.6337,1,,,,,,,,,,,,,,m,1,0.6337,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,82,82,27,1,ATTIC,C,old,m,./images/ATTIC.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.6291,1,,,,,,,,,,,,,,m,1,0.6291,,,,,,,,0.024739583,-0.399739583,0,0,0,space,0,83,83,45,1,KITTEN,C,old,m,./images/KITTEN.png,4.1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.5773,1,,,,,,,,,,,,,,m,1,0.5773,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,84,84,21,1,KIDNEY,C,old,m,./images/KIDNEY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.6673,1,,,,,,,,,,,,,,m,1,0.6673,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,85,85,62,1,PURSE,LB,old,m,./images/PURSELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.8007,1,,,,,,,,,,,,,,m,1,0.8007,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,86,86,8,1,TULIP,LB,old,m,./images/TULIPLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.7935,1,,,,,,,,,,,,,,z,1,0.7935,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,87,87,87,1,TRING,C,old,z,./images/TRING.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.2248,1,,,,,,,,,,,,,,z,1,1.2248,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,88,88,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.7497,1,,,,,,,,,,,,,,m,1,0.7497,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,89,89,74,1,CEMENT,LB,old,m,./images/CEMENTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,4.7939,1,,,,,,,,,,,,,,z,1,4.7939,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,90,90,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.7923,1,,,,,,,,,,,,,,m,1,0.7923,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,91,91,83,1,JUNGLE,LB,old,m,./images/JUNGLELB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,0.8448,1,,,,,,,,,,,,,,m,1,0.8448,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,92,92,26,1,SMOKER,LB,old,m,./images/SMOKERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e35a96ecf931055fb891c54,41,2022-02-12_16h21.42.933,lexical_decision_task_DD,2021.2.3,Win32,60.09254252,,,,,,,,,,,,1.108,1,,,,,,,,,,,,,,z,1,1.108,,,,,,,,0.024739583,-0.399739583,0,0,0,,0,93,93,100,1,DRIBS,HB,old,z,./images/DRIBSHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
